id,category,RQ
460,2,"How do family characteristics across different geographic areas explain variation in intergenerational income mobility, and how do differences between families that move versus those that do not affect the validity of causal inferences about mobility?"
461,4,"How did historical exposure to convict labor affect long‐run intergenerational income mobility and the equality of opportunities—specifically, why did the bottom income quintile experience worsening mobility while other quintiles improved?"
462,1,"Does selective survey non-response (unit and item) bias the estimated relationship between parental income and children’s mathematics and language test scores, and what are the distinct effects (direction and magnitude) of unit versus item non-response on these intergenerational mobility estimates?"
463,4,"Why is the observed intergenerational mobility trend different when measured using family income/earnings compared to social class, and what explains the divergence—specifically, what role does the intergenerational persistence of the permanent component of income play in this discrepancy?"
464,4,Was intergenerational economic mobility high in the early twentieth century in the US?
465,2,"How does the historical prevalence of slavery influence contemporary upward mobility in the United States, and which of the key factors (such as family structure, income inequality, school quality, segregation, and social capital) explain this relationship, particularly with a focus on the role of fragile family structures?"
466,7,"How do geographic information asymmetries influence migration decisions and the signaling of disadvantaged community backgrounds, and how do these processes affect intergenerational mobility and income segregation? The paper develops a theoretical model to explore these mechanisms and confirms the predictions with U.S. census data."
467,2,"How is social background linked to income and intergenerational occupational mobility among veterans from different cohorts (World War II, Vietnam, and the All-Volunteer Force), and to what extent does selection into military service influence civilian labor market outcomes?"
468,5,"Do differences in neighborhood attainment between descendants of immigrants (Asian, African) and natives reflect demographic disparities in mobility? Specifically, is higher education a vehicle for upward social mobility among children of immigrants while serving to maintain privileges among children of natives, and to what extent does intergenerational inertia—captured by the relationship between neighborhood income at age 16 versus parental income—explain these differences?"
469,2,"How is income inequality—measured using the Gini coefficient and top 1% income share—associated with intergenerational income mobility across different countries (United States, Canada, and several European countries), and how do methodological controls (such as country indicators and paper indicators) alter these observed correlations?"
470,8,"How does income inequality influence subjective perceptions of intergenerational mobility (especially subjective downward mobility) and, in turn, shape attitudes toward redistribution?"
471,4,"Does the marketization reform in China directly affect intergenerational mobility by weakening the inheritance of economic status from parents to children, and what is the magnitude of this adjustment effect?"
472,2,"How does fertility rate affect income inequality, and what are the magnitude, mechanisms, and heterogeneous effects (with respect to intergenerational income mobility elasticity, income levels, and varying fertility rates) of this relationship?"
473,2,"How much does an adult’s income and occupation depend on their childhood family circumstances relative to their own talents and ambition? In other words, what is the empirical extent of intergenerational economic mobility, and how does it differ from structural (aggregate improvements in income and job quality over time) and intragenerational mobility (individual career changes)?"
474,3,"How does the size of a city and the associated geographic and institutional factors—particularly access to secondary and university education—affect rural intergenerational mobility, and in what way is the return to high school education modified in larger cities?"
475,2,"How can the unique features of the PSID (its long panel and broad socioeconomic variables) be leveraged to produce accurate empirical estimates of intergenerational mobility across multiple dimensions (income, wealth, occupation, education, consumption, health), and how do these estimates compare to those derived from other data sources (e.g., IRS data)? Additionally, what are the determinants and mechanisms behind the observed levels and changes in mobility over time?"
476,1,"Can a new methodological approach—specifically, scaling each income quintile by the spread it represents—jointly visualize income inequality and intergenerational mobility in a way that enhances our analysis of these phenomena?"
477,1,"How can we develop and implement new methodological advances, including a bracketing strategy and set estimation techniques, to estimate the intergenerational income elasticity (IGE) of the expectation using short-run income measures?"
478,2,"What is the extent of intergenerational mobility in terms of educational attainment, occupational skills level, and income level in Malaysia, and what determinants (such as education, asset ownership, gender, and location) influence upward mobility between generations?"
479,2,"How does intergenerational persistence of earnings vary across the distribution of sons' earnings, and to what extent do early skills, education, and early labor market attachment explain this variation?"
480,4,"How do long-term intergenerational patterns of wealth/income mobility and transfer operate—including the effects of parental income on children and transfers across three generations—and how can improvements to PSID data/methods (via, for example, administrative data linkages) enhance policy-relevant analyses in this area?"
481,2,"How mobile is the United States across generations in terms of various socioeconomic dimensions (occupation, wealth, education, consumption, health), and what are the mechanisms behind the persistence of socioeconomic status over generations? (Sub-questions also address demographic differences by gender, race, and region.)"
482,2,"What are the empirical estimates and determinants of the intergenerational transmission of social and economic status, particularly regarding the contribution of individual and family background characteristics and childhood capability deprivation to income inequality and mobility differences between Germany and the United States?"
483,1,"How can the conventional IGE be correctly measured and interpreted—by estimating the IGE of expected income or earnings—in a way that avoids misinterpretation, selection bias, and disentangles the various channels of transmitting economic status across generations?"
484,4,"Does intergenerational social mobility enable rural people in Northern Malaysia to exit the poverty circle by transitioning between income classes, and how does the nature of this mobility compare to that in countries with more equal opportunities?"
485,7,"How do age-dependent preferences affect economic growth and structural change via savings, accumulation, and intergenerational income distribution in a two-sector overlapping-generations model?"
486,2,"How do differences in neighborhood and county characteristics causally affect intergenerational mobility and later-life outcomes (such as earnings, college attendance, teenage births, and marriage rates), and how can we decompose observed mobility into causal effects versus sorting effects?"
487,4,"The paper asks: 'What is the role of Nature versus Nurture in intergenerational mobility, particularly in explaining the 20% of observed intergenerational immobility at the bottom of the income distribution?' It also develops a methodological advance—a more computationally efficient CCP estimator—for estimating life‐cycle dynastic models, which supports investigating this mobility question."
488,2,"What are the empirical estimates of intergenerational upward mobility among University of Texas System alumni, and what factors—particularly parental income and college completion—determine this mobility? A secondary question examines demographic differences (e.g., gender, race/ethnicity, major type, institution type, and financial aid type) in these mobility rates."
489,8,How does intergenerational social mobility affect support for democracy?
490,2,"What is the nature and extent of intergenerational mobility in Pakistan, as measured by the elasticity of income (and other socioeconomic characteristics) between generations, and what does this indicate about inequality of opportunities?"
491,3,"Do US areas populated largely by descendants of European immigrants exhibit levels of income equality and intergenerational mobility that mirror those of the immigrants’ origin countries, and to what extent do community-level historical legacies (including geographic factors) shape contemporary patterns of opportunity?"
492,2,"The paper asks: Why do some communities outperform or underperform relative to what is predicted by first generation incomes alone, and to what extent do exceptional educational mobility, cultural factors, and the broader context of migration explain these differences?"
493,4,"The paper asks: What is the degree of intergenerational income mobility in China, and through what transmission channels—specifically, fathers' investments in their sons' education and occupation—does intergenerational income transfer occur?"
494,2,"How does intergenerational mobility mediate the impact of income inequality on economic growth? In particular, does lower intergenerational mobility amplify the negative effect of income inequality on human capital accumulation and future growth, and does omitting mobility measures lead to model misspecification?"
495,2,"The paper primarily aims to empirically assess and compare different dimensions of income mobility in Korea—specifically, examining whether intergenerational relative income mobility is deteriorating, as well as documenting the trends in intergenerational absolute income mobility and intragenerational income mobility."
496,3,"Does additional government spending during childhood contribute to promoting intergenerational income mobility, and does it moderate the adverse effects of income inequality on such mobility?"
497,2,What are the levels and patterns of intergenerational income mobility in Australia—as measured by estimates such as the intergenerational elasticity (IGE) and rank–rank slopes—including analyses of upward and downward mobility across the income distribution and regional differences (e.g. the impact of the mining boom)?
498,4,"What is the nature of intergenerational wealth mobility in the Cape Colony – specifically, how do different wealth outcomes (including those for daughters) and underlying mechanisms explain higher mobility, particularly among those at the bottom of the wealth distribution?"
499,1,"The paper asks (a) whether traditional estimates of intergenerational persistence are biased downward when using only a single measure and if incorporating multiple measures (including mothers’ occupation) can reduce the attenuation bias in capturing true status transmission, and (b) how alternative methodological approaches (e.g., comparing the Multivariate Response Model and the Univariate Response Model in the EVAAS framework) perform in accurately estimating teacher effectiveness under various assignment scenarios."
500,4,"How do intergenerational movements in household wealth differ by race, and to what extent do differences in parental wealth and the transmission of wealth across generations contribute to the persistent racialized gap in household wealth?"
501,5,"How do harsh, racially segregated neighborhood conditions – marked by concentrated violence, incarceration, and lead exposure – affect intergenerational mobility and associated non-income outcomes (such as adult incarceration among poor black males, income mobility among poor white children, and teenage birth among girls), and to what extent do these conditions account for racial disparities in intergenerational inequality?"
502,6,"What is the causal effect of upward intergenerational income mobility on adult self-rated health in Japan, and what behavioural mechanisms (e.g., long working hours, smoking, alcohol consumption) might explain this relationship?"
503,4,"How does intergenerational poverty transmission in rural China vary across income levels and regions, and what role do different types of livelihood capital (e.g., financial, natural, physical, human) play in shaping this transmission?"
504,3,"How do various income taxation policies (no tax, flat tax, flat tax with child benefits, and progressive tax) affect intergenerational income correlation, particularly through mechanisms like changes in fertility rates and educational outcomes?"
505,4,"What is the relative contribution of genetic factors versus environmental influences (including wealth bequests) in the intergenerational transmission of wealth, and how do these factors affect different wealth-related outcomes such as savings, investment decisions, and consumption?"
506,4,"How extensive is intergenerational income mobility in Latin American economies (specifically Panama and Brazil), and to what extent do additional family and demographic factors (e.g., family size, father’s literacy, urban/rural residence, gender, age, education) influence or explain this transfer, potentially leading to overestimation in previous studies?"
507,4,"The paper investigates the extent of intergenerational economic persistence by estimating family-income intergenerational elasticities (IGEs), comparing estimates from different tax-based data sets to identify and correct potential biases, and determining the relationship between parental income inequality, economic persistence, and inequality of opportunity in the United States."
508,2,"Does college completion have a causal effect on intergenerational income mobility, or is the observed higher mobility among college graduates primarily due to selection processes?"
509,4,"How do intergenerational income mobility and its transmission mechanisms operate among rural Chinese residents, and what are the relative contributions of human capital (education) and occupation, as revealed by the OLS and quantile regression analyses?"
510,2,"Does an increase in educational attainment reduce the influence of family economic status on individual income, thereby enhancing intergenerational income mobility? Additionally, is the effect of education on mobility stronger in rural areas compared to urban contexts?"
511,2,"How does intergenerational income mobility vary across Canada's Census Divisions, and what determinants—captured through nine complementary indicators—explain these variations, particularly the association between higher mobility and reduced income inequality in the lower half of the income distribution?"
512,4,"Does increased fiscal expenditure on education mitigate the intergenerational transmission of poverty by reducing poverty vulnerability in children compared to their fathers, and if so, how do factors such as education level, gender, work status, and regional variations influence this process?"
513,2,"How do intergenerational income mobility rates at UFPE compare with those at US institutions, and what are the key determinants—such as gender, race, ability (as proxied by college entry exams), and major choice—that explain differences in upward mobility, particularly among women and Afro-Brazilians?"
514,8,"How do Americans perceive socioeconomic mobility prospects, specifically in terms of intergenerational income mobility, and do they overestimate the persistence of income ranks between generations, thereby influencing expectations about equality of opportunity?"
515,4,"How does class origin affect both the receipt of wealth transfers and subsequent wealth accumulation among young adults, and do inter vivos wealth transfers serve as an effective mechanism for intergenerational wealth mobility and reproduction?"
516,4,"Does attending an HBCU confer a long‐run earnings premium and enhance intergenerational income mobility—that is, do students who attend an HBCU move to a higher income quantile relative to their household background compared to those who do not?"
517,4,"The paper asks how sibling similarity in accumulated income over the life course compares to point-in-time income measures, and how factors such as gender differences (sisters vs. brothers), cohort differences, and socioeconomic backgrounds influence the persistence of intergenerational income mobility."
518,2,"What are the empirical estimates of intergenerational mobility of earnings and income in Vietnam, and how do these estimates differ by gender (sons vs. daughters)?"
519,6,"How does intergenerational income mobility—both relative and absolute—affect subjective wellbeing, including life satisfaction and mental health, and how do upward versus downward movements, potentially via changes in financial perceptions and consumption, shape these outcomes? Moreover, is social class mobility similarly impactful on SWB?"
520,7,"How do differential fertility rates (i.e., population growth differences between the educated and uneducated) affect the dynamics of intergenerational mobility and economic development, particularly in terms of cyclical changes in mobility outcomes?"
521,4,"The paper investigates intergenerational income mobility by asking how the intergenerational income elasticity operates through distinct channels. Specifically, it asks: To what extent do the transmission of human capital and the role of uncorrelated (exogenous) financial income separately contribute to intergenerational income transmission?"
522,1,"How can a machine learning approach be used to improve the measurement of labor market outcomes by constructing an adjusted occupational income score (compared to the traditional OCCSCORE), and how does this new measure affect the estimation of key labor market disparities such as racial/gender earnings gaps and intergenerational mobility elasticities?"
523,3,What is the impact of fiscal policy (specifically labor taxes and subsidies) on wealth distribution and intergenerational mobility?
524,2,"What are the patterns of intra-generational and intergenerational mobility in employment and income in Vietnam, and how do factors such as education influence these mobilities (as reflected by variations in IGE estimates across different educational levels)?"
525,4,"What is the degree of intergenerational mobility in financial health, as captured by credit scores, and how does this measure reveal levels of opportunity compared to traditional socioeconomic metrics?"
526,4,"To what extent is socioeconomic disadvantage transmitted from one generation to the next in Australia (as measured by income, earnings, and welfare receipt), and how does this transmission compare with international evidence? Additionally, what processes underlie Australian intergenerational social mobility?"
527,1,"The paper questions whether shifting from a snapshot analysis of income distribution to a 'movie' perspective of intergenerational mobility is normatively superior, by examining if the conventional snapshot measures (as suggested by the Great Gatsby Curve) already contain the dynamics of mobility and whether income redistribution can itself improve mobility."
528,9,"This dissertation actually poses a trio of intertwined research questions that span multiple categories. In chapter one it asks, “How does the influx of southern‐born Black migrants affect the employment outcomes of northern‐born Blacks?” – a question of empirical estimation and determinants (Category 2). In chapter two the study asks, “How did segregated housing markets—through changes in rental rates and home sale values—influence Black family wealth during the Great Migration?” – which falls under policy, institutional, and geographic impacts (Category 3). Finally, in chapter three the question is, “How do intergenerational occupational mobility patterns differ by race and region in prewar America?” – aligning with an examination of demographic differences in mobility (Category 5). Because the paper spans these three distinct areas, it does not neatly fall into a single one of the numbered categories above."
529,1,"The paper asks: How can we develop and use a linked trajectory mobility approach to decompose intergenerational earnings into life‐cycle dimensions (initial position, growth rate, growth deceleration, and volatility) and assess how fathers’ earnings trajectories at specific career stages correspond to their sons’ earnings development over time?"
530,4,"The research question examines how wealth is transmitted across generations, specifically assessing the degree of intergenerational wealth immobility by measuring how much a child's wealth deviates from that of their father."
531,2,"How does between-class inequality across multiple dimensions (education, wages, and income) account for the inverse relationship between economic inequality and intergenerational social mobility across 39 countries?"
532,7,"How do innate traits, parental income, and human capital investments interact within a theoretical model to determine an individual's probability of climbing the social ladder?"
533,3,"How do intergenerational mobility levels vary geographically (across countries, income levels, and regions) and what factors and policies contribute to higher mobility?"
534,4,"How do nurture (through bequests and schooling investments) and nature (persistent, inherited ability) interact to affect intergenerational wealth/income mobility and the transmission of inequality, and what are the welfare and mobility implications of implementing optimal tax policies in a dynastic economy?"
535,4,"Does the intergenerational transmission of socioeconomic advantage persist among college graduates? Specifically, how are parental education and income associated with post-college earnings, and what role do factors like the type of college attended and attainment of an advanced degree play in mediating this association?"
536,5,"This study asked how race and ethnicity affect intergenerational mobility between mothers and children. It investigates racial/ethnic disparities in maternal net worth and poverty, and examines how these differences moderate the relationship between mothers’ economic resources and young adult children’s income."
537,3,"How do changes in the allocation of students to colleges—through modifications in application, admission, and matriculation processes (e.g., equalization of rates across income groups and implementing a sliding-scale preference for low- and middle-income students)—affect income segregation across colleges and intergenerational income mobility outcomes?"
538,4,"How can intergenerational wealth mobility be measured in Pakistan (using wealth at key life stages such as ages 18 and 30) and what are the determinants influencing this mobility in the context of a developing country facing high unemployment, poverty and institutional challenges?"
539,3,"The dissertation poses two main sets of research questions. The first set (Chapters 1 and 2) falls under Policy, Institutional, and Geographic Impacts and asks: “How do reforms in higher education – namely the introduction of centralized admissions and the expansion of affirmative action policies – impact enrollments of low‐socioeconomic, public school, and minority students, and what are the unintended consequences (e.g. changes in high school selection and peer composition) of these policies?” The second set (Chapter 3) targets Measurement and Methodological Advances and asks: “How can current methods for estimating intergenerational income mobility be improved (by accounting for observable income growth, transitory noise, and familial components) using comprehensive, long‐term income data?”"
540,6,"How is the racial opportunity gap—in terms of intergenerational economic mobility—associated with the racial mortality gap across U.S. counties, and does a greater gap in mobility (between Black and White children from similar income levels) lead to a larger disparity in health outcomes (mortality), net of socioeconomic differences?"
541,7,"The paper asks whether meritocracy effectively legitimizes socioeconomic inequality by (a) allocating wealth and prestige according to merit and (b) creating opportunities for those from low‐income backgrounds. Specifically, it questions whether the low social mobility in Britain and America stems from them not having become true meritocracies or from meritocratic degeneration (e.g., the emergence of genetically based caste systems as argued by Herrnstein and Murray)."
542,4,"The paper investigates the intergenerational transmission of credit outcomes – specifically, it asks: (1) To what extent are children’s future credit outcomes correlated with their parents’ credit risk scores, defaults, and credit constraints? (2) Is this observed correlation a direct transmission from parental credit conditions, or is it driven by unobserved household heterogeneity (as evidenced by analyses using siblings and household fixed effects)? (3) How do geographic factors, such as the degree of intergenerational income mobility in cities, and state-level educational policy interventions moderate the strength of these intergenerational credit linkages?"
543,7,"The paper asks: How does unequal school opportunity affect intergenerational income mobility and human capital accumulation, particularly through mechanisms like assortative matching and income dispersion, and what are the implications of school equalisation and desegregation policies in a model calibrated to the USA?"
544,2,"How are inequality trends empirically linked to changes in absolute and relative earnings/income mobility, and what are the determinants and mechanisms—particularly the multiple pathways connecting economic and institutional structures—to variations in social class and occupational mobility across countries?"
545,3,"Does the design of the welfare state (through tax policies and public education spending) influence teenage childbearing behavior, and can the differences between the USA and Norway be explained by these institutional factors?"
546,2,"How has the relationship between family income and educational attainment evolved across cohorts—from those assumed to have completed their education (with full outcomes up to degree levels) to younger cohorts (with only partial measures, such as test scores and GCSE results)—and what does this imply about the empirical determinants of educational inequality and its role in intergenerational income mobility?"
547,4,"How do the multiple dimensions of parental SES—education, occupation, income, and wealth—individually and jointly contribute to intergenerational mobility, and in particular, what is the distinct role of wealth in influencing children’s socioeconomic outcomes?"
548,4,"How do marriage entry and marital sorting contribute to the intergenerational transmission of family income, and how do these contributions vary by gender, education, and across cohorts?"
549,3,"How do local property tax funding mechanisms affect intergenerational mobility, particularly via the spatial concentration of quality education linked to housing prices? In addition, how do policy interventions—such as housing vouchers or equal redistribution of property tax revenues across schools—impact long-term mobility and welfare outcomes?"
550,2,How do absolute and relative income mobility measures impact economic growth (measured via RGMP) in US metropolitan areas over the period 2001-2011?
551,2,"How do measurement errors in parents’ socioeconomic status and selection biases in educational attainment affect empirical estimates of intergenerational family income mobility, particularly in differentiating mobility outcomes between high school dropouts and other education groups?"
552,1,"How robust are rank‐based measures of intergenerational mobility compared to conventional income elasticity measures under various methodological choices (e.g., life-cycle stages for income measurement, number of years of income data, treatment of zero incomes, and annual versus hourly earnings)? Additionally, what is the extent of the association between parents’ and children’s income ranks, and how does this relationship vary across gender and geographic regions (East vs. West Germany)?"
553,2,"How do varying types of inequality impact intergenerational mobility, and what do international comparisons—particularly regarding Australia’s mobility in income, social position, and upward mobility—reveal about these effects?"
554,4,"What role does children’s education play in the intergenerational transmission of income in Canada, and how does it help explain the differences in income mobility compared with the United States? In addition, which mechanisms—such as returns to education and the skills used at work—drive this intergenerational association?"
555,1,"How can we develop a robust framework for estimating intergenerational income mobility elasticities, allowing for heterogeneous effects and addressing latent permanent incomes and life‐cycle bias, while testing the assumption of a linear relationship between parental and child incomes?"
556,1,"How does the inclusion of non-monetary income from housing (imputed rent) in the measurement of income affect estimates of intergenerational income mobility across different national contexts (Australia, USA, and Germany), and how might this methodological change impact cross-regional comparisons?"
557,4,"How does the economic situation of the parental household—through both direct income effects and additional intergenerational transmission channels (e.g., cognitive ability, noncognitive traits, physical appearance)—influence the educational attainments and wage levels of subsequent generations, and how do alternative methodological approaches (like instrumental variable quantile regressions) reveal these dynamics compared to standard regression techniques?"
558,3,"How do college (tertiary education) subsidies, even when financed via distortionary taxes, impact welfare outcomes such as consumption smoothing, skill premia, precautionary savings, wealth and consumption inequality, and ultimately intergenerational income mobility?"
559,6,"How does intergenerational mobility, both relative and absolute (with special attention to downward movements), affect non-income outcomes such as subjective wellbeing (life satisfaction and mental health), and through what channels (e.g., financial perceptions and consumption changes) do these effects operate?"
560,4,"Does daughters' educational attainment mediate the intergenerational transmission of economic mobility from mothers to young adult daughters, specifically, to what extent does mothers' income influence daughters' income directly and indirectly through daughters' educational attainment?"
561,7,"How do innate talent and family background interact within an overlapping-generations framework to determine intergenerational mobility, income inequality, and social welfare under different education systems (private vs. public), and what mechanisms drive these effects?"
562,1,How can we improve the measurement of intergenerational income mobility by developing a method that visualizes multiple quantiles of the offspring income distribution and avoids the limitations of the conventional geometric mean and the sensitivity of the arithmetic mean to top incomes?
563,2,"How have empirical measures of intergenerational economic mobility—such as absolute mobility, relative mobility, and intergenerational income elasticity—evolved over the past 40 years, and what factors (including race, geography, education, and generational differences) determine these trends, especially when comparing Millennials with previous generations?"
564,4,"How does China's one‐child policy affect intergenerational income mobility, particularly through differential human capital investments among children from rich versus poor families?"
565,2,"The paper primarily asks: What are the empirical levels of intergenerational income mobility in Denmark versus the United States? In addressing this, it examines several empirical dimensions, including: (a) How do mobility estimates change when using family income versus individual income, or when accounting for taxes and public transfers? and (b) To what extent do gender differences (daughters versus sons) affect these mobility estimates?"
566,2,"What are the recent trends in intergenerational income mobility for U.S. cohorts born between 1952 and 1975, and do these trends show significant changes over time?"
567,3,"What is the causal effect of equalizing revenues across public school districts on students' intergenerational mobility, particularly for low-income students, and through which channels (such as changes in inputs like teacher numbers and college attendance) does this effect operate?"
568,5,"How do ethnic differences among second‐generation immigrants (e.g., Moroccan, Turkish, Surinamese, Indish, etc.) affect intergenerational economic mobility in terms of absolute and relative measures of income? Additionally, how does the degree of intergenerational transmission of income contribute to these disparities?"
569,2,"The paper empirically estimates the degree and determinants of intergenerational wage mobility. For instance, it asks: (1) How measurable is intergenerational wage mobility with available survey data? (2) To what extent are sons' and daughters' wages persistent relative to their fathers'? (3) What is the role of parental education in affecting wage outcomes, including the rewards and penalties observed in the labor market? (4) How does parental educational achievement – along with factors like nonlabor income – influence children’s educational and wage outcomes?"
570,2,"What are the determinants of intergenerational socioeconomic mobility, and how do factors such as individual education, parental educational background, prior economic status, number of siblings, and number of children affect different dimensions of mobility (social, educational, occupational, income) and overall socioeconomic conditions?"
571,6,"How is individuals’ subjectively perceived intergenerational social mobility associated with their health outcomes (both mental and physical), and to what extent do these subjective assessments of social mobility add explanatory power beyond objective indicators of socio-economic status?"
572,1,"How complete is the conventional rank-rank model in capturing the total predictive relationship between multiple parental factors and a child's income rank, and how does this completeness vary across regions of Norway?"
573,3,"How do geographic factors in Mexico influence intergenerational social mobility in wealth, education, and occupational status? Specifically, the study asks whether children of poor parents make greater or lesser progress in different regions (e.g., North vs. South) and examines the regional patterns in upward mobility."
574,4,"How does intergenerational wealth (specifically grandparental and parental wealth) influence the younger generation’s household income, and to what extent do differences in family background, particularly across racial lines, explain income disparities?"
575,2,"How does rising income inequality affect intergenerational income mobility in the United States, and are these effects particularly apparent when considering issues like interstate migration?"
576,4,"Does the prevalence of state-owned enterprises reduce intergenerational income persistence in Chinese cities, and if so, is it through mechanisms such as stifling competition in the private sector and facilitating occupational inheritance within SOEs?"
577,4,"Are children better off than their parents? More specifically, the paper asks: How does intergenerational labor income mobility (both in absolute and relative terms) compare between Germany and the US, and what does this reveal about the distribution of economic growth across these countries?"
578,3,"How do the design features of a pension system—specifically, the use of uniform contribution and accrual policies versus an actuarially fair system—affect intergenerational redistributive transfers and the overall fairness of pension benefits across overlapping generations?"
579,1,How can a correlation curve tool improve the measurement of intergenerational income mobility – particularly compared to traditional elasticity measures and correlation coefficients – and what does the comparison between labor earnings and disposable income reveal about income mobility across the distribution?
580,8,Does the way scholars measure inequality of opportunity correspond to how people perceive it? What other factors influence individual perception of inequality of opportunity?
581,2,"How does forced displacement affect the economic integration of migrants—and how do the first‐ and second‐generation outcomes (in income, home ownership, self-employment, and human capital transmission) compare to those of comparable native populations?"
582,4,How does the timing and distribution of parental income across different childhood stages impact intergenerational educational outcomes?
583,2,"How have relative intergenerational mobility patterns (e.g., rank-rank slopes and IGE) evolved across cohorts, and what are the determinants driving these changes (such as returns to schooling and variations in marriage probabilities by parental income), including differences by gender?"
584,2,"What is the extent of intergenerational income persistence in rural India when using a more directly linked parent–child dataset, and what evidence does this improved methodology provide regarding the pace of progress toward cross-caste income equality?"
585,4,"How persistent are intergenerational outcomes in income and education in Chile and Peru across various birth cohorts, and what are the determinants and differences in upward mobility, particularly in relation to educational expansion and non-linear patterns of mobility among different groups?"
586,4,"The paper asks: 'What is the degree of intergenerational income mobility in Canada, including detailed patterns of intergenerational earnings returns and nonlinearities across the income distribution?'"
587,3,"To what extent do regional and neighborhood conditions—such as neighborhood income, local purchasing power, and access to high quality schools—affect intergenerational economic mobility and future earnings?"
588,2,"How does intergenerational mobility mediate the relationship between income inequality and economic growth—for instance, does lower intergenerational mobility amplify the negative impact of income inequality (via mechanisms such as reduced human capital accumulation) on future economic growth?"
589,4,"How does ancestral socioeconomic status, particularly through mechanisms like wealth inheritance and occupational persistence, affect intergenerational income and wealth mobility over an extended period (six centuries)?"
590,7,How does the incorporation of the variable elasticity of substitution (VES) production function into a standard Diamond overlapping generations model affect the dynamics of economic growth and intergenerational income and consumption inequality?
591,7,"How do distributional tensions, influenced by social affinity and the prospect of upward or downward mobility, drive income distribution dynamics, intergenerational community formation, and growth? Additionally, how can a political economy decision mechanism explain the non‐linear relationship between inequality and redistributive taxation, leading to multiple steady states influenced by historical economic discrimination and local versus social spillover effects?"
592,4,"What are the intergenerational income elasticities in urban China, and how do factors such as parental education, occupation, and Communist Party membership influence the transmission of economic status from parents to children?"
593,4,"The paper aims to answer: 'What is the extent of intergenerational income mobility in Japan, as measured by the intergenerational income elasticity for both sons and daughters? Are there cohort differences in this elasticity, and how robust are these estimates to different income specifications (personal vs. family income)?'"
594,3,"How do credit constraints affect human capital accumulation—specifically through schooling decisions, borrowing behavior, and default patterns—and what are the implications for government policy (e.g., student loan program design) to improve social mobility and income distribution?"
595,4,"How have the poorest sections (SC/ST) of society responded to rapid economic changes over the past 30 years in terms of intergenerational education, income, and occupational mobility, leading to convergence with non-SC/ST groups?"
596,4,"How persistent is socioeconomic status over six centuries, and to what extent do factors like earnings elasticity and real wealth inheritance contribute to intergenerational, and even multigenerational, mobility?"
597,1,"How do measurement errors stemming from the use of short-term income snapshots (and the resulting life-cycle bias) affect the estimation of intergenerational income mobility, and to what extent do current empirical strategies—specifically the generalized errors-in-variables model and IV estimates—fail to fully account for these biases?"
598,1,"How do the ex‑ante measures of inequality of economic opportunity (IEO) and the Human Opportunity Index (HOI) vary across countries, and how are these indices methodologically constructed and correlated with country-level outcomes such as output per capita, income inequality, and measures of intergenerational mobility (in income and schooling)?"
599,4,"The research question is: How do parental credit characteristics, measured when children are in their late teens, influence the intergenerational transmission of financial outcomes such as child credit scores, likelihood of bankruptcy or default, and homeownership? Additionally, how do factors like parental income, geographic variations in intergenerational income mobility, and state-level educational policy mediate these intergenerational linkages?"
600,4,"The paper asks: What are the differences in social mobility between rich and poor families, and specifically, how do borrowing constraints hinder poor parents from investing optimally in their children's human capital? It also questions why siblings' inequality appears to be independent of family wealth, challenging traditional models of within-family resource allocation."
601,3,"How do counterfactual policies—such as eliminating restrictions on neighborhood choice and equalizing neighborhood-specific production technologies—affect intergenerational human capital accumulation and income inequality, particularly in contexts shaped by residential sorting and racial segregation? Additionally, what policy incentives might be effective in attracting high-income households to impoverished neighborhoods?"
602,4,"What is the intergenerational income elasticity (IGE) in the Netherlands based on actual individual income data rather than proxies, and does the IGE differ by gender (with daughters’ IGEs higher than sons’)?"
603,3,"How do societal institutions influence the rate of events that have the potential to alter a household's life conditions (by manipulating incentives for mobility-generating events) and mitigate the consequences of these events through social insurance, thereby producing distinctive mobility regimes across countries?"
604,5,"How do racial and gender differences affect intergenerational income mobility, and what are the sources of the persistent black‐white income gap (e.g., differences in wages, employment, neighborhood contexts, and family structure) across generations?"
605,1,"Does selective non-response (unit and item non-response) bias the estimates of the relationship between parental income and children's academic outcomes (mathematics and language test scores), and in what direction?"
606,2,"Does intergenerational educational mobility have enduring life-course income effects beyond an individual's own education, and how do different intergenerational educational mobility groups (defined by the intersection of parental and respondent education) shape life-course income trajectories?"
