id,category,measure,measure_1,measure_2
787,3,Four-group mobility measure based on cross-classifying parental (degree/no degree) and offspring (degree/no degree) educational attainment,,
788,8,XGBoost-based feature importance measure computed via SHAP values,,
789,1,Regression coefficient estimating the effect of parental wealth on child labor income (marginal effect measure similar to an intergenerational elasticity),,
791,8,"The paper employs multiple measures: (a) a rank‐based mobility measure, (b) a linear estimator of income share mobility (a regression‐based measure), and (c) non‐parametric versions of both the rank and income share mobility measures.",,
792,1,Intergenerational Income Elasticity (IGE) estimated using two-sample two-stage least squares,,
794,3,The paper appears to use a transition matrix approach by comparing the estimated father's income class with the individual's income class to assess intergenerational mobility.,,
795,1,"Negative correlation between income inequality and intergenerational mobility (as illustrated by the Great Gatsby curve, often estimated via regression-based methods such as the Intergenerational Elasticity)",,
796,2,Grandparent-child and dynastic wealth rank correlations,,
799,1,Intergenerational Elasticity (IGE) estimated via proxy variables for parental socioeconomic status,,
801,4,Upward Mobility Rate,,
802,1,The paper employs a regression‐based approach—using father‐son correlation estimates that resemble an Intergenerational Elasticity measure—and a transition matrix approach (intergenerational transition matrices).,,
803,6,Decomposition of education's effect into the correlation between parental income and child education and the return to education,,
804,2,Intergenerational rank associations (rank correlations),,
805,1,"The paper discusses two types of measures: one estimated via linear regressions (commonly used to obtain intergenerational elasticity, a regression‐based measure, Category 1) and one using Markov chains (which form a transition matrix/probability measure, Category 3)",,
807,4,Difference between Waves 1 and 5 income quintiles (a quintile difference measure),,
809,2,"The study uses rank‐based measures – for example, rank mobility estimates in self‐rated health – alongside analyses of transition probabilities (e.g., the likelihoods of upward or downward mobility in income and education).",,
810,1,"The paper reports treatment‐effect estimates from an experimental design – for instance, the estimated increase in college attendance (e.g. a 35% higher probability) and the differential earnings gains, which together capture the causal impact on intergenerational mobility. These are regression‐based estimates (e.g. from models estimating treatment effects) rather than a rank‐based, transition matrix, or commonly defined IGE measure.",,
812,6,Decomposition of intergenerational earnings variation using a structural heterogeneous agent life‐cycle model that quantifies the contributions of initial conditions (51% variation) and the effects of fertility (40%) and parental transfers (62%) to intergenerational mobility,,
813,1,Intergenerational Elasticity (IGE) as estimated via regression models relating parental and children’s economic outcomes,,
814,3,"Employer transmission probabilities (e.g., transition probability of a child being employed at a firm where the father worked)",,
815,2,"The paper first uses a traditional transition probability of moving across income quantiles (which belongs to Category 3: Transition Matrix/Probability Measures) and then introduces a new upward mobility measure defined as the probability that an adult child’s relative rank exceeds that of the parent (a Rank‐based Measure, Category 2).",,
817,3,"Intergenerational mobility rates based on transition probabilities for education attainment, occupation choices, and wages",,
818,1,"The paper uses regression‐based measures, specifically estimating intergenerational associations (e.g., intergenerational elasticity) and quantile regression coefficients to assess income mobility.",,
823,1,Intergenerational Elasticity (IGE),,
824,1,Intergenerational Elasticity (IGE),,
825,1,Intergenerational Elasticity (IGE) estimated from educational attainment data,,
828,1,"The paper’s analysis centers on regression‐based measures, most notably the estimation of the intergenerational elasticity of income (a key component of the Great Gatsby Curve) using pretax income as the measure of cross‐sectional inequality.",,
829,1,Intergenerational Elasticity (IGE) for income and education (two‐ and three‐generation estimates),,
830,1,Intergenerational Elasticity (IGE),,
832,3,Intergenerational transition matrix analysis,,
833,1,Direct regression estimates of the effects of parental college attainment on offspring income and property income trajectories,,
834,3,Class effect measure (difference in the probability of becoming poor between those born in the lowest and highest income quintiles) and Racial effect measure (average racial differential in the probability of becoming poor),,
835,1,The study uses a regression‐based measure operationalized as the interaction term between parental and adult income within Cox proportional hazards models.,,
836,4,Absolute intergenerational income mobility,,
837,6,Dynamic life‐cycle structural model estimate of the impact of property tax funding on intergenerational mobility,,
839,3,Intergenerational mobility tables (transition matrices) constructed using a group‐based trajectory approach,,
840,2,Child's income distribution rank; intergenerational income rank relationship (rank‐rank correlation),,
841,4,"The paper computes mobility outcomes in both absolute and relative terms—in particular, it reports absolute mobility measures (e.g. differences expressed in per capita national income levels) alongside relative mobility comparisons across genders and siblings.",,
842,1,"The paper estimates intergenerational income mobility using regression‐based measures (likely a form of intergenerational elasticity, even if not explicitly labeled as IGE)",,
843,1,Regression‐based estimates of the timing effects of parental income on child human capital (i.e. coefficients comparing balanced versus imbalanced income profiles),,
844,8,Stock market judgment‐based performance measure,,
845,1,Probit regression estimates of the probability of upward and downward intergenerational income mobility,,
848,6,"Lifetime resources (including parents' expected lifetime resources) estimated via a structural model incorporating life‐cycle dynamics, uncertainty, and credit constraints",,
849,6,"Expected Lifetime Resources measure (a structurally estimated measure of lifetime income and wealth incorporating life‐cycle trajectories, uncertainty, and credit constraints)",,
850,1,Intergenerational Elasticity (IGE),,
851,1,"A two‐sample two‐stage least squares estimate of intergenerational income persistence (i.e. a regression‐based measure, akin to an intergenerational elasticity), complemented by quantile‐based transition probabilities (e.g. the share moving from the bottom 20% to the top 20%).",,
852,1,Intergenerational Income Elasticity (IGE) and Intergenerational Income Rank-Rank Slope (the former is a regression‐based measure while the latter is typically classified as rank‐based),,
853,1,"The study examines education upward mobility and income upward mobility using a regression‐based framework (i.e. estimating the effect coefficients, such as those akin to intergenerational elasticity) with moderation (e.g., intergenerational psychological distance) embedded in the model.",,
854,6,Causal Mediation Analysis decomposing the total effect into direct and indirect effects (via GPA).,,
856,6,Intergenerational Elasticity (IGE) of income,,
857,1,Intergenerational Elasticity (IGE) and Rank‐rank slope,,
858,8,"No specific intergenerational mobility measure (e.g., IGE, transition matrices, etc.) is identified; the study relies on descriptive analysis and mapping of government, census, and survey data.",,
859,1,Intergenerational Income Elasticity (IGE),,
860,1,"Subjective intergenerational mobility estimated via regression‐based methods (including cross‐sectional, random‐effects, and fixed‐effects models)",,
861,5,The study used a multigenerational mobility measure by comparing reported educational attainment across three generations (and income differences between youths and parents) to gauge upward mobility.,,
862,1,Intergenerational Income Elasticity (IGE) — estimated via regression models adjusted for sample underrepresentation,,
863,1,"Intergenerational Elasticity (IGE), as indicated by the estimation of income persistence through regression analysis",,
864,3,Transition probabilities estimated using a Markov Switching model,,
866,4,Absolute income mobility measured as the ratio of children earning more than their parents (with a decomposition strategy to account for cohort variation in parent-generation income inequality),,
867,2,The study primarily reports a rank‐based estimate – a rank–rank gradient where a 10 percentile increase in parental income rank is associated with a 5.5 percentile increase in child income rank – and also provides a transition probability measure (a 46% chance for children born in the lowest quintile to remain at the bottom).,,
870,1,"Intergenerational correlations in income dynamics (e.g., correlations in income growth rates, volatility, and downside risk, akin to measures like the intergenerational elasticity but focusing on dynamic income features)",,
871,2,"Rank‐based mobility measures – specifically, a rank‐rank slope (percentile rank gradient) and rank‐based persistence probabilities (e.g., probability of remaining in the bottom quintile)",,
872,1,"Instrumental variable regression estimates of upward mobility (and related outcomes such as academic achievement, incarceration, and teenage birth rates)",,
873,2,The paper primarily reports a rank‐based mobility measure – i.e. a rank‐rank slope where a 10‐percentile increase in parental income rank is associated with a 5.5‐percentile increase in child income rank – and it supplements this with a mobility indicator expressed as a transition probability (46% chance for children of bottom‐quintile parents to remain at the bottom).,,
874,6,Oaxaca-Blinder RIF regression model using Foster–Greer–Thorbecke (FGT) indices,,
875,4,Neighborhood intergenerational mobility index (an absolute mobility measure),,
876,3,Multivariate transition matrix based on posterior probabilities estimated via an expectation‐maximization algorithm,,
877,8,"Harmonized indicators for household wealth and its components, including analysis through inheritance, family business ties, and parental education",,
879,1,Intergenerational Elasticity (IGE),,
880,2,Rank correlation,,
881,1,Intergenerational Elasticity (IGE) curve,,
882,1,Intergenerational Elasticity (IGE) curve,,
883,6,Decomposition of intergenerational mobility into a causal (fixed‐effects based neighborhood exposure effect; each additional year in a one SD better county boosting income by 0.5%) and sorting component,,
884,1,Intergenerational Income Elasticity (IGE),,
885,1,Intergenerational Elasticity (IGE) estimates (using both lifetime and snapshot parental resource measures),,
886,1,Intergenerational Elasticity (IGE),,
887,1,Intergenerational Elasticity (IGE) estimates,,
888,3,Intergenerational persistence of home ownership measured via transition probabilities,,
889,1,Intergenerational Income Elasticity (IGE),,
890,1,Intergenerational Elasticity (IGE),,
891,2,Rank-rank analysis,,
893,6,"Income persistence as measured by intergenerational elasticity (IGE) and its decomposition into contributions from parental human capital, employment, residual income, and assortative mating.",,
894,1,"Intergenerational Elasticity (IGE) – measured as income persistence across generations, with additional decomposition into parental human capital, employment, and residual income components",,
895,1,Regression coefficients from a hybrid model capturing between‐subject and within‐subject effects (including moderation via interaction terms),,
896,5,Fifth cousin correlations and dynastic correlations based on aggregated social class/status,,
898,1,"The study uses multiple approaches: Regression‐based estimates (Probit and 2SLS models), a Transition Matrix (probability measure of mobility), and a Decomposition approach (Bowles‐Gintis decomposition method)",,
899,1,The paper estimates intergenerational persistence via regression‐based measures – typically the intergenerational elasticity (IGE) of permanent income and education – and extends the analysis to multi‐generation (incorporating grandparents through a latent factor model),,
900,1,Classroom fixed‐effects regression estimates quantifying the association between having a privileged friend and adult income (with interactions for parental income),,
901,1,"The paper reports two mobility measures: an Intergenerational Elasticity (IGE), which is a regression‐based measure (category 1), and a Rank Coefficient, which is a rank‐based measure (category 2).",,
902,8,Maximally Maintained Inequality (MMI) and Effectively Maintained Inequality (EMI),,
903,6,Decomposition of intergenerational income persistence into contributions from occupational choices,,
904,1,Intergenerational Elasticity (IGE),,
905,4,Upward mobility measure (a district‐level absolute mobility indicator capturing the fraction of children earning more than their parents),,
907,1,Intergenerational Elasticity (IGE) estimated using a regression-based approach across multiple definitions,,
908,8,"Subjective intergenerational mobility measure that classifies individuals as upwardly mobile, downwardly mobile, or immobile based on self‐assessed comparisons with their parents",,
909,2,"intergenerational income rank mobility (i.e., a rank‐rank slope measure)",,
910,1,"Multiple linear regression estimates, likely measuring the intergenerational income elasticity (IGE)",,
911,1,Intergenerational Income Elasticity (IGE),,
912,1,"Regression‐based estimates (e.g., intergenerational elasticity based on one‐dimensional measures, with a proposal for a composite holistic measure)",,
913,8,Experimental treatment effects measuring the change in perceptions of intergenerational mobility,,
914,1,Regression‐based Measures: Intergenerational Earnings Elasticity (IGE) and Household Income Elasticity; Rank‐based Measures: Rank‐rank slopes; Transition Matrix / Probability Measures: Transition matrices,,
915,8,"Vertical Social Mobility (assessed via comparing education, employment, and income levels across generations)",,
916,2,Rank‐based measures; Absolute mobility measures,,
917,2,"Rank‐based measure of intergenerational persistence – specifically, estimates based on the rank positions of parental and offspring incomes (including percentile transitions such as the 9.7% upward mobility from the bottom 20% to the top 20%)",,
918,2,Intergenerational Rank Correlation (housing wealth),,
919,2,Adult income rank (4-percentile reduction),,
920,1,"A regression‐based measure, likely an Intergenerational Elasticity (IGE)-like estimate capturing the sensitivity of educational attainment (and hence future economic outcomes) to parental income.",,
921,2,Expected rank mobility measure (percentile‐based measure) and its adjustment for absolute upward mobility,,
922,2,rank‐rank slope (correlation between income ranks at age 15–19 and age 29–30),,
923,1,"Logistic regression estimates of predictors (e.g., education, employment status, income, parental indicators) for home ownership",,
924,1,"Regression‐based estimates (e.g., coefficients quantifying the effect of physical attractiveness on intergenerational educational, occupational, and income mobility outcomes)",,
925,1,"Intergenerational income mobility trajectories (estimated via regression‐based approaches, for example by calculating an intergenerational income elasticity)",,
926,2,rank‐rank correlation,,
930,3,"Transition probability measures (e.g., the likelihood of exiting the bottom quintile and transitioning into the middle class)",,
931,1,"The paper uses a relative mobility measure – the correlation coefficient between the duration of education of children and their parents (rising from 0.32 to 0.48), which is akin to regression‐based measures (e.g. IGE). It also reports an absolute mobility measure – the share of children attaining longer or higher education than their parents.",,
933,1,Intergenerational Elasticity (IGE),,
934,1,Intergenerational Elasticity (IGE),,
935,1,Intergenerational Income Elasticity (IGE),,
936,3,Income mobility measure based on a parent‐child income quintile transition matrix,,
937,1,"Upward intergenerational income mobility (estimated via regression‐based approaches, for example using intergenerational outcome regressions)",,
938,5,Multigenerational mobility measure—estimating persistence (wealth transmission) via a latent factor model contrasted with traditional two‐generation estimates,,
939,1,"Empirical elasticity estimates (i.e., the percentage change in children’s earnings in response to a 10% increase in parents’ unused revolving credit, analogous to an Intergenerational Elasticity measure)",,
940,1,Intergenerational Income Elasticity (IGE),,
941,1,"The paper employs regression‐based estimates of intergenerational influence (e.g., estimates similar to an Intergenerational Elasticity, based on lifetime versus snapshot parental income measures)",,
942,8,"The paper reports intergenerational mobility rates and introduces a 'sufficient statistic approach' for evaluating policy impacts on earnings and mobility, which does not neatly fall into the listed categories.",,
943,1,Regression‐based measure capturing the slope (gradient) of the relationship between parental income rank and the A‐Level degree attainment share (a rank‐rank gradient),,
944,3,Transition Matrix Methodology,,
945,6,"The paper reports an intergenerational elasticity‐type estimate – quantifying how a 10% increase in parental unused revolving credit is associated with a ~0.28–0.37% increase in children’s earnings – and then uses a dynastic, defaultable debt structural model to decompose the channels. This approach falls under a structural decomposition / structural approach.",,
946,8,social mobility integral index and different indicators,,
948,1,Intergenerational Earnings Elasticity (IGE),,
949,1,The study appears to use regression‐based measures—likely an estimation of intergenerational elasticity (IGE) or a regression coefficient quantifying the relationship between parental and offspring socioeconomic status.,,
951,2,Intergenerational Wealth Rank Correlations,,
952,1,Predicted owner‐occupation probabilities estimated through logistic regression models,,
954,1,Regression‐based estimates of upward and downward income mobility (i.e. odds of experiencing upward vs. downward mobility),,
956,1,Intergenerational Income Elasticity (IGE) and Rank mobility measures,,
957,1,Intergenerational Elasticity (IGE),,
960,4,Absolute Income Mobility,,
961,1,"Intergenerational income mobility estimated via regression‐based measures (typically captured by the intergenerational elasticity, IGE)",,
962,2,The paper uses both relative mobility measures (assessed via rank‐based methods) and absolute mobility measures (assessed via changes in absolute dollars).,,
965,1,Regression coefficient estimates (from multilevel regression models capturing the impact of adolescent financial disadvantage on adult income poverty risks),,
966,1,Estimated regression coefficient capturing the effect of temporary urban relocation on occupational income,,
968,1,County-level intergenerational mobility measure (Chetty‐Hendren rank‐rank slope),,
969,2,Intergenerational Wealth Rank Correlation,,
970,1,Intergenerational Elasticity (IGE),,
971,2,income rank,,
972,1,"The paper examines continuous, regression‐based estimates of intergenerational mobility – specifically the mobility in income and education – by predicting mobility outcomes using techniques such as Rigorous LASSO, Random Forest, and Gradient Boosting (analogous to measures like the intergenerational elasticity even if not labeled explicitly as IGE)",,
973,1,Intergenerational Income Mobility as estimated by the regression coefficient in a multilevel regression model,,
974,3,Probability measure – the likelihood that a child reaches the top income quintile,,
975,1,Regression coefficients from a multilevel model estimating the effect of a 1 SD increase in sprawl on upward economic mobility (0.07 SD at the tract level and 0.08 SD at the city level),,
978,1,Intergenerational Income Elasticity (IGE),,
979,8,Reachability Mobility (a novel measure using a copula-based approach combined with a standard mobility direction indicator),,
980,8,"The paper uses a variety of measures spanning several categories. For income mobility, it employs regression‐based measures—namely, the intergenerational income elasticity (estimated via two‐sample two‐stage least squares), income correlation, and intergenerational education correlation (all fitting category 1); a rank‐based measure (the rank–rank slope, category 2); and transition matrix/probability measures (the bottom‐to‐top income level probability and the low‐to‐high education level probability, category 3). In addition, it reports absolute mobility measures—in particular, the share of individuals earning more than (or having a higher education than) their fathers (category 4).",,
981,1,Intergenerational Elasticity (IGE),,
982,1,"The study appears to use regression‐based measures (estimating marginal effects on intergenerational income mobility, akin to an intergenerational income elasticity approach)",,
983,8,Gini coefficient for land ownership and an analysis of relative stability in family positions (unspecified mobility measure),,
984,6,"Intergenerational income persistence decomposed into employment, education, and capital income channels",,
986,1,Intergenerational Elasticity (IGE),,
987,2,Income rank‐rank relationship (occupational persistence contribution),,
988,8,"New socioeconomic status scores derived via machine learning (leveraging occupation, industry, race, geography, housing tenure, and nativity) to predict life span using CenSoc data",,
989,3,Sibling Transition Matrix / Sibling Mobility Probability Measure,,
990,2,Rank‐rank regression coefficient; Conditional rank‐rank regression coefficient and the difference between conditional and unconditional coefficients (as a between‐group persistence measure),,
991,4,"The paper reports evidence using an Absolute Mobility Measure (tracking changes in absolute mobility levels over time) alongside estimates of Relative Mobility – typically obtained via regression‐based approaches (for example, the intergenerational elasticity of income), though the abstract does not specify the exact relative measure.",,
992,2,"Place‐based estimates of intergenerational economic mobility outcomes (essentially a rank‐based measure, as provided by Opportunity Insights)",,
993,8,"The abstract does not specify a particular quantitative measure (such as Intergenerational Elasticity, rank-based measures, etc.) but rather discusses social mobility in descriptive terms without detailing an explicit model-based estimate.",,
995,2,Rank‐rank regression for relative mobility,,
996,1,"Intergenerational persistence estimated via regression models (including fixed effects and Lewbel's internal heteroscedasticity-based identification), applied to subjective wellbeing as well as income",,
997,1,Intergenerational Mobility (potentially estimated through Intergenerational Elasticity),,
998,1,Causal regression coefficient estimates measuring the impact on lifetime earnings and wealth,,
999,8,"A custom‐developed scale that gauges the degree of matching among individual occupation, education, and income to capture patterns of intergenerational (meritocratic) mobility",,
1001,1,"Intergenerational Earnings Elasticity (IEE) via regression, with additional decomposition of the elasticity by educational attainment",,
1002,1,"The papers estimating intergenerational effects—whether on schooling or income—rely on regression‐based measures (typically, an intergenerational elasticity or association estimated via methods such as OLS regression and various identification strategies, e.g. twins, adoptees, instrumental variables)",,
1003,1,"Intergenerational mobility regression measures (e.g., Intergenerational Elasticity derived through iterative application)",,
1004,7,nonparametric (local) intergenerational mobility measures (persistence coefficients estimated via a varying coefficient model),,
1005,1,Regression‐based estimates capturing the divorce penalty on educational and occupational outcomes by parental background (interaction coefficients from a regression framework),,
