from_label,from_name,reltype,to_label,to_name,period,weight_sum,names,color_group,count_rank_percentile,to_short_name,from_short_name,short_name,to_strength,from_strength,edge_strength
Measure,Decomposition / Structural Approaches,CO_RQTYPE_MEASURE,RqType,Theoretical and Structural Models,2011-2015,8,Decomposition / Structural Approaches - Theoretical and Structural Models,Other,0.7621359223300971,R7,M6,M6-R7,20.0,36.0,40.0
DataType,Administrative/Registry Data,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2011-2015,6,Administrative/Registry Data - Empirical Estimates and Determinants,Other,0.6747572815533981,R2,D2,D2-R2,94.0,24.0,106.0
Measure,Transition Matrix / Probability Measures,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2011-2015,8,Transition Matrix / Probability Measures - Intergenerational Wealth Mobility and Inheritance,Other,0.7621359223300971,R4,M3,M3-R4,112.0,20.0,116.0
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,Empirical Estimates and Determinants,2011-2015,8,Others_Measure - Empirical Estimates and Determinants,Other,0.7621359223300971,R2,M9,M9-R2,94.0,16.0,94.0
DataType,Linked Administrative Data,CO_DATATYPE_RQTYPE,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",2016-2020,2,"Linked Administrative Data - Demographic Differences in Mobility (Race, Gender, etc.)",Other,0.175,R5,D6,D6-R5,10.0,42.0,48.0
DataType,International Panel Data,CO_DATATYPE_RQTYPE,RqType,Measurement and Methodological Advances,2016-2020,2,International Panel Data - Measurement and Methodological Advances,Other,0.175,R1,D7,D7-R1,42.0,8.0,46.0
RqType,"Policy, Institutional, and Geographic Impacts",CO_DATATYPE_RQTYPE,DataType,Opportunity Atlas,2016-2020,2,"Policy, Institutional, and Geographic Impacts - Opportunity Atlas",Other,0.175,D4,R3,R3-D4,2.0,38.0,36.0
Measure,Transition Matrix / Probability Measures,CO_RQTYPE_MEASURE,RqType,Empirical Estimates and Determinants,2016-2020,4,Transition Matrix / Probability Measures - Empirical Estimates and Determinants,Other,0.43333333333333335,R2,M3,M3-R2,112.0,18.0,122.0
DataType,Archival/Historical Data,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2016-2020,2,Archival/Historical Data - Empirical Estimates and Determinants,Other,0.175,R2,D11,D11-R2,112.0,20.0,128.0
DataType,Linked Administrative Data,CO_DATATYPE_RQTYPE,RqType,Measurement and Methodological Advances,2016-2020,2,Linked Administrative Data - Measurement and Methodological Advances,Other,0.175,R1,D6,D6-R1,42.0,42.0,80.0
DataType,No dataset,CO_DATATYPE_RQTYPE,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2016-2020,2,"No dataset - Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Other,0.175,R6,D13,D13-R6,10.0,70.0,76.0
DataType,National Survey Data,CO_DATATYPE_RQTYPE,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2016-2020,2,"National Survey Data - Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Other,0.175,R6,D3,D3-R6,10.0,48.0,54.0
DataType,Natural/Experimental Data,CO_DATATYPE_RQTYPE,RqType,Perceptions of Mobility and Attitudes,2016-2020,2,Natural/Experimental Data - Perceptions of Mobility and Attitudes,Other,0.175,R8,D5,D5-R8,8.0,6.0,10.0
DataType,Panel/Longitudinal Surveys,CO_DATATYPE_RQTYPE,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",2016-2020,2,"Panel/Longitudinal Surveys - Demographic Differences in Mobility (Race, Gender, etc.)",Other,0.175,R5,D1,D1-R5,10.0,96.0,102.0
Measure,Regression-based Measures,CO_RQTYPE_MEASURE,RqType,Theoretical and Structural Models,2016-2020,4,Regression-based Measures - Theoretical and Structural Models,Other,0.43333333333333335,R7,M1,M1-R7,16.0,206.0,214.0
DataType,Linked Administrative Data,CO_DATATYPE_RQTYPE,RqType,Theoretical and Structural Models,2016-2020,2,Linked Administrative Data - Theoretical and Structural Models,Other,0.175,R7,D6,D6-R7,16.0,42.0,54.0
Measure,Regression-based Measures,CO_RQTYPE_MEASURE,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2016-2020,4,"Regression-based Measures - Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Other,0.43333333333333335,R6,M1,M1-R6,10.0,206.0,208.0
Measure,Decomposition / Structural Approaches,CO_MEASURE_DATATYPE,DataType,National Survey Data,2016-2020,4,Decomposition / Structural Approaches - National Survey Data,Other,0.43333333333333335,D3,M6,M6-D3,48.0,48.0,88.0
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,Perceptions of Mobility and Attitudes,2016-2020,4,Others_Measure - Perceptions of Mobility and Attitudes,Other,0.43333333333333335,R8,M9,M9-R8,8.0,30.0,30.0
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,Measurement and Methodological Advances,2016-2020,4,Others_Measure - Measurement and Methodological Advances,Other,0.43333333333333335,R1,M9,M9-R1,42.0,30.0,64.0
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,4,Others_Measure - Intergenerational Wealth Mobility and Inheritance,Other,0.43333333333333335,R4,M9,M9-R4,130.0,30.0,152.0
Measure,Multigenerational Measures,CO_RQTYPE_MEASURE,RqType,"Policy, Institutional, and Geographic Impacts",2016-2020,4,"Multigenerational Measures - Policy, Institutional, and Geographic Impacts",Other,0.43333333333333335,R3,M5,M5-R3,38.0,6.0,36.0
Measure,Absolute Mobility Measures,CO_RQTYPE_MEASURE,RqType,"Policy, Institutional, and Geographic Impacts",2016-2020,4,"Absolute Mobility Measures - Policy, Institutional, and Geographic Impacts",Other,0.43333333333333335,R3,M4,M4-R3,38.0,28.0,58.0
Measure,Absolute Mobility Measures,CO_RQTYPE_MEASURE,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2016-2020,4,"Absolute Mobility Measures - Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Other,0.43333333333333335,R6,M4,M4-R6,10.0,28.0,30.0
Measure,Transition Matrix / Probability Measures,CO_MEASURE_DATATYPE,DataType,Panel/Longitudinal Surveys,2016-2020,4,Transition Matrix / Probability Measures - Panel/Longitudinal Surveys,Other,0.43333333333333335,D1,M3,M3-D1,96.0,18.0,106.0
Measure,Regression-based Measures,CO_MEASURE_DATATYPE,DataType,Others_DataType,2016-2020,4,Regression-based Measures - Others_DataType,Other,0.43333333333333335,D14,M1,M1-D14,12.0,206.0,210.0
Measure,Others_Measure,CO_MEASURE_DATATYPE,DataType,National Survey Data,2016-2020,4,Others_Measure - National Survey Data,Other,0.43333333333333335,D3,M9,M9-D3,48.0,30.0,70.0
Measure,Non-parametric Approaches,CO_MEASURE_DATATYPE,DataType,No dataset,2016-2020,4,Non-parametric Approaches - No dataset,Other,0.43333333333333335,D13,M7,M7-D13,70.0,8.0,70.0
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,National Survey Data,2016-2020,4,Absolute Mobility Measures - National Survey Data,Other,0.43333333333333335,D3,M4,M4-D3,48.0,28.0,68.0
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,Administrative/Registry Data,2016-2020,2,Absolute Mobility Measures - Administrative/Registry Data,Other,0.175,D2,M4,M4-D2,58.0,28.0,82.0
RqType,"Policy, Institutional, and Geographic Impacts",CO_DATATYPE_RQTYPE,DataType,Natural/Experimental Data,2016-2020,4,"Policy, Institutional, and Geographic Impacts - Natural/Experimental Data",Other,0.43333333333333335,D5,R3,R3-D5,6.0,38.0,36.0
Measure,Rank-based Measures,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,4,Rank-based Measures - Intergenerational Wealth Mobility and Inheritance,Other,0.43333333333333335,R4,M2,M2-R4,130.0,22.0,144.0
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,Linked Administrative Data,2016-2020,2,Absolute Mobility Measures - Linked Administrative Data,Other,0.175,D6,M4,M4-D6,42.0,28.0,66.0
Measure,Rank-based Measures,CO_RQTYPE_MEASURE,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",2016-2020,2,"Rank-based Measures - Demographic Differences in Mobility (Race, Gender, etc.)",Other,0.175,R5,M2,M2-R5,10.0,22.0,28.0
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,Others_DataType,2016-2020,2,Absolute Mobility Measures - Others_DataType,Other,0.175,D14,M4,M4-D14,12.0,28.0,36.0
DataType,Others_DataType,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2016-2020,4,Others_DataType - Empirical Estimates and Determinants,Other,0.43333333333333335,R2,D14,D14-R2,112.0,12.0,116.0
Measure,Transition Matrix / Probability Measures,CO_RQTYPE_MEASURE,RqType,Theoretical and Structural Models,2016-2020,2,Transition Matrix / Probability Measures - Theoretical and Structural Models,Other,0.175,R7,M3,M3-R7,16.0,18.0,30.0
Measure,Transition Matrix / Probability Measures,CO_RQTYPE_MEASURE,RqType,Measurement and Methodological Advances,2016-2020,2,Transition Matrix / Probability Measures - Measurement and Methodological Advances,Other,0.175,R1,M3,M3-R1,42.0,18.0,56.0
Measure,Transition Matrix / Probability Measures,CO_RQTYPE_MEASURE,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",2016-2020,2,"Transition Matrix / Probability Measures - Demographic Differences in Mobility (Race, Gender, etc.)",Other,0.175,R5,M3,M3-R5,10.0,18.0,24.0
Measure,Rank-based Measures,CO_RQTYPE_MEASURE,RqType,Perceptions of Mobility and Attitudes,2016-2020,2,Rank-based Measures - Perceptions of Mobility and Attitudes,Other,0.175,R8,M2,M2-R8,8.0,22.0,26.0
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,Theoretical and Structural Models,2016-2020,2,Others_Measure - Theoretical and Structural Models,Other,0.175,R7,M9,M9-R7,16.0,30.0,42.0
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,"Policy, Institutional, and Geographic Impacts",2016-2020,2,"Others_Measure - Policy, Institutional, and Geographic Impacts",Other,0.175,R3,M9,M9-R3,38.0,30.0,64.0
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2016-2020,2,"Others_Measure - Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Other,0.175,R6,M9,M9-R6,10.0,30.0,36.0
Measure,Non-parametric Approaches,CO_RQTYPE_MEASURE,RqType,Measurement and Methodological Advances,2016-2020,2,Non-parametric Approaches - Measurement and Methodological Advances,Other,0.175,R1,M7,M7-R1,42.0,8.0,46.0
Measure,Multigenerational Measures,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,2,Multigenerational Measures - Intergenerational Wealth Mobility and Inheritance,Other,0.175,R4,M5,M5-R4,130.0,6.0,132.0
Measure,Absolute Mobility Measures,CO_RQTYPE_MEASURE,RqType,Perceptions of Mobility and Attitudes,2016-2020,2,Absolute Mobility Measures - Perceptions of Mobility and Attitudes,Other,0.175,R8,M4,M4-R8,8.0,28.0,32.0
Measure,Absolute Mobility Measures,CO_RQTYPE_MEASURE,RqType,Measurement and Methodological Advances,2016-2020,2,Absolute Mobility Measures - Measurement and Methodological Advances,Other,0.175,R1,M4,M4-R1,42.0,28.0,66.0
Measure,Transition Matrix / Probability Measures,CO_MEASURE_DATATYPE,DataType,University/Institution Data,2016-2020,2,Transition Matrix / Probability Measures - University/Institution Data,Other,0.175,D9,M3,M3-D9,4.0,18.0,18.0
Measure,Transition Matrix / Probability Measures,CO_MEASURE_DATATYPE,DataType,National Survey Data,2016-2020,2,Transition Matrix / Probability Measures - National Survey Data,Other,0.175,D3,M3,M3-D3,48.0,18.0,62.0
Measure,Transition Matrix / Probability Measures,CO_MEASURE_DATATYPE,DataType,Linked Administrative Data,2016-2020,2,Transition Matrix / Probability Measures - Linked Administrative Data,Other,0.175,D6,M3,M3-D6,42.0,18.0,56.0
Measure,Regression-based Measures,CO_MEASURE_DATATYPE,DataType,Natural/Experimental Data,2016-2020,2,Regression-based Measures - Natural/Experimental Data,Other,0.175,D5,M1,M1-D5,6.0,206.0,208.0
Measure,Rank-based Measures,CO_MEASURE_DATATYPE,DataType,Panel/Longitudinal Surveys,2016-2020,2,Rank-based Measures - Panel/Longitudinal Surveys,Other,0.175,D1,M2,M2-D1,96.0,22.0,114.0
Measure,Rank-based Measures,CO_MEASURE_DATATYPE,DataType,National Survey Data,2016-2020,2,Rank-based Measures - National Survey Data,Other,0.175,D3,M2,M2-D3,48.0,22.0,66.0
Measure,Rank-based Measures,CO_MEASURE_DATATYPE,DataType,International Panel Data,2016-2020,2,Rank-based Measures - International Panel Data,Other,0.175,D7,M2,M2-D7,8.0,22.0,26.0
Measure,Others_Measure,CO_MEASURE_DATATYPE,DataType,University/Institution Data,2016-2020,2,Others_Measure - University/Institution Data,Other,0.175,D9,M9,M9-D9,4.0,30.0,30.0
Measure,Others_Measure,CO_MEASURE_DATATYPE,DataType,Panel/Longitudinal Surveys,2016-2020,2,Others_Measure - Panel/Longitudinal Surveys,Other,0.175,D1,M9,M9-D1,96.0,30.0,122.0
Measure,Others_Measure,CO_MEASURE_DATATYPE,DataType,Others_DataType,2016-2020,2,Others_Measure - Others_DataType,Other,0.175,D14,M9,M9-D14,12.0,30.0,38.0
Measure,Others_Measure,CO_MEASURE_DATATYPE,DataType,Natural/Experimental Data,2016-2020,2,Others_Measure - Natural/Experimental Data,Other,0.175,D5,M9,M9-D5,6.0,30.0,32.0
Measure,Non-parametric Approaches,CO_MEASURE_DATATYPE,DataType,Panel/Longitudinal Surveys,2016-2020,2,Non-parametric Approaches - Panel/Longitudinal Surveys,Other,0.175,D1,M7,M7-D1,96.0,8.0,100.0
Measure,Non-parametric Approaches,CO_MEASURE_DATATYPE,DataType,Others_DataType,2016-2020,2,Non-parametric Approaches - Others_DataType,Other,0.175,D14,M7,M7-D14,12.0,8.0,16.0
Measure,Decomposition / Structural Approaches,CO_MEASURE_DATATYPE,DataType,Others_DataType,2016-2020,2,Decomposition / Structural Approaches - Others_DataType,Other,0.175,D14,M6,M6-D14,12.0,48.0,56.0
Measure,Decomposition / Structural Approaches,CO_MEASURE_DATATYPE,DataType,Natural/Experimental Data,2016-2020,2,Decomposition / Structural Approaches - Natural/Experimental Data,Other,0.175,D5,M6,M6-D5,6.0,48.0,50.0
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,Opportunity Atlas,2016-2020,2,Absolute Mobility Measures - Opportunity Atlas,Other,0.175,D4,M4,M4-D4,2.0,28.0,26.0
DataType,No dataset,CO_DATATYPE_RQTYPE,RqType,"Policy, Institutional, and Geographic Impacts",2016-2020,4,"No dataset - Policy, Institutional, and Geographic Impacts",Other,0.43333333333333335,R3,D13,D13-R3,38.0,70.0,100.0
Measure,Regression-based Measures,CO_RQTYPE_MEASURE,RqType,Empirical Estimates and Determinants,2016-2020,68,Regression-based Measures - Empirical Estimates and Determinants,M1-R2,0.9916666666666667,R2,M1,M1-R2,112.0,206.0,182.0
DataType,Archival/Historical Data,CO_DATATYPE_RQTYPE,RqType,"Policy, Institutional, and Geographic Impacts",2016-2020,4,"Archival/Historical Data - Policy, Institutional, and Geographic Impacts",Other,0.43333333333333335,R3,D11,D11-R3,38.0,20.0,50.0
DataType,Administrative/Registry Data,CO_DATATYPE_RQTYPE,RqType,"Policy, Institutional, and Geographic Impacts",2016-2020,10,"Administrative/Registry Data - Policy, Institutional, and Geographic Impacts",Other,0.7583333333333333,R3,D2,D2-R3,38.0,58.0,76.0
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,Empirical Estimates and Determinants,2016-2020,12,Others_Measure - Empirical Estimates and Determinants,Other,0.7958333333333333,R2,M9,M9-R2,112.0,30.0,118.0
DataType,Panel/Longitudinal Surveys,CO_DATATYPE_RQTYPE,RqType,Measurement and Methodological Advances,2016-2020,12,Panel/Longitudinal Surveys - Measurement and Methodological Advances,Other,0.7958333333333333,R1,D1,D1-R1,42.0,96.0,114.0
Measure,Regression-based Measures,CO_MEASURE_DATATYPE,DataType,Archival/Historical Data,2016-2020,14,Regression-based Measures - Archival/Historical Data,Other,0.8208333333333333,D11,M1,M1-D11,20.0,206.0,198.0
DataType,No dataset,CO_DATATYPE_RQTYPE,RqType,Theoretical and Structural Models,2016-2020,14,No dataset - Theoretical and Structural Models,Other,0.8208333333333333,R7,D13,D13-R7,16.0,70.0,58.0
DataType,No dataset,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2016-2020,14,No dataset - Empirical Estimates and Determinants,Other,0.8208333333333333,R2,D13,D13-R2,112.0,70.0,154.0
DataType,Archival/Historical Data,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,14,Archival/Historical Data - Intergenerational Wealth Mobility and Inheritance,Other,0.8208333333333333,R4,D11,D11-R4,130.0,20.0,122.0
Measure,Decomposition / Structural Approaches,CO_MEASURE_DATATYPE,DataType,No dataset,2016-2020,16,Decomposition / Structural Approaches - No dataset,Other,0.8458333333333333,D13,M6,M6-D13,70.0,48.0,86.0
DataType,No dataset,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,16,No dataset - Intergenerational Wealth Mobility and Inheritance,Other,0.8458333333333333,R4,D13,D13-R4,130.0,70.0,168.0
DataType,National Survey Data,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,18,National Survey Data - Intergenerational Wealth Mobility and Inheritance,Other,0.8708333333333333,R4,D3,D3-R4,130.0,48.0,142.0
DataType,Linked Administrative Data,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,18,Linked Administrative Data - Intergenerational Wealth Mobility and Inheritance,Other,0.8708333333333333,R4,D6,D6-R4,130.0,42.0,136.0
DataType,Administrative/Registry Data,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2016-2020,18,Administrative/Registry Data - Empirical Estimates and Determinants,Other,0.8708333333333333,R2,D2,D2-R2,112.0,58.0,134.0
DataType,Linked Administrative Data,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2016-2020,10,Linked Administrative Data - Empirical Estimates and Determinants,Other,0.7583333333333333,R2,D6,D6-R2,112.0,42.0,134.0
DataType,No dataset,CO_DATATYPE_RQTYPE,RqType,Measurement and Methodological Advances,2016-2020,20,No dataset - Measurement and Methodological Advances,Other,0.8916666666666667,R1,D13,D13-R1,42.0,70.0,72.0
Measure,Regression-based Measures,CO_MEASURE_DATATYPE,DataType,Linked Administrative Data,2016-2020,22,Regression-based Measures - Linked Administrative Data,Other,0.9083333333333333,D6,M1,M1-D6,42.0,206.0,204.0
DataType,National Survey Data,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2016-2020,22,National Survey Data - Empirical Estimates and Determinants,Other,0.9083333333333333,R2,D3,D3-R2,112.0,48.0,116.0
Measure,Decomposition / Structural Approaches,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,24,Decomposition / Structural Approaches - Intergenerational Wealth Mobility and Inheritance,Other,0.925,R4,M6,M6-R4,130.0,48.0,130.0
Measure,Regression-based Measures,CO_RQTYPE_MEASURE,RqType,Measurement and Methodological Advances,2016-2020,26,Regression-based Measures - Measurement and Methodological Advances,Other,0.9375,R1,M1,M1-R1,42.0,206.0,196.0
Measure,Regression-based Measures,CO_MEASURE_DATATYPE,DataType,No dataset,2016-2020,26,Regression-based Measures - No dataset,Other,0.9375,D13,M1,M1-D13,70.0,206.0,224.0
Measure,Regression-based Measures,CO_MEASURE_DATATYPE,DataType,National Survey Data,2016-2020,32,Regression-based Measures - National Survey Data,Other,0.9541666666666667,D3,M1,M1-D3,48.0,206.0,190.0
DataType,Panel/Longitudinal Surveys,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2016-2020,32,Panel/Longitudinal Surveys - Empirical Estimates and Determinants,D1-R2,0.9541666666666667,R2,D1,D1-R2,112.0,96.0,144.0
Measure,Regression-based Measures,CO_MEASURE_DATATYPE,DataType,Administrative/Registry Data,2016-2020,34,Regression-based Measures - Administrative/Registry Data,Other,0.9666666666666667,D2,M1,M1-D2,58.0,206.0,196.0
DataType,Panel/Longitudinal Surveys,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,38,Panel/Longitudinal Surveys - Intergenerational Wealth Mobility and Inheritance,D1-R4,0.975,R4,D1,D1-R4,130.0,96.0,150.0
Measure,Regression-based Measures,CO_MEASURE_DATATYPE,DataType,Panel/Longitudinal Surveys,2016-2020,66,Regression-based Measures - Panel/Longitudinal Surveys,M1-D1,0.9833333333333333,D1,M1,M1-D1,96.0,206.0,170.0
Measure,Regression-based Measures,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,76,Regression-based Measures - Intergenerational Wealth Mobility and Inheritance,M1-R4,1.0,R4,M1,M1-R4,130.0,206.0,184.0
RqType,Empirical Estimates and Determinants,CO_DATATYPE_RQTYPE,DataType,University/Institution Data,2016-2020,4,Empirical Estimates and Determinants - University/Institution Data,Other,0.43333333333333335,D9,R2,R2-D9,4.0,112.0,108.0
Measure,Regression-based Measures,CO_RQTYPE_MEASURE,RqType,"Policy, Institutional, and Geographic Impacts",2016-2020,22,"Regression-based Measures - Policy, Institutional, and Geographic Impacts",Other,0.9083333333333333,R3,M1,M1-R3,38.0,206.0,200.0
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,Panel/Longitudinal Surveys,2016-2020,10,Absolute Mobility Measures - Panel/Longitudinal Surveys,Other,0.7583333333333333,D1,M4,M4-D1,96.0,28.0,104.0
DataType,Administrative/Registry Data,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,18,Administrative/Registry Data - Intergenerational Wealth Mobility and Inheritance,Other,0.8708333333333333,R4,D2,D2-R4,130.0,58.0,152.0
Measure,Others_Measure,CO_MEASURE_DATATYPE,DataType,No dataset,2016-2020,10,Others_Measure - No dataset,Other,0.7583333333333333,D13,M9,M9-D13,70.0,30.0,80.0
Measure,Regression-based Measures,CO_RQTYPE_MEASURE,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",2016-2020,6,"Regression-based Measures - Demographic Differences in Mobility (Race, Gender, etc.)",Other,0.5833333333333334,R5,M1,M1-R5,10.0,206.0,204.0
Measure,Decomposition / Structural Approaches,CO_MEASURE_DATATYPE,DataType,Panel/Longitudinal Surveys,2016-2020,10,Decomposition / Structural Approaches - Panel/Longitudinal Surveys,Other,0.7583333333333333,D1,M6,M6-D1,96.0,48.0,124.0
Measure,Non-parametric Approaches,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,6,Non-parametric Approaches - Intergenerational Wealth Mobility and Inheritance,Other,0.5833333333333334,R4,M7,M7-R4,130.0,8.0,126.0
Measure,Decomposition / Structural Approaches,CO_RQTYPE_MEASURE,RqType,"Policy, Institutional, and Geographic Impacts",2016-2020,6,"Decomposition / Structural Approaches - Policy, Institutional, and Geographic Impacts",Other,0.5833333333333334,R3,M6,M6-R3,38.0,48.0,74.0
Measure,Absolute Mobility Measures,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,6,Absolute Mobility Measures - Intergenerational Wealth Mobility and Inheritance,Other,0.5833333333333334,R4,M4,M4-R4,130.0,28.0,146.0
Measure,Regression-based Measures,CO_MEASURE_DATATYPE,DataType,International Panel Data,2016-2020,6,Regression-based Measures - International Panel Data,Other,0.5833333333333334,D7,M1,M1-D7,8.0,206.0,202.0
Measure,Multigenerational Measures,CO_MEASURE_DATATYPE,DataType,Archival/Historical Data,2016-2020,6,Multigenerational Measures - Archival/Historical Data,Other,0.5833333333333334,D11,M5,M5-D11,20.0,6.0,14.0
Measure,Decomposition / Structural Approaches,CO_MEASURE_DATATYPE,DataType,Administrative/Registry Data,2016-2020,6,Decomposition / Structural Approaches - Administrative/Registry Data,Other,0.5833333333333334,D2,M6,M6-D2,58.0,48.0,94.0
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,No dataset,2016-2020,6,Absolute Mobility Measures - No dataset,Other,0.5833333333333334,D13,M4,M4-D13,70.0,28.0,86.0
DataType,Panel/Longitudinal Surveys,CO_DATATYPE_RQTYPE,RqType,"Policy, Institutional, and Geographic Impacts",2016-2020,6,"Panel/Longitudinal Surveys - Policy, Institutional, and Geographic Impacts",Other,0.5833333333333334,R3,D1,D1-R3,38.0,96.0,122.0
DataType,Panel/Longitudinal Surveys,CO_DATATYPE_RQTYPE,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2016-2020,6,"Panel/Longitudinal Surveys - Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Other,0.5833333333333334,R6,D1,D1-R6,10.0,96.0,94.0
DataType,National Survey Data,CO_DATATYPE_RQTYPE,RqType,Perceptions of Mobility and Attitudes,2016-2020,6,National Survey Data - Perceptions of Mobility and Attitudes,Other,0.5833333333333334,R8,D3,D3-R8,8.0,48.0,44.0
DataType,International Panel Data,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2016-2020,6,International Panel Data - Empirical Estimates and Determinants,Other,0.5833333333333334,R2,D7,D7-R2,112.0,8.0,108.0
DataType,Administrative/Registry Data,CO_DATATYPE_RQTYPE,RqType,Measurement and Methodological Advances,2016-2020,6,Administrative/Registry Data - Measurement and Methodological Advances,Other,0.5833333333333334,R1,D2,D2-R1,42.0,58.0,88.0
Measure,Rank-based Measures,CO_RQTYPE_MEASURE,RqType,Measurement and Methodological Advances,2016-2020,6,Rank-based Measures - Measurement and Methodological Advances,Other,0.5833333333333334,R1,M2,M2-R1,42.0,22.0,52.0
Measure,Decomposition / Structural Approaches,CO_RQTYPE_MEASURE,RqType,Empirical Estimates and Determinants,2016-2020,10,Decomposition / Structural Approaches - Empirical Estimates and Determinants,Other,0.7583333333333333,R2,M6,M6-R2,112.0,48.0,140.0
DataType,Administrative/Registry Data,CO_DATATYPE_RQTYPE,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",2016-2020,6,"Administrative/Registry Data - Demographic Differences in Mobility (Race, Gender, etc.)",Other,0.5833333333333334,R5,D2,D2-R5,10.0,58.0,56.0
Measure,Absolute Mobility Measures,CO_RQTYPE_MEASURE,RqType,Empirical Estimates and Determinants,2016-2020,10,Absolute Mobility Measures - Empirical Estimates and Determinants,Other,0.7583333333333333,R2,M4,M4-R2,112.0,28.0,120.0
DataType,Linked Administrative Data,CO_DATATYPE_RQTYPE,RqType,"Policy, Institutional, and Geographic Impacts",2016-2020,8,"Linked Administrative Data - Policy, Institutional, and Geographic Impacts",Other,0.6875,R3,D6,D6-R3,38.0,42.0,64.0
DataType,Others_DataType,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,8,Others_DataType - Intergenerational Wealth Mobility and Inheritance,Other,0.6875,R4,D14,D14-R4,130.0,12.0,126.0
Measure,Others_Measure,CO_MEASURE_DATATYPE,DataType,Administrative/Registry Data,2016-2020,8,Others_Measure - Administrative/Registry Data,Other,0.6875,D2,M9,M9-D2,58.0,30.0,72.0
Measure,Decomposition / Structural Approaches,CO_MEASURE_DATATYPE,DataType,Linked Administrative Data,2016-2020,8,Decomposition / Structural Approaches - Linked Administrative Data,Other,0.6875,D6,M6,M6-D6,42.0,48.0,74.0
