from_label,from_name,reltype,to_label,to_name,period,weight_sum,period2,names,from_code,to_code,code_combined
Measure,Regression‐based Measures,CO_MEASURE_DATATYPE,DataType,Administrative/Registry Data,2016-2020,34,2020,Regression‐based Measures <-> Administrative/Registry Data,M.1,DT.2,"['M.1', 'DT.2']"
Measure,Regression‐based Measures,CO_MEASURE_DATATYPE,DataType,National Survey Data,2016-2020,32,2020,Regression‐based Measures <-> National Survey Data,M.1,DT.3,"['M.1', 'DT.3']"
DataType,Panel/Longitudinal Surveys,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2016-2020,32,2020,Panel/Longitudinal Surveys <-> Empirical Estimates and Determinants,DT.1,RQ.2,"['DT.1', 'RQ.2']"
Measure,Regression‐based Measures,CO_MEASURE_DATATYPE,DataType,No dataset,2016-2020,26,2020,Regression‐based Measures <-> No dataset,M.1,DT.13,"['M.1', 'DT.13']"
Measure,Regression‐based Measures,CO_RQTYPE_MEASURE,RqType,Measurement and Methodological Advances,2016-2020,26,2020,Regression‐based Measures <-> Measurement and Methodological Advances,M.1,RQ.1,"['M.1', 'RQ.1']"
Measure,Decomposition / Structural Approaches,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,24,2020,Decomposition / Structural Approaches <-> Intergenerational Wealth Mobility and Inheritance,M.6,RQ.4,"['M.6', 'RQ.4']"
Measure,Regression‐based Measures,CO_RQTYPE_MEASURE,RqType,"Policy, Institutional, and Geographic Impacts",2016-2020,22,2020,"Regression‐based Measures <-> Policy, Institutional, and Geographic Impacts",M.1,RQ.3,"['M.1', 'RQ.3']"
Measure,Regression‐based Measures,CO_MEASURE_DATATYPE,DataType,Linked Administrative Data,2016-2020,22,2020,Regression‐based Measures <-> Linked Administrative Data,M.1,DT.6,"['M.1', 'DT.6']"
DataType,National Survey Data,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2016-2020,22,2020,National Survey Data <-> Empirical Estimates and Determinants,DT.3,RQ.2,"['DT.3', 'RQ.2']"
DataType,No dataset,CO_DATATYPE_RQTYPE,RqType,Measurement and Methodological Advances,2016-2020,20,2020,No dataset <-> Measurement and Methodological Advances,DT.13,RQ.1,"['DT.13', 'RQ.1']"
DataType,National Survey Data,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,18,2020,National Survey Data <-> Intergenerational Wealth Mobility and Inheritance,DT.3,RQ.4,"['DT.3', 'RQ.4']"
DataType,Linked Administrative Data,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,18,2020,Linked Administrative Data <-> Intergenerational Wealth Mobility and Inheritance,DT.6,RQ.4,"['DT.6', 'RQ.4']"
DataType,Administrative/Registry Data,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,18,2020,Administrative/Registry Data <-> Intergenerational Wealth Mobility and Inheritance,DT.2,RQ.4,"['DT.2', 'RQ.4']"
DataType,Administrative/Registry Data,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2016-2020,18,2020,Administrative/Registry Data <-> Empirical Estimates and Determinants,DT.2,RQ.2,"['DT.2', 'RQ.2']"
DataType,No dataset,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,16,2020,No dataset <-> Intergenerational Wealth Mobility and Inheritance,DT.13,RQ.4,"['DT.13', 'RQ.4']"
Measure,Decomposition / Structural Approaches,CO_MEASURE_DATATYPE,DataType,No dataset,2016-2020,16,2020,Decomposition / Structural Approaches <-> No dataset,M.6,DT.13,"['M.6', 'DT.13']"
Measure,Regression‐based Measures,CO_MEASURE_DATATYPE,DataType,Archival/Historical Data,2016-2020,14,2020,Regression‐based Measures <-> Archival/Historical Data,M.1,DT.11,"['M.1', 'DT.11']"
DataType,No dataset,CO_DATATYPE_RQTYPE,RqType,Theoretical and Structural Models,2016-2020,14,2020,No dataset <-> Theoretical and Structural Models,DT.13,RQ.7,"['DT.13', 'RQ.7']"
DataType,No dataset,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2016-2020,14,2020,No dataset <-> Empirical Estimates and Determinants,DT.13,RQ.2,"['DT.13', 'RQ.2']"
DataType,Archival/Historical Data,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,14,2020,Archival/Historical Data <-> Intergenerational Wealth Mobility and Inheritance,DT.11,RQ.4,"['DT.11', 'RQ.4']"
DataType,Panel/Longitudinal Surveys,CO_DATATYPE_RQTYPE,RqType,Measurement and Methodological Advances,2016-2020,12,2020,Panel/Longitudinal Surveys <-> Measurement and Methodological Advances,DT.1,RQ.1,"['DT.1', 'RQ.1']"
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,Empirical Estimates and Determinants,2016-2020,12,2020,Others_Measure <-> Empirical Estimates and Determinants,M.8,RQ.2,"['M.8', 'RQ.2']"
Measure,Others_Measure,CO_MEASURE_DATATYPE,DataType,No dataset,2016-2020,10,2020,Others_Measure <-> No dataset,M.8,DT.13,"['M.8', 'DT.13']"
DataType,Linked Administrative Data,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2016-2020,10,2020,Linked Administrative Data <-> Empirical Estimates and Determinants,DT.6,RQ.2,"['DT.6', 'RQ.2']"
Measure,Decomposition / Structural Approaches,CO_MEASURE_DATATYPE,DataType,Panel/Longitudinal Surveys,2016-2020,10,2020,Decomposition / Structural Approaches <-> Panel/Longitudinal Surveys,M.6,DT.1,"['M.6', 'DT.1']"
Measure,Decomposition / Structural Approaches,CO_RQTYPE_MEASURE,RqType,Empirical Estimates and Determinants,2016-2020,10,2020,Decomposition / Structural Approaches <-> Empirical Estimates and Determinants,M.6,RQ.2,"['M.6', 'RQ.2']"
DataType,Administrative/Registry Data,CO_DATATYPE_RQTYPE,RqType,"Policy, Institutional, and Geographic Impacts",2016-2020,10,2020,"Administrative/Registry Data <-> Policy, Institutional, and Geographic Impacts",DT.2,RQ.3,"['DT.2', 'RQ.3']"
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,Panel/Longitudinal Surveys,2016-2020,10,2020,Absolute Mobility Measures <-> Panel/Longitudinal Surveys,M.4,DT.1,"['M.4', 'DT.1']"
Measure,Absolute Mobility Measures,CO_RQTYPE_MEASURE,RqType,Empirical Estimates and Determinants,2016-2020,10,2020,Absolute Mobility Measures <-> Empirical Estimates and Determinants,M.4,RQ.2,"['M.4', 'RQ.2']"
Measure,Transition Matrix / Probability Measures,CO_MEASURE_DATATYPE,DataType,No dataset,2016-2020,8,2020,Transition Matrix / Probability Measures <-> No dataset,M.3,DT.13,"['M.3', 'DT.13']"
Measure,Transition Matrix / Probability Measures,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,8,2020,Transition Matrix / Probability Measures <-> Intergenerational Wealth Mobility and Inheritance,M.3,RQ.4,"['M.3', 'RQ.4']"
Measure,Rank‐based Measures,CO_MEASURE_DATATYPE,DataType,Linked Administrative Data,2016-2020,8,2020,Rank‐based Measures <-> Linked Administrative Data,M.2,DT.6,"['M.2', 'DT.6']"
Measure,Rank‐based Measures,CO_RQTYPE_MEASURE,RqType,Empirical Estimates and Determinants,2016-2020,8,2020,Rank‐based Measures <-> Empirical Estimates and Determinants,M.2,RQ.2,"['M.2', 'RQ.2']"
Measure,Rank‐based Measures,CO_MEASURE_DATATYPE,DataType,Administrative/Registry Data,2016-2020,8,2020,Rank‐based Measures <-> Administrative/Registry Data,M.2,DT.2,"['M.2', 'DT.2']"
Measure,Others_Measure,CO_MEASURE_DATATYPE,DataType,Administrative/Registry Data,2016-2020,8,2020,Others_Measure <-> Administrative/Registry Data,M.8,DT.2,"['M.8', 'DT.2']"
DataType,Others_DataType,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,8,2020,Others_DataType <-> Intergenerational Wealth Mobility and Inheritance,DT.14,RQ.4,"['DT.14', 'RQ.4']"
DataType,Linked Administrative Data,CO_DATATYPE_RQTYPE,RqType,"Policy, Institutional, and Geographic Impacts",2016-2020,8,2020,"Linked Administrative Data <-> Policy, Institutional, and Geographic Impacts",DT.6,RQ.3,"['DT.6', 'RQ.3']"
Measure,Decomposition / Structural Approaches,CO_RQTYPE_MEASURE,RqType,Theoretical and Structural Models,2016-2020,8,2020,Decomposition / Structural Approaches <-> Theoretical and Structural Models,M.6,RQ.7,"['M.6', 'RQ.7']"
Measure,Decomposition / Structural Approaches,CO_MEASURE_DATATYPE,DataType,Linked Administrative Data,2016-2020,8,2020,Decomposition / Structural Approaches <-> Linked Administrative Data,M.6,DT.6,"['M.6', 'DT.6']"
Measure,Regression‐based Measures,CO_MEASURE_DATATYPE,DataType,International Panel Data,2016-2020,6,2020,Regression‐based Measures <-> International Panel Data,M.1,DT.7,"['M.1', 'DT.7']"
Measure,Regression‐based Measures,CO_RQTYPE_MEASURE,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",2016-2020,6,2020,"Regression‐based Measures <-> Demographic Differences in Mobility (Race, Gender, etc.)",M.1,RQ.5,"['M.1', 'RQ.5']"
Measure,Rank‐based Measures,CO_RQTYPE_MEASURE,RqType,Measurement and Methodological Advances,2016-2020,6,2020,Rank‐based Measures <-> Measurement and Methodological Advances,M.2,RQ.1,"['M.2', 'RQ.1']"
DataType,Panel/Longitudinal Surveys,CO_DATATYPE_RQTYPE,RqType,"Policy, Institutional, and Geographic Impacts",2016-2020,6,2020,"Panel/Longitudinal Surveys <-> Policy, Institutional, and Geographic Impacts",DT.1,RQ.3,"['DT.1', 'RQ.3']"
DataType,Panel/Longitudinal Surveys,CO_DATATYPE_RQTYPE,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2016-2020,6,2020,"Panel/Longitudinal Surveys <-> Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",DT.1,RQ.6,"['DT.1', 'RQ.6']"
Measure,Non‐parametric Approaches,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,6,2020,Non‐parametric Approaches <-> Intergenerational Wealth Mobility and Inheritance,M.7,RQ.4,"['M.7', 'RQ.4']"
DataType,National Survey Data,CO_DATATYPE_RQTYPE,RqType,Perceptions of Mobility and Attitudes,2016-2020,6,2020,National Survey Data <-> Perceptions of Mobility and Attitudes,DT.3,RQ.8,"['DT.3', 'RQ.8']"
Measure,Multigenerational Measures,CO_MEASURE_DATATYPE,DataType,Archival/Historical Data,2016-2020,6,2020,Multigenerational Measures <-> Archival/Historical Data,M.5,DT.11,"['M.5', 'DT.11']"
DataType,International Panel Data,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2016-2020,6,2020,International Panel Data <-> Empirical Estimates and Determinants,DT.7,RQ.2,"['DT.7', 'RQ.2']"
Measure,Decomposition / Structural Approaches,CO_RQTYPE_MEASURE,RqType,"Policy, Institutional, and Geographic Impacts",2016-2020,6,2020,"Decomposition / Structural Approaches <-> Policy, Institutional, and Geographic Impacts",M.6,RQ.3,"['M.6', 'RQ.3']"
Measure,Decomposition / Structural Approaches,CO_MEASURE_DATATYPE,DataType,Administrative/Registry Data,2016-2020,6,2020,Decomposition / Structural Approaches <-> Administrative/Registry Data,M.6,DT.2,"['M.6', 'DT.2']"
DataType,Administrative/Registry Data,CO_DATATYPE_RQTYPE,RqType,Measurement and Methodological Advances,2016-2020,6,2020,Administrative/Registry Data <-> Measurement and Methodological Advances,DT.2,RQ.1,"['DT.2', 'RQ.1']"
DataType,Administrative/Registry Data,CO_DATATYPE_RQTYPE,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",2016-2020,6,2020,"Administrative/Registry Data <-> Demographic Differences in Mobility (Race, Gender, etc.)",DT.2,RQ.5,"['DT.2', 'RQ.5']"
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,No dataset,2016-2020,6,2020,Absolute Mobility Measures <-> No dataset,M.4,DT.13,"['M.4', 'DT.13']"
Measure,Absolute Mobility Measures,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,6,2020,Absolute Mobility Measures <-> Intergenerational Wealth Mobility and Inheritance,M.4,RQ.4,"['M.4', 'RQ.4']"
Measure,Transition Matrix / Probability Measures,CO_MEASURE_DATATYPE,DataType,Panel/Longitudinal Surveys,2016-2020,4,2020,Transition Matrix / Probability Measures <-> Panel/Longitudinal Surveys,M.3,DT.1,"['M.3', 'DT.1']"
Measure,Transition Matrix / Probability Measures,CO_RQTYPE_MEASURE,RqType,Empirical Estimates and Determinants,2016-2020,4,2020,Transition Matrix / Probability Measures <-> Empirical Estimates and Determinants,M.3,RQ.2,"['M.3', 'RQ.2']"
Measure,Regression‐based Measures,CO_RQTYPE_MEASURE,RqType,Theoretical and Structural Models,2016-2020,4,2020,Regression‐based Measures <-> Theoretical and Structural Models,M.1,RQ.7,"['M.1', 'RQ.7']"
Measure,Regression‐based Measures,CO_MEASURE_DATATYPE,DataType,Others_DataType,2016-2020,4,2020,Regression‐based Measures <-> Others_DataType,M.1,DT.14,"['M.1', 'DT.14']"
Measure,Regression‐based Measures,CO_RQTYPE_MEASURE,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2016-2020,4,2020,"Regression‐based Measures <-> Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",M.1,RQ.6,"['M.1', 'RQ.6']"
Measure,Rank‐based Measures,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,4,2020,Rank‐based Measures <-> Intergenerational Wealth Mobility and Inheritance,M.2,RQ.4,"['M.2', 'RQ.4']"
RqType,"Policy, Institutional, and Geographic Impacts",CO_DATATYPE_RQTYPE,DataType,Natural/Experimental Data,2016-2020,4,2020,"Policy, Institutional, and Geographic Impacts <-> Natural/Experimental Data",RQ.3,DT.5,"['RQ.3', 'DT.5']"
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,Perceptions of Mobility and Attitudes,2016-2020,4,2020,Others_Measure <-> Perceptions of Mobility and Attitudes,M.8,RQ.8,"['M.8', 'RQ.8']"
Measure,Others_Measure,CO_MEASURE_DATATYPE,DataType,National Survey Data,2016-2020,4,2020,Others_Measure <-> National Survey Data,M.8,DT.3,"['M.8', 'DT.3']"
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,Measurement and Methodological Advances,2016-2020,4,2020,Others_Measure <-> Measurement and Methodological Advances,M.8,RQ.1,"['M.8', 'RQ.1']"
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,4,2020,Others_Measure <-> Intergenerational Wealth Mobility and Inheritance,M.8,RQ.4,"['M.8', 'RQ.4']"
DataType,Others_DataType,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2016-2020,4,2020,Others_DataType <-> Empirical Estimates and Determinants,DT.14,RQ.2,"['DT.14', 'RQ.2']"
Measure,Non‐parametric Approaches,CO_MEASURE_DATATYPE,DataType,No dataset,2016-2020,4,2020,Non‐parametric Approaches <-> No dataset,M.7,DT.13,"['M.7', 'DT.13']"
DataType,No dataset,CO_DATATYPE_RQTYPE,RqType,"Policy, Institutional, and Geographic Impacts",2016-2020,4,2020,"No dataset <-> Policy, Institutional, and Geographic Impacts",DT.13,RQ.3,"['DT.13', 'RQ.3']"
Measure,Multigenerational Measures,CO_RQTYPE_MEASURE,RqType,"Policy, Institutional, and Geographic Impacts",2016-2020,4,2020,"Multigenerational Measures <-> Policy, Institutional, and Geographic Impacts",M.5,RQ.3,"['M.5', 'RQ.3']"
RqType,Empirical Estimates and Determinants,CO_DATATYPE_RQTYPE,DataType,University/Institution Data,2016-2020,4,2020,Empirical Estimates and Determinants <-> University/Institution Data,RQ.2,DT.9,"['RQ.2', 'DT.9']"
Measure,Decomposition / Structural Approaches,CO_MEASURE_DATATYPE,DataType,National Survey Data,2016-2020,4,2020,Decomposition / Structural Approaches <-> National Survey Data,M.6,DT.3,"['M.6', 'DT.3']"
DataType,Archival/Historical Data,CO_DATATYPE_RQTYPE,RqType,"Policy, Institutional, and Geographic Impacts",2016-2020,4,2020,"Archival/Historical Data <-> Policy, Institutional, and Geographic Impacts",DT.11,RQ.3,"['DT.11', 'RQ.3']"
Measure,Absolute Mobility Measures,CO_RQTYPE_MEASURE,RqType,"Policy, Institutional, and Geographic Impacts",2016-2020,4,2020,"Absolute Mobility Measures <-> Policy, Institutional, and Geographic Impacts",M.4,RQ.3,"['M.4', 'RQ.3']"
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,National Survey Data,2016-2020,4,2020,Absolute Mobility Measures <-> National Survey Data,M.4,DT.3,"['M.4', 'DT.3']"
Measure,Absolute Mobility Measures,CO_RQTYPE_MEASURE,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2016-2020,4,2020,"Absolute Mobility Measures <-> Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",M.4,RQ.6,"['M.4', 'RQ.6']"
Measure,Transition Matrix / Probability Measures,CO_MEASURE_DATATYPE,DataType,University/Institution Data,2016-2020,2,2020,Transition Matrix / Probability Measures <-> University/Institution Data,M.3,DT.9,"['M.3', 'DT.9']"
Measure,Transition Matrix / Probability Measures,CO_RQTYPE_MEASURE,RqType,Theoretical and Structural Models,2016-2020,2,2020,Transition Matrix / Probability Measures <-> Theoretical and Structural Models,M.3,RQ.7,"['M.3', 'RQ.7']"
Measure,Transition Matrix / Probability Measures,CO_MEASURE_DATATYPE,DataType,National Survey Data,2016-2020,2,2020,Transition Matrix / Probability Measures <-> National Survey Data,M.3,DT.3,"['M.3', 'DT.3']"
Measure,Transition Matrix / Probability Measures,CO_RQTYPE_MEASURE,RqType,Measurement and Methodological Advances,2016-2020,2,2020,Transition Matrix / Probability Measures <-> Measurement and Methodological Advances,M.3,RQ.1,"['M.3', 'RQ.1']"
Measure,Transition Matrix / Probability Measures,CO_MEASURE_DATATYPE,DataType,Linked Administrative Data,2016-2020,2,2020,Transition Matrix / Probability Measures <-> Linked Administrative Data,M.3,DT.6,"['M.3', 'DT.6']"
Measure,Transition Matrix / Probability Measures,CO_RQTYPE_MEASURE,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",2016-2020,2,2020,"Transition Matrix / Probability Measures <-> Demographic Differences in Mobility (Race, Gender, etc.)",M.3,RQ.5,"['M.3', 'RQ.5']"
Measure,Regression‐based Measures,CO_MEASURE_DATATYPE,DataType,Natural/Experimental Data,2016-2020,2,2020,Regression‐based Measures <-> Natural/Experimental Data,M.1,DT.5,"['M.1', 'DT.5']"
Measure,Rank‐based Measures,CO_RQTYPE_MEASURE,RqType,Perceptions of Mobility and Attitudes,2016-2020,2,2020,Rank‐based Measures <-> Perceptions of Mobility and Attitudes,M.2,RQ.8,"['M.2', 'RQ.8']"
Measure,Rank‐based Measures,CO_MEASURE_DATATYPE,DataType,Panel/Longitudinal Surveys,2016-2020,2,2020,Rank‐based Measures <-> Panel/Longitudinal Surveys,M.2,DT.1,"['M.2', 'DT.1']"
Measure,Rank‐based Measures,CO_MEASURE_DATATYPE,DataType,National Survey Data,2016-2020,2,2020,Rank‐based Measures <-> National Survey Data,M.2,DT.3,"['M.2', 'DT.3']"
Measure,Rank‐based Measures,CO_MEASURE_DATATYPE,DataType,International Panel Data,2016-2020,2,2020,Rank‐based Measures <-> International Panel Data,M.2,DT.7,"['M.2', 'DT.7']"
Measure,Rank‐based Measures,CO_RQTYPE_MEASURE,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",2016-2020,2,2020,"Rank‐based Measures <-> Demographic Differences in Mobility (Race, Gender, etc.)",M.2,RQ.5,"['M.2', 'RQ.5']"
RqType,"Policy, Institutional, and Geographic Impacts",CO_DATATYPE_RQTYPE,DataType,Opportunity Atlas,2016-2020,2,2020,"Policy, Institutional, and Geographic Impacts <-> Opportunity Atlas",RQ.3,DT.4,"['RQ.3', 'DT.4']"
DataType,Panel/Longitudinal Surveys,CO_DATATYPE_RQTYPE,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",2016-2020,2,2020,"Panel/Longitudinal Surveys <-> Demographic Differences in Mobility (Race, Gender, etc.)",DT.1,RQ.5,"['DT.1', 'RQ.5']"
Measure,Others_Measure,CO_MEASURE_DATATYPE,DataType,University/Institution Data,2016-2020,2,2020,Others_Measure <-> University/Institution Data,M.8,DT.9,"['M.8', 'DT.9']"
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,Theoretical and Structural Models,2016-2020,2,2020,Others_Measure <-> Theoretical and Structural Models,M.8,RQ.7,"['M.8', 'RQ.7']"
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,"Policy, Institutional, and Geographic Impacts",2016-2020,2,2020,"Others_Measure <-> Policy, Institutional, and Geographic Impacts",M.8,RQ.3,"['M.8', 'RQ.3']"
Measure,Others_Measure,CO_MEASURE_DATATYPE,DataType,Panel/Longitudinal Surveys,2016-2020,2,2020,Others_Measure <-> Panel/Longitudinal Surveys,M.8,DT.1,"['M.8', 'DT.1']"
Measure,Others_Measure,CO_MEASURE_DATATYPE,DataType,Others_DataType,2016-2020,2,2020,Others_Measure <-> Others_DataType,M.8,DT.14,"['M.8', 'DT.14']"
Measure,Others_Measure,CO_MEASURE_DATATYPE,DataType,Natural/Experimental Data,2016-2020,2,2020,Others_Measure <-> Natural/Experimental Data,M.8,DT.5,"['M.8', 'DT.5']"
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2016-2020,2,2020,"Others_Measure <-> Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",M.8,RQ.6,"['M.8', 'RQ.6']"
Measure,Non‐parametric Approaches,CO_MEASURE_DATATYPE,DataType,Panel/Longitudinal Surveys,2016-2020,2,2020,Non‐parametric Approaches <-> Panel/Longitudinal Surveys,M.7,DT.1,"['M.7', 'DT.1']"
Measure,Non‐parametric Approaches,CO_MEASURE_DATATYPE,DataType,Others_DataType,2016-2020,2,2020,Non‐parametric Approaches <-> Others_DataType,M.7,DT.14,"['M.7', 'DT.14']"
Measure,Non‐parametric Approaches,CO_RQTYPE_MEASURE,RqType,Measurement and Methodological Advances,2016-2020,2,2020,Non‐parametric Approaches <-> Measurement and Methodological Advances,M.7,RQ.1,"['M.7', 'RQ.1']"
DataType,No dataset,CO_DATATYPE_RQTYPE,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2016-2020,2,2020,"No dataset <-> Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",DT.13,RQ.6,"['DT.13', 'RQ.6']"
DataType,Natural/Experimental Data,CO_DATATYPE_RQTYPE,RqType,Perceptions of Mobility and Attitudes,2016-2020,2,2020,Natural/Experimental Data <-> Perceptions of Mobility and Attitudes,DT.5,RQ.8,"['DT.5', 'RQ.8']"
DataType,National Survey Data,CO_DATATYPE_RQTYPE,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2016-2020,2,2020,"National Survey Data <-> Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",DT.3,RQ.6,"['DT.3', 'RQ.6']"
Measure,Multigenerational Measures,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,2,2020,Multigenerational Measures <-> Intergenerational Wealth Mobility and Inheritance,M.5,RQ.4,"['M.5', 'RQ.4']"
DataType,Linked Administrative Data,CO_DATATYPE_RQTYPE,RqType,Theoretical and Structural Models,2016-2020,2,2020,Linked Administrative Data <-> Theoretical and Structural Models,DT.6,RQ.7,"['DT.6', 'RQ.7']"
DataType,Linked Administrative Data,CO_DATATYPE_RQTYPE,RqType,Measurement and Methodological Advances,2016-2020,2,2020,Linked Administrative Data <-> Measurement and Methodological Advances,DT.6,RQ.1,"['DT.6', 'RQ.1']"
DataType,Linked Administrative Data,CO_DATATYPE_RQTYPE,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",2016-2020,2,2020,"Linked Administrative Data <-> Demographic Differences in Mobility (Race, Gender, etc.)",DT.6,RQ.5,"['DT.6', 'RQ.5']"
DataType,International Panel Data,CO_DATATYPE_RQTYPE,RqType,Measurement and Methodological Advances,2016-2020,2,2020,International Panel Data <-> Measurement and Methodological Advances,DT.7,RQ.1,"['DT.7', 'RQ.1']"
Measure,Decomposition / Structural Approaches,CO_MEASURE_DATATYPE,DataType,Others_DataType,2016-2020,2,2020,Decomposition / Structural Approaches <-> Others_DataType,M.6,DT.14,"['M.6', 'DT.14']"
Measure,Decomposition / Structural Approaches,CO_MEASURE_DATATYPE,DataType,Natural/Experimental Data,2016-2020,2,2020,Decomposition / Structural Approaches <-> Natural/Experimental Data,M.6,DT.5,"['M.6', 'DT.5']"
DataType,Archival/Historical Data,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2016-2020,2,2020,Archival/Historical Data <-> Empirical Estimates and Determinants,DT.11,RQ.2,"['DT.11', 'RQ.2']"
Measure,Absolute Mobility Measures,CO_RQTYPE_MEASURE,RqType,Perceptions of Mobility and Attitudes,2016-2020,2,2020,Absolute Mobility Measures <-> Perceptions of Mobility and Attitudes,M.4,RQ.8,"['M.4', 'RQ.8']"
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,Others_DataType,2016-2020,2,2020,Absolute Mobility Measures <-> Others_DataType,M.4,DT.14,"['M.4', 'DT.14']"
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,Opportunity Atlas,2016-2020,2,2020,Absolute Mobility Measures <-> Opportunity Atlas,M.4,DT.4,"['M.4', 'DT.4']"
Measure,Absolute Mobility Measures,CO_RQTYPE_MEASURE,RqType,Measurement and Methodological Advances,2016-2020,2,2020,Absolute Mobility Measures <-> Measurement and Methodological Advances,M.4,RQ.1,"['M.4', 'RQ.1']"
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,Linked Administrative Data,2016-2020,2,2020,Absolute Mobility Measures <-> Linked Administrative Data,M.4,DT.6,"['M.4', 'DT.6']"
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,Administrative/Registry Data,2016-2020,2,2020,Absolute Mobility Measures <-> Administrative/Registry Data,M.4,DT.2,"['M.4', 'DT.2']"
Measure,Regression‐based Measures,CO_RQTYPE_MEASURE,RqType,Empirical Estimates and Determinants,2021-2025,80,2025,Regression‐based Measures <-> Empirical Estimates and Determinants,M.1,RQ.2,"['M.1', 'RQ.2']"
Measure,Regression‐based Measures,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,68,2025,Regression‐based Measures <-> Intergenerational Wealth Mobility and Inheritance,M.1,RQ.4,"['M.1', 'RQ.4']"
Measure,Regression‐based Measures,CO_MEASURE_DATATYPE,DataType,Panel/Longitudinal Surveys,2021-2025,52,2025,Regression‐based Measures <-> Panel/Longitudinal Surveys,M.1,DT.1,"['M.1', 'DT.1']"
Measure,Regression‐based Measures,CO_MEASURE_DATATYPE,DataType,Linked Administrative Data,2021-2025,38,2025,Regression‐based Measures <-> Linked Administrative Data,M.1,DT.6,"['M.1', 'DT.6']"
DataType,Panel/Longitudinal Surveys,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2021-2025,32,2025,Panel/Longitudinal Surveys <-> Empirical Estimates and Determinants,DT.1,RQ.2,"['DT.1', 'RQ.2']"
