m.name,n.name,year,paper_count,paper_ids
No dataset,Theoretical and Structural Models,"[1979, 1995, 1997, 2000, 2005, 2007, 2010, 2012, 2013, 2015, 2018, 2019, 2020, 2021, 2022, 2024]",35,"[https://openalex.org/W1997361840, https://openalex.org/W2022256544, https://openalex.org/W3124481018, https://openalex.org/W2078842385, https://openalex.org/W2144050291, https://openalex.org/W2258354779, https://openalex.org/W85222481, https://openalex.org/W4300073440, https://openalex.org/W2170708007, https://openalex.org/W1724441452, https://openalex.org/W3125905928, https://openalex.org/W70509848, https://openalex.org/W2587720673, https://openalex.org/W2198347083, https://openalex.org/W2018386129, https://openalex.org/W2261420935, https://openalex.org/W2767739989, https://openalex.org/W1969182931, https://openalex.org/W4252430879, https://openalex.org/W2804095451, https://openalex.org/W3183234565, https://openalex.org/W2971359031, https://openalex.org/W3202153609, https://openalex.org/W3044383046, https://openalex.org/W3021741550, https://openalex.org/W3127732452, https://openalex.org/W4289824063, https://openalex.org/W4214604726, https://openalex.org/W4212975927, https://openalex.org/W3170592684, https://openalex.org/W3210465688, https://openalex.org/W4220732045, https://openalex.org/W4280580662, https://openalex.org/W4212888016, https://openalex.org/W4395463994]"
No dataset,Empirical Estimates and Determinants,"[1980, 1998, 2002, 2005, 2006, 2008, 2009, 2011, 2013, 2014, 2015, 2018, 2019, 2020, 2021, 2022, 2025]",26,"[https://openalex.org/W1515121029, https://openalex.org/W2117407660, https://openalex.org/W2119587652, https://openalex.org/W1994031345, https://openalex.org/W2049884882, https://openalex.org/W2159878756, https://openalex.org/W2388800308, https://openalex.org/W2890853717, https://openalex.org/W2288802977, https://openalex.org/W3121558866, https://openalex.org/W2151222191, https://openalex.org/W2068645718, https://openalex.org/W2353487644, https://openalex.org/W2229381819, https://openalex.org/W2921712035, https://openalex.org/W2900408224, https://openalex.org/W4242326182, https://openalex.org/W2889122466, https://openalex.org/W4234924712, https://openalex.org/W3033929493, https://openalex.org/W3022704615, https://openalex.org/W3207371012, https://openalex.org/W3216038618, https://openalex.org/W4205619119, https://openalex.org/W4308908946, https://openalex.org/W4407738440]"
No dataset,Measurement and Methodological Advances,"[1998, 2002, 2010, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025]",23,"[https://openalex.org/W2117544103, https://openalex.org/W2164455384, https://openalex.org/W2030719283, https://openalex.org/W2037234295, https://openalex.org/W1985674062, https://openalex.org/W2119977186, https://openalex.org/W2302816456, https://openalex.org/W2598656573, https://openalex.org/W2182279624, https://openalex.org/W2476394513, https://openalex.org/W2507475885, https://openalex.org/W2635740930, https://openalex.org/W2896751489, https://openalex.org/W3121217472, https://openalex.org/W2981344849, https://openalex.org/W3044954030, https://openalex.org/W2906080883, https://openalex.org/W2546674699, https://openalex.org/W4320148496, https://openalex.org/W4361974330, https://openalex.org/W4361988923, https://openalex.org/W4362499633, https://openalex.org/W4406103194]"
No dataset,"Policy, Institutional, and Geographic Impacts","[2000, 2014, 2018, 2019, 2023]",5,"[https://openalex.org/W1527079419, https://openalex.org/W2153943844, https://openalex.org/W2997562221, https://openalex.org/W2938378096, https://openalex.org/W4367597654]"
No dataset,"Demographic Differences in Mobility (Race, Gender, etc.)",[2006],1,[https://openalex.org/W2106387882]
No dataset,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",[2017],1,[https://openalex.org/W2592479289]
Administrative/Registry Data,Absolute Mobility Measures,"[2014, 2019, 2024]",3,"[https://openalex.org/W2003050456, https://openalex.org/W2965558093, https://openalex.org/W4399290172]"
Administrative/Registry Data,Decomposition / Structural Approaches,"[1981, 2015, 2018, 2019, 2021, 2024]",8,"[https://openalex.org/W267019868, https://openalex.org/W291004932, https://openalex.org/W632219639, https://openalex.org/W3025499686, https://openalex.org/W2804958844, https://openalex.org/W3171039042, https://openalex.org/W3182550406, https://openalex.org/W4404109958]"
Administrative/Registry Data,Regression‐based Measures,"[1979, 2000, 2005, 2006, 2007, 2008, 2009, 2011, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",41,"[https://openalex.org/W1974242925, https://openalex.org/W2037428382, https://openalex.org/W2091916425, https://openalex.org/W1578919155, https://openalex.org/W2403977165, https://openalex.org/W2132728629, https://openalex.org/W2042572864, https://openalex.org/W2310208630, https://openalex.org/W3123202179, https://openalex.org/W3094369084, https://openalex.org/W4300951185, https://openalex.org/W2596999048, https://openalex.org/W2922736319, https://openalex.org/W2460486083, https://openalex.org/W3124621746, https://openalex.org/W1557569468, https://openalex.org/W2569989626, https://openalex.org/W2891903686, https://openalex.org/W2887573038, https://openalex.org/W2794220255, https://openalex.org/W3124369867, https://openalex.org/W3123638740, https://openalex.org/W2943104001, https://openalex.org/W2931489399, https://openalex.org/W2922209108, https://openalex.org/W2963918180, https://openalex.org/W4285483025, https://openalex.org/W3084113281, https://openalex.org/W3192903419, https://openalex.org/W3181553951, https://openalex.org/W3120292600, https://openalex.org/W4293801681, https://openalex.org/W4307723330, https://openalex.org/W4205360523, https://openalex.org/W4281690951, https://openalex.org/W4384133380, https://openalex.org/W4385494974, https://openalex.org/W4388626236, https://openalex.org/W4383346553, https://openalex.org/W4402546895, https://openalex.org/W4392135119]"
Administrative/Registry Data,Transition Matrix / Probability Measures,"[1998, 2013, 2021, 2023]",4,"[https://openalex.org/W1581391655, https://openalex.org/W1984800654, https://openalex.org/W3214804213, https://openalex.org/W4390487374]"
Administrative/Registry Data,Others_Measure,"[2007, 2009, 2014, 2019, 2020]",7,"[https://openalex.org/W1546068527, https://openalex.org/W2079691849, https://openalex.org/W2292189473, https://openalex.org/W2947666646, https://openalex.org/W2966414435, https://openalex.org/W3161971993, https://openalex.org/W3032637579]"
Administrative/Registry Data,Non‐parametric Approaches,[2014],1,[https://openalex.org/W2182749524]
Administrative/Registry Data,Rank‐based Measures,"[2011, 2016, 2018, 2020, 2021, 2022, 2023, 2024, 2025]",21,"[https://openalex.org/W2048745299, https://openalex.org/W2285151281, https://openalex.org/W3124358677, https://openalex.org/W3109347625, https://openalex.org/W2912008487, https://openalex.org/W3099122721, https://openalex.org/W3211027916, https://openalex.org/W4211263339, https://openalex.org/W3184422859, https://openalex.org/W3176622639, https://openalex.org/W4312805135, https://openalex.org/W4312705867, https://openalex.org/W4312419656, https://openalex.org/W3163153651, https://openalex.org/W4386370708, https://openalex.org/W4386491507, https://openalex.org/W4388724660, https://openalex.org/W4367052625, https://openalex.org/W4401845594, https://openalex.org/W4394017071, https://openalex.org/W4406151692]"
Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,"[1979, 1981, 1998, 2000, 2007, 2009, 2011, 2013, 2014, 2016, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",32,"[https://openalex.org/W1974242925, https://openalex.org/W267019868, https://openalex.org/W1581391655, https://openalex.org/W2037428382, https://openalex.org/W2403977165, https://openalex.org/W2042572864, https://openalex.org/W2079691849, https://openalex.org/W2310208630, https://openalex.org/W1984800654, https://openalex.org/W2182749524, https://openalex.org/W2003050456, https://openalex.org/W3124358677, https://openalex.org/W3124621746, https://openalex.org/W3025499686, https://openalex.org/W3123638740, https://openalex.org/W2943104001, https://openalex.org/W2963918180, https://openalex.org/W2966414435, https://openalex.org/W2965558093, https://openalex.org/W4285483025, https://openalex.org/W3211027916, https://openalex.org/W3214804213, https://openalex.org/W3181553951, https://openalex.org/W3182550406, https://openalex.org/W3184422859, https://openalex.org/W3120292600, https://openalex.org/W4293801681, https://openalex.org/W4281690951, https://openalex.org/W4385494974, https://openalex.org/W4367052625, https://openalex.org/W4401845594, https://openalex.org/W4394017071]"
Administrative/Registry Data,Empirical Estimates and Determinants,"[2005, 2006, 2008, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",31,"[https://openalex.org/W2091916425, https://openalex.org/W1578919155, https://openalex.org/W2132728629, https://openalex.org/W2292189473, https://openalex.org/W291004932, https://openalex.org/W632219639, https://openalex.org/W2569989626, https://openalex.org/W2912008487, https://openalex.org/W2794220255, https://openalex.org/W2804958844, https://openalex.org/W3171039042, https://openalex.org/W2947666646, https://openalex.org/W2922209108, https://openalex.org/W3084113281, https://openalex.org/W3032637579, https://openalex.org/W4211263339, https://openalex.org/W3192903419, https://openalex.org/W4312805135, https://openalex.org/W4312705867, https://openalex.org/W4312419656, https://openalex.org/W3163153651, https://openalex.org/W4384133380, https://openalex.org/W4386491507, https://openalex.org/W4388724660, https://openalex.org/W4388626236, https://openalex.org/W4383346553, https://openalex.org/W4390487374, https://openalex.org/W4402546895, https://openalex.org/W4404109958, https://openalex.org/W4399290172, https://openalex.org/W4392135119]"
Administrative/Registry Data,Measurement and Methodological Advances,"[2007, 2011, 2015, 2016, 2018, 2021, 2023]",8,"[https://openalex.org/W1546068527, https://openalex.org/W3123202179, https://openalex.org/W4300951185, https://openalex.org/W2922736319, https://openalex.org/W1557569468, https://openalex.org/W3109347625, https://openalex.org/W3176622639, https://openalex.org/W4386370708]"
Administrative/Registry Data,"Policy, Institutional, and Geographic Impacts","[2015, 2016, 2018, 2019, 2020, 2022, 2025]",9,"[https://openalex.org/W3094369084, https://openalex.org/W2596999048, https://openalex.org/W2460486083, https://openalex.org/W2891903686, https://openalex.org/W3124369867, https://openalex.org/W3161971993, https://openalex.org/W4307723330, https://openalex.org/W4205360523, https://openalex.org/W4406151692]"
Administrative/Registry Data,"Demographic Differences in Mobility (Race, Gender, etc.)","[2011, 2018, 2019, 2020]",5,"[https://openalex.org/W2048745299, https://openalex.org/W2285151281, https://openalex.org/W2887573038, https://openalex.org/W2931489399, https://openalex.org/W3099122721]"
Others_DataType,Absolute Mobility Measures,"[1986, 2020, 2024]",3,"[https://openalex.org/W1502476793, https://openalex.org/W3041900243, https://openalex.org/W4391164542]"
Others_DataType,Decomposition / Structural Approaches,"[2012, 2020]",2,"[https://openalex.org/W3123563038, https://openalex.org/W3000604125]"
Others_DataType,Regression‐based Measures,"[2007, 2013, 2016, 2019, 2021, 2023, 2024]",7,"[https://openalex.org/W2146082360, https://openalex.org/W1791196730, https://openalex.org/W2473722593, https://openalex.org/W2936910510, https://openalex.org/W3178385122, https://openalex.org/W4361214653, https://openalex.org/W4399323633]"
Others_DataType,Others_Measure,"[2008, 2013, 2016, 2023]",4,"[https://openalex.org/W3125155430, https://openalex.org/W2134725625, https://openalex.org/W325124896, https://openalex.org/W4386094306]"
Others_DataType,Multigenerational Measures,[2022],1,[https://openalex.org/W4307156538]
Others_DataType,Non‐parametric Approaches,"[2010, 2020]",2,"[https://openalex.org/W1994441718, https://openalex.org/W2773358030]"
Others_DataType,Rank‐based Measures,[2024],1,[https://openalex.org/W4399529338]
Others_DataType,Intergenerational Wealth Mobility and Inheritance,"[1986, 2007, 2013, 2016, 2019, 2020, 2023]",8,"[https://openalex.org/W1502476793, https://openalex.org/W2146082360, https://openalex.org/W2134725625, https://openalex.org/W2473722593, https://openalex.org/W2936910510, https://openalex.org/W2773358030, https://openalex.org/W3000604125, https://openalex.org/W4361214653]"
Others_DataType,Empirical Estimates and Determinants,"[2008, 2013, 2016, 2020, 2021, 2023, 2024]",8,"[https://openalex.org/W3125155430, https://openalex.org/W1791196730, https://openalex.org/W325124896, https://openalex.org/W3041900243, https://openalex.org/W3178385122, https://openalex.org/W4386094306, https://openalex.org/W4391164542, https://openalex.org/W4399323633]"
Others_DataType,Measurement and Methodological Advances,"[2010, 2024]",2,"[https://openalex.org/W1994441718, https://openalex.org/W4399529338]"
Others_DataType,"Policy, Institutional, and Geographic Impacts",[2012],1,[https://openalex.org/W3123563038]
Others_DataType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",[2022],1,[https://openalex.org/W4307156538]
Panel/Longitudinal Surveys,Absolute Mobility Measures,"[2002, 2008, 2012, 2016, 2018, 2019, 2020, 2021, 2022]",12,"[https://openalex.org/W2008396968, https://openalex.org/W2096204191, https://openalex.org/W2181742113, https://openalex.org/W1523582143, https://openalex.org/W2561736289, https://openalex.org/W3142916655, https://openalex.org/W3190102834, https://openalex.org/W3043515736, https://openalex.org/W2968697195, https://openalex.org/W3121144081, https://openalex.org/W4283657131, https://openalex.org/W4220692802]"
Panel/Longitudinal Surveys,Decomposition / Structural Approaches,"[2006, 2011, 2013, 2016, 2019, 2020, 2022]",10,"[https://openalex.org/W2158055684, https://openalex.org/W1504828284, https://openalex.org/W2389521723, https://openalex.org/W1993865286, https://openalex.org/W2556000214, https://openalex.org/W2972798438, https://openalex.org/W3185155858, https://openalex.org/W3080387614, https://openalex.org/W3025676006, https://openalex.org/W4210953259]"
Panel/Longitudinal Surveys,Regression‐based Measures,"[1990, 1992, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",116,"[https://openalex.org/W1988669335, https://openalex.org/W1963513809, https://openalex.org/W2082418718, https://openalex.org/W1575557529, https://openalex.org/W146920992, https://openalex.org/W2148814768, https://openalex.org/W2553521091, https://openalex.org/W1994583502, https://openalex.org/W2353931744, https://openalex.org/W1525853258, https://openalex.org/W1978270348, https://openalex.org/W2079089263, https://openalex.org/W2131012252, https://openalex.org/W2127281421, https://openalex.org/W2125337016, https://openalex.org/W3093752946, https://openalex.org/W2364722826, https://openalex.org/W2028289362, https://openalex.org/W2366816539, https://openalex.org/W1577807578, https://openalex.org/W3122768301, https://openalex.org/W2365705769, https://openalex.org/W2806349642, https://openalex.org/W4206194690, https://openalex.org/W3125844548, https://openalex.org/W1580804840, https://openalex.org/W2133143546, https://openalex.org/W2171543589, https://openalex.org/W2157585414, https://openalex.org/W2009388710, https://openalex.org/W2351966756, https://openalex.org/W2262410031, https://openalex.org/W191471880, https://openalex.org/W623596649, https://openalex.org/W2368218525, https://openalex.org/W2612875108, https://openalex.org/W2133321662, https://openalex.org/W2364400020, https://openalex.org/W167868874, https://openalex.org/W1842793959, https://openalex.org/W2159988399, https://openalex.org/W2351358614, https://openalex.org/W3121808914, https://openalex.org/W2378057080, https://openalex.org/W2363649169, https://openalex.org/W2355555430, https://openalex.org/W2027209063, https://openalex.org/W1998586807, https://openalex.org/W2011405670, https://openalex.org/W2376609871, https://openalex.org/W2380359989, https://openalex.org/W3125359030, https://openalex.org/W2237492881, https://openalex.org/W1947133949, https://openalex.org/W1896316165, https://openalex.org/W1020822704, https://openalex.org/W1444704346, https://openalex.org/W2598091349, https://openalex.org/W2107393980, https://openalex.org/W4396596924, https://openalex.org/W2411230938, https://openalex.org/W4238028113, https://openalex.org/W2527995213, https://openalex.org/W3125643021, https://openalex.org/W2773177589, https://openalex.org/W2716435981, https://openalex.org/W2588161629, https://openalex.org/W2587329652, https://openalex.org/W2580182246, https://openalex.org/W2210747677, https://openalex.org/W2772867153, https://openalex.org/W2766173862, https://openalex.org/W2802089178, https://openalex.org/W2883024550, https://openalex.org/W2756659966, https://openalex.org/W2895165109, https://openalex.org/W3156722884, https://openalex.org/W2922039017, https://openalex.org/W3121545129, https://openalex.org/W2943543771, https://openalex.org/W2943421593, https://openalex.org/W2921143263, https://openalex.org/W2984996373, https://openalex.org/W2978816005, https://openalex.org/W3037705751, https://openalex.org/W3043938586, https://openalex.org/W3033501614, https://openalex.org/W3113905449, https://openalex.org/W3001811947, https://openalex.org/W2897475839, https://openalex.org/W3143516863, https://openalex.org/W3202616165, https://openalex.org/W3195123941, https://openalex.org/W3163537223, https://openalex.org/W3119775080, https://openalex.org/W3190097825, https://openalex.org/W4285263003, https://openalex.org/W4286458987, https://openalex.org/W4296277673, https://openalex.org/W4304172618, https://openalex.org/W4307711555, https://openalex.org/W4308132439, https://openalex.org/W4295766715, https://openalex.org/W4385260730, https://openalex.org/W4390145267, https://openalex.org/W4381889820, https://openalex.org/W4381736130, https://openalex.org/W4324121632, https://openalex.org/W4327519823, https://openalex.org/W4381512763, https://openalex.org/W4401871424, https://openalex.org/W4404002973, https://openalex.org/W4395466247, https://openalex.org/W4391619986, https://openalex.org/W4391308576, https://openalex.org/W4392865012]"
Panel/Longitudinal Surveys,Transition Matrix / Probability Measures,"[1996, 2003, 2005, 2007, 2009, 2011, 2014, 2016, 2019, 2021, 2022, 2023]",14,"[https://openalex.org/W4205561583, https://openalex.org/W1510224607, https://openalex.org/W2044900547, https://openalex.org/W1521709394, https://openalex.org/W1966505070, https://openalex.org/W48048703, https://openalex.org/W2320409419, https://openalex.org/W2322954441, https://openalex.org/W2508091509, https://openalex.org/W2924600205, https://openalex.org/W3132136530, https://openalex.org/W4285024880, https://openalex.org/W4282557620, https://openalex.org/W4362611983]"
Panel/Longitudinal Surveys,Others_Measure,"[2020, 2021, 2024]",4,"[https://openalex.org/W3018625260, https://openalex.org/W3128702014, https://openalex.org/W4402986304, https://openalex.org/W4403370613]"
Panel/Longitudinal Surveys,Multigenerational Measures,[2014],1,[https://openalex.org/W2122845532]
Panel/Longitudinal Surveys,Non‐parametric Approaches,"[2002, 2014, 2017]",3,"[https://openalex.org/W2009705015, https://openalex.org/W765699370, https://openalex.org/W2595264819]"
Panel/Longitudinal Surveys,Rank‐based Measures,"[2010, 2011, 2020, 2022, 2023]",6,"[https://openalex.org/W1885260769, https://openalex.org/W4232769139, https://openalex.org/W3033668572, https://openalex.org/W4225276593, https://openalex.org/W4386929517, https://openalex.org/W4387158607]"
Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,"[1996, 2002, 2004, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",69,"[https://openalex.org/W4205561583, https://openalex.org/W2082418718, https://openalex.org/W2009705015, https://openalex.org/W146920992, https://openalex.org/W2158055684, https://openalex.org/W1525853258, https://openalex.org/W1521709394, https://openalex.org/W2096204191, https://openalex.org/W1978270348, https://openalex.org/W2079089263, https://openalex.org/W2131012252, https://openalex.org/W2125337016, https://openalex.org/W2028289362, https://openalex.org/W1577807578, https://openalex.org/W3122768301, https://openalex.org/W2806349642, https://openalex.org/W4206194690, https://openalex.org/W3125844548, https://openalex.org/W2133143546, https://openalex.org/W2181742113, https://openalex.org/W2171543589, https://openalex.org/W2351966756, https://openalex.org/W2262410031, https://openalex.org/W191471880, https://openalex.org/W2133321662, https://openalex.org/W2364400020, https://openalex.org/W167868874, https://openalex.org/W1842793959, https://openalex.org/W2322954441, https://openalex.org/W2027209063, https://openalex.org/W765699370, https://openalex.org/W1998586807, https://openalex.org/W2011405670, https://openalex.org/W2122845532, https://openalex.org/W2376609871, https://openalex.org/W1947133949, https://openalex.org/W1896316165, https://openalex.org/W2598091349, https://openalex.org/W2508091509, https://openalex.org/W2556000214, https://openalex.org/W2773177589, https://openalex.org/W2595264819, https://openalex.org/W2716435981, https://openalex.org/W2588161629, https://openalex.org/W2580182246, https://openalex.org/W2772867153, https://openalex.org/W3190102834, https://openalex.org/W2943543771, https://openalex.org/W2924600205, https://openalex.org/W2921143263, https://openalex.org/W2972798438, https://openalex.org/W3185155858, https://openalex.org/W3043938586, https://openalex.org/W3080387614, https://openalex.org/W3113905449, https://openalex.org/W3025676006, https://openalex.org/W3143516863, https://openalex.org/W3128702014, https://openalex.org/W3163537223, https://openalex.org/W3121144081, https://openalex.org/W4295766715, https://openalex.org/W4386929517, https://openalex.org/W4390145267, https://openalex.org/W4381889820, https://openalex.org/W4327519823, https://openalex.org/W4362611983, https://openalex.org/W4404002973, https://openalex.org/W4391308576, https://openalex.org/W4392865012]"
Panel/Longitudinal Surveys,Empirical Estimates and Determinants,"[1990, 1992, 2002, 2003, 2005, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",59,"[https://openalex.org/W1988669335, https://openalex.org/W1963513809, https://openalex.org/W2008396968, https://openalex.org/W1510224607, https://openalex.org/W2148814768, https://openalex.org/W2553521091, https://openalex.org/W2353931744, https://openalex.org/W2127281421, https://openalex.org/W3093752946, https://openalex.org/W48048703, https://openalex.org/W2364722826, https://openalex.org/W1885260769, https://openalex.org/W2365705769, https://openalex.org/W1580804840, https://openalex.org/W2157585414, https://openalex.org/W623596649, https://openalex.org/W1523582143, https://openalex.org/W2389521723, https://openalex.org/W2368218525, https://openalex.org/W2612875108, https://openalex.org/W1993865286, https://openalex.org/W2351358614, https://openalex.org/W2363649169, https://openalex.org/W2355555430, https://openalex.org/W2380359989, https://openalex.org/W1020822704, https://openalex.org/W1444704346, https://openalex.org/W2411230938, https://openalex.org/W4238028113, https://openalex.org/W3125643021, https://openalex.org/W2587329652, https://openalex.org/W2210747677, https://openalex.org/W2766173862, https://openalex.org/W2802089178, https://openalex.org/W3142916655, https://openalex.org/W2883024550, https://openalex.org/W2756659966, https://openalex.org/W2895165109, https://openalex.org/W3156722884, https://openalex.org/W3121545129, https://openalex.org/W2943421593, https://openalex.org/W2978816005, https://openalex.org/W3033501614, https://openalex.org/W3119775080, https://openalex.org/W4285263003, https://openalex.org/W4286458987, https://openalex.org/W4296277673, https://openalex.org/W4304172618, https://openalex.org/W4283657131, https://openalex.org/W4308132439, https://openalex.org/W4210953259, https://openalex.org/W4385260730, https://openalex.org/W4387158607, https://openalex.org/W4381736130, https://openalex.org/W4381512763, https://openalex.org/W4401871424, https://openalex.org/W4403370613, https://openalex.org/W4395466247, https://openalex.org/W4391619986]"
Panel/Longitudinal Surveys,Measurement and Methodological Advances,"[2003, 2009, 2011, 2012, 2015, 2016, 2019, 2020, 2021, 2022, 2023, 2024]",17,"[https://openalex.org/W1575557529, https://openalex.org/W1966505070, https://openalex.org/W1504828284, https://openalex.org/W2009388710, https://openalex.org/W3125359030, https://openalex.org/W2237492881, https://openalex.org/W2107393980, https://openalex.org/W2527995213, https://openalex.org/W2984996373, https://openalex.org/W3037705751, https://openalex.org/W3033668572, https://openalex.org/W2897475839, https://openalex.org/W3195123941, https://openalex.org/W4307711555, https://openalex.org/W4285024880, https://openalex.org/W4324121632, https://openalex.org/W4402986304]"
Panel/Longitudinal Surveys,"Policy, Institutional, and Geographic Impacts","[2010, 2014, 2016, 2019, 2021]",9,"[https://openalex.org/W2366816539, https://openalex.org/W2159988399, https://openalex.org/W3121808914, https://openalex.org/W2378057080, https://openalex.org/W4396596924, https://openalex.org/W2561736289, https://openalex.org/W2922039017, https://openalex.org/W3202616165, https://openalex.org/W3190097825]"
Panel/Longitudinal Surveys,"Demographic Differences in Mobility (Race, Gender, etc.)","[2005, 2011, 2020, 2021, 2022]",7,"[https://openalex.org/W2044900547, https://openalex.org/W4232769139, https://openalex.org/W2320409419, https://openalex.org/W3001811947, https://openalex.org/W3132136530, https://openalex.org/W4225276593, https://openalex.org/W4282557620]"
Panel/Longitudinal Surveys,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)","[2006, 2019, 2020, 2022]",5,"[https://openalex.org/W1994583502, https://openalex.org/W3043515736, https://openalex.org/W3018625260, https://openalex.org/W2968697195, https://openalex.org/W4220692802]"
Linked Administrative Data,Absolute Mobility Measures,"[2017, 2021, 2022, 2024]",7,"[https://openalex.org/W2564827629, https://openalex.org/W3166017557, https://openalex.org/W3208235548, https://openalex.org/W4285249755, https://openalex.org/W4312204683, https://openalex.org/W4205731136, https://openalex.org/W4393244952]"
Linked Administrative Data,Decomposition / Structural Approaches,"[2019, 2020, 2023, 2024]",8,"[https://openalex.org/W3176921257, https://openalex.org/W3124992314, https://openalex.org/W3037216812, https://openalex.org/W3007051557, https://openalex.org/W4382807722, https://openalex.org/W4361000524, https://openalex.org/W4377002343, https://openalex.org/W4392341912]"
Linked Administrative Data,Regression‐based Measures,"[1998, 1999, 2002, 2003, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",51,"[https://openalex.org/W1559271355, https://openalex.org/W3121694509, https://openalex.org/W2124465354, https://openalex.org/W2049773875, https://openalex.org/W1737762879, https://openalex.org/W2133450989, https://openalex.org/W3122728969, https://openalex.org/W3207400243, https://openalex.org/W2028148226, https://openalex.org/W2009549340, https://openalex.org/W2009897266, https://openalex.org/W2038719374, https://openalex.org/W2184544484, https://openalex.org/W2216308767, https://openalex.org/W2094244093, https://openalex.org/W3125112178, https://openalex.org/W439017983, https://openalex.org/W2184450311, https://openalex.org/W2056728055, https://openalex.org/W3121421182, https://openalex.org/W1770740881, https://openalex.org/W3126032812, https://openalex.org/W2298141770, https://openalex.org/W2495276003, https://openalex.org/W2767134817, https://openalex.org/W4241858005, https://openalex.org/W2544001857, https://openalex.org/W2613688294, https://openalex.org/W3124550008, https://openalex.org/W2920476039, https://openalex.org/W2940947093, https://openalex.org/W3027769937, https://openalex.org/W4252745096, https://openalex.org/W3216509343, https://openalex.org/W3189916381, https://openalex.org/W3181973673, https://openalex.org/W4312651175, https://openalex.org/W4295122648, https://openalex.org/W4390066466, https://openalex.org/W4387172619, https://openalex.org/W4381666160, https://openalex.org/W4364368805, https://openalex.org/W4377834046, https://openalex.org/W4381660505, https://openalex.org/W4405654739, https://openalex.org/W3121518780, https://openalex.org/W4401327824, https://openalex.org/W4390693054, https://openalex.org/W4390920600, https://openalex.org/W4394797139, https://openalex.org/W4407463226]"
Linked Administrative Data,Transition Matrix / Probability Measures,"[2011, 2013, 2014, 2015, 2019, 2023]",6,"[https://openalex.org/W4230711751, https://openalex.org/W2012592263, https://openalex.org/W3124044027, https://openalex.org/W1556385061, https://openalex.org/W3123816425, https://openalex.org/W4388938469]"
Linked Administrative Data,Others_Measure,"[2015, 2024]",2,"[https://openalex.org/W1862838271, https://openalex.org/W4391772409]"
Linked Administrative Data,Non‐parametric Approaches,[2015],1,[https://openalex.org/W2485689150]
Linked Administrative Data,Rank‐based Measures,"[2008, 2014, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13,"[https://openalex.org/W3124527946, https://openalex.org/W2155246844, https://openalex.org/W2105584013, https://openalex.org/W2512952691, https://openalex.org/W3147268152, https://openalex.org/W3145594932, https://openalex.org/W3189747191, https://openalex.org/W3169577729, https://openalex.org/W3207067564, https://openalex.org/W4385213642, https://openalex.org/W4387195562, https://openalex.org/W4402018025, https://openalex.org/W4405920878]"
Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance,"[1998, 1999, 2006, 2007, 2008, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",40,"[https://openalex.org/W1559271355, https://openalex.org/W3121694509, https://openalex.org/W1737762879, https://openalex.org/W2133450989, https://openalex.org/W3207400243, https://openalex.org/W2028148226, https://openalex.org/W2009549340, https://openalex.org/W2038719374, https://openalex.org/W4230711751, https://openalex.org/W2184544484, https://openalex.org/W2216308767, https://openalex.org/W2094244093, https://openalex.org/W3125112178, https://openalex.org/W2056728055, https://openalex.org/W3121421182, https://openalex.org/W1770740881, https://openalex.org/W3126032812, https://openalex.org/W2298141770, https://openalex.org/W2495276003, https://openalex.org/W2564827629, https://openalex.org/W2767134817, https://openalex.org/W2512952691, https://openalex.org/W2613688294, https://openalex.org/W2940947093, https://openalex.org/W3037216812, https://openalex.org/W4252745096, https://openalex.org/W3216509343, https://openalex.org/W3169577729, https://openalex.org/W4312651175, https://openalex.org/W3207067564, https://openalex.org/W4385213642, https://openalex.org/W4388938469, https://openalex.org/W4387172619, https://openalex.org/W4381666160, https://openalex.org/W4364368805, https://openalex.org/W4381660505, https://openalex.org/W4405920878, https://openalex.org/W4390920600, https://openalex.org/W4392341912, https://openalex.org/W4394797139]"
Linked Administrative Data,Theoretical and Structural Models,[2018],1,[https://openalex.org/W4241858005]
