node,seed,position,x,y
National Survey Data,46,[-0.21929536  0.14915903],-0.2192953610035315,0.14915902897234853
Measurement and Methodological Advances,46,[0.2539846  0.46910988],0.25398460182049354,0.4691098818891419
"Policy, Institutional, and Geographic Impacts",46,[-0.12019067  0.52407134],-0.12019067251726513,0.5240713375142885
"Demographic Differences in Mobility (Race, Gender, etc.)",46,[ 0.61578917 -0.06364522],0.6157891707538422,-0.06364522171423333
Absolute Mobility Measures,46,[-0.40744101  0.26573309],-0.4074410052945141,0.2657330885453932
Others_Measure,46,[0.03376229 0.39670538],0.03376229194656749,0.3967053833150548
Others_DataType,46,[-0.61298869 -0.03014074],-0.6129886942775497,-0.030140735128465917
Archival/Historical Data,46,[0.53711947 0.48373018],0.5371194693680829,0.48373017696707465
Non‐parametric Approaches,46,[0.09302442 0.20596396],0.09302441998031229,0.20596396288206922
Natural/Experimental Data,46,[-0.62856585  0.26800165],-0.6285658515059213,0.2680016452013624
Opportunity Atlas,46,[ 0.0144867 -0.5953651],0.01448670215991395,-0.5953650955269992
Multigenerational Measures,46,[ 0.45873107 -0.42386276],0.45873107195363666,-0.423862761588663
Perceptions of Mobility and Attitudes,46,[-0.24287756  0.73352832],-0.24287756095400764,0.7335283233459737
University/Institution Data,46,[-0.38935435  0.48398288],-0.38935434710075506,0.4839828802477973
Big Data,46,[ 0.23675109 -0.67238584],0.2367510899391316,-0.6723858441920574
"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",46,[-0.36535673 -0.6480716 ],-0.3653567254620527,-0.6480715973808051
Others_RqType,46,[ 0.48449172 -0.65435986],0.4844917190434143,-0.6543598624893958
Pseudo-Panel/Household Budget Survey,46,[-1.         -0.55140892],-1.0,-0.5514089183498954
Regression‐based Measures,47,[-0.08526112 -0.15966243],-0.0852611235590762,-0.15966243244502432
Empirical Estimates and Determinants,47,[-0.34152138 -0.1325312 ],-0.34152138233455115,-0.1325312035563741
Linked Administrative Data,47,[0.00461909 0.18306076],0.004619089311426399,0.183060764733977
Rank‐based Measures,47,[ 0.03336518 -0.34174323],0.033365175032829576,-0.34174323174895754
Transition Matrix / Probability Measures,47,[0.37209677 0.18688853],0.3720967734229254,0.18688853247399376
No dataset,47,[0.37942776 0.49440896],0.3794277644769107,0.4944089573718282
Theoretical and Structural Models,47,[ 0.61570375 -0.0833348 ],0.615703745784558,-0.08333480111966322
Decomposition / Structural Approaches,47,[-0.1627864  0.3696286],-0.16278640107422332,0.369628601635808
Administrative/Registry Data,47,[-0.48966344  0.06617541],-0.48966343688703334,0.06617540764329125
International Panel Data,47,[0.59470128 0.45400787],0.594701283346544,0.4540078741936211
Panel/Longitudinal Surveys,47,[ 0.23736689 -0.19402546],0.23736688626662256,-0.1940254551278015
Intergenerational Wealth Mobility and Inheritance,47,[0.19803595 0.28936787],0.19803595325377515,0.289367865402549
National Survey Data,47,[-0.21054103  0.04214712],-0.2105410307570206,0.042147122901243006
Measurement and Methodological Advances,47,[-0.33027192  0.19037113],-0.3302719225945961,0.19037112539064394
"Policy, Institutional, and Geographic Impacts",47,[0.56008566 0.10425467],0.5600856559289464,0.10425466627347776
"Demographic Differences in Mobility (Race, Gender, etc.)",47,[ 0.26661016 -0.40734706],0.2666101611446019,-0.4073470643079297
Absolute Mobility Measures,47,[-0.18564141 -0.33681848],-0.18564140952305555,-0.3368184788384023
Others_Measure,47,[0.19435198 0.01980185],0.19435198347656826,0.019801847064687496
Others_DataType,47,[0.13857573 0.52403996],0.13857572832357232,0.5240399639228748
Archival/Historical Data,47,[-0.08522991  0.5912378 ],-0.08522990841732016,0.5912378047246711
Non‐parametric Approaches,47,[ 0.4530087  -0.18586935],0.45300870122686127,-0.18586935252213163
Natural/Experimental Data,47,[ 0.47006233 -0.56833943],0.47006232661729713,-0.5683394322567277
Opportunity Atlas,47,[ 0.25280198 -0.6507766 ],0.25280197511415875,-0.6507766001139014
Multigenerational Measures,47,[-0.4720481   0.45436762],-0.4720480972587816,0.4543676228070012
Perceptions of Mobility and Attitudes,47,[-0.1890773  -0.62743738],-0.18907729622883093,-0.6274373786519728
University/Institution Data,47,[ 0.08144025 -0.57360824],0.08144025334940683,-0.5736082355565806
Big Data,47,[-0.36156331 -0.45826386],-0.36156330890660926,-0.4582638645661663
"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",47,[-0.64266723 -0.27328469],-0.642667230315713,-0.273284690066404
Others_RqType,47,[-0.29598091  0.74158391],-0.2959809082202662,0.7415839117665101
Pseudo-Panel/Household Budget Survey,47,[-1.          0.28170015],-1.0,0.28170015257218173
