citing_year,cited_year,citing_cat,cited_cat,counts
2023,2013,Rank‐based Measures,Decomposition / Structural Approaches,1
2023,2011,Rank‐based Measures,Transition Matrix / Probability Measures,1
2023,2017,Rank‐based Measures,Non‐parametric Approaches,1
2023,2019,Rank‐based Measures,Others,2
2023,2020,Rank‐based Measures,Regression‐based Measures,2
2023,1999,Rank‐based Measures,Regression‐based Measures,1
2023,2019,Rank‐based Measures,Regression‐based Measures,2
2023,2019,Rank‐based Measures,Decomposition / Structural Approaches,1
2023,2022,Rank‐based Measures,Rank‐based Measures,2
2023,2016,Rank‐based Measures,Others,2
2023,2022,Rank‐based Measures,Absolute Mobility Measures,4
2023,2020,Rank‐based Measures,Decomposition / Structural Approaches,1
2023,2020,Rank‐based Measures,Rank‐based Measures,1
2023,2021,Rank‐based Measures,Regression‐based Measures,3
2023,2023,Rank‐based Measures,Rank‐based Measures,1
2023,2011,Rank‐based Measures,Regression‐based Measures,1
2023,2023,Rank‐based Measures,Transition Matrix / Probability Measures,1
2023,2014,Rank‐based Measures,Regression‐based Measures,1
2023,2005,Regression‐based Measures,Decomposition / Structural Approaches,1
2023,2017,Transition Matrix / Probability Measures,Absolute Mobility Measures,1
2023,2018,Transition Matrix / Probability Measures,Regression‐based Measures,1
2023,1979,Transition Matrix / Probability Measures,Decomposition / Structural Approaches,1
2023,2007,Transition Matrix / Probability Measures,Regression‐based Measures,1
2023,2013,Transition Matrix / Probability Measures,Regression‐based Measures,1
2023,2011,Transition Matrix / Probability Measures,Regression‐based Measures,1
2023,2019,Transition Matrix / Probability Measures,Others,1
2023,2020,Transition Matrix / Probability Measures,Decomposition / Structural Approaches,1
2023,2009,Transition Matrix / Probability Measures,Regression‐based Measures,1
2023,1999,Transition Matrix / Probability Measures,Regression‐based Measures,1
2023,2019,Transition Matrix / Probability Measures,Transition Matrix / Probability Measures,1
2023,2016,Transition Matrix / Probability Measures,Others,1
2023,2014,Regression‐based Measures,Absolute Mobility Measures,1
2023,1992,Regression‐based Measures,Regression‐based Measures,1
2023,1990,Regression‐based Measures,Regression‐based Measures,1
2023,2018,Regression‐based Measures,Rank‐based Measures,1
2023,2023,Regression‐based Measures,Regression‐based Measures,1
2024,2014,Multigenerational Measures,Regression‐based Measures,1
2024,2014,Multigenerational Measures,Rank‐based Measures,1
2024,2018,Multigenerational Measures,Rank‐based Measures,1
2024,2017,Multigenerational Measures,Regression‐based Measures,1
2024,2019,Multigenerational Measures,Regression‐based Measures,1
2024,2022,Multigenerational Measures,Rank‐based Measures,1
2024,2024,Multigenerational Measures,Multigenerational Measures,1
2024,2005,Regression‐based Measures,Regression‐based Measures,5
2024,2013,Regression‐based Measures,Regression‐based Measures,9
2024,2014,Others,Rank‐based Measures,3
2024,2019,Others,Transition Matrix / Probability Measures,2
2024,2022,Others,Rank‐based Measures,2
2024,2023,Others,Rank‐based Measures,2
2024,2018,Regression‐based Measures,Decomposition / Structural Approaches,2
2024,2019,Regression‐based Measures,Others,3
2024,2022,Regression‐based Measures,Rank‐based Measures,5
2024,2020,Regression‐based Measures,Rank‐based Measures,2
2024,2016,Rank‐based Measures,Regression‐based Measures,2
2024,2014,Rank‐based Measures,Regression‐based Measures,2
2024,2002,Rank‐based Measures,Regression‐based Measures,2
2024,2009,Rank‐based Measures,Regression‐based Measures,3
2024,2012,Rank‐based Measures,Regression‐based Measures,2
2024,2018,Rank‐based Measures,Rank‐based Measures,2
2024,2017,Rank‐based Measures,Regression‐based Measures,6
2024,2019,Rank‐based Measures,Regression‐based Measures,4
2024,2021,Rank‐based Measures,Regression‐based Measures,2
2024,2022,Rank‐based Measures,Rank‐based Measures,3
2024,2023,Rank‐based Measures,Transition Matrix / Probability Measures,2
2024,2022,Others,Regression‐based Measures,1
2024,2008,Others,Regression‐based Measures,1
2024,2005,Others,Decomposition / Structural Approaches,1
2024,2019,Others,Decomposition / Structural Approaches,1
2024,1999,Regression‐based Measures,Regression‐based Measures,1
2024,1979,Absolute Mobility Measures,Decomposition / Structural Approaches,1
2024,2019,Absolute Mobility Measures,Others,1
2024,2019,Absolute Mobility Measures,Transition Matrix / Probability Measures,1
2024,2022,Absolute Mobility Measures,Rank‐based Measures,1
2024,2006,Regression‐based Measures,Transition Matrix / Probability Measures,1
2024,2015,Regression‐based Measures,Decomposition / Structural Approaches,1
2024,2017,Regression‐based Measures,Regression‐based Measures,3
2024,2022,Regression‐based Measures,Regression‐based Measures,2
2024,2017,Rank‐based Measures,Absolute Mobility Measures,1
2024,2024,Rank‐based Measures,Absolute Mobility Measures,1
2024,2021,Rank‐based Measures,Absolute Mobility Measures,1
2024,2020,Rank‐based Measures,Absolute Mobility Measures,1
2024,2020,Rank‐based Measures,Regression‐based Measures,2
2024,2011,Rank‐based Measures,Regression‐based Measures,2
2024,2014,Rank‐based Measures,Rank‐based Measures,4
2024,2019,Rank‐based Measures,Rank‐based Measures,1
2024,2019,Rank‐based Measures,Transition Matrix / Probability Measures,1
2024,2022,Rank‐based Measures,Regression‐based Measures,1
2024,2022,Rank‐based Measures,Absolute Mobility Measures,1
2024,2023,Rank‐based Measures,Rank‐based Measures,3
2024,2024,Rank‐based Measures,Rank‐based Measures,1
2024,2010,Regression‐based Measures,Regression‐based Measures,2
2024,2008,Regression‐based Measures,Regression‐based Measures,1
2024,2020,Regression‐based Measures,Absolute Mobility Measures,1
2024,2021,Regression‐based Measures,Decomposition / Structural Approaches,1
2024,2002,Regression‐based Measures,Regression‐based Measures,3
2024,2011,Regression‐based Measures,Regression‐based Measures,2
2024,2020,Regression‐based Measures,Decomposition / Structural Approaches,2
2024,2021,Regression‐based Measures,Others,1
2024,2007,Regression‐based Measures,Regression‐based Measures,1
2024,2012,Regression‐based Measures,Regression‐based Measures,2
2024,2018,Regression‐based Measures,Rank‐based Measures,1
2024,2006,Rank‐based Measures,Regression‐based Measures,1
2024,2018,Rank‐based Measures,Regression‐based Measures,1
2024,2019,Rank‐based Measures,Others,1
2024,2019,Rank‐based Measures,Decomposition / Structural Approaches,1
2024,2021,Rank‐based Measures,Rank‐based Measures,1
2024,2016,Rank‐based Measures,Others,1
2024,2023,Rank‐based Measures,Regression‐based Measures,1
2024,2013,Transition Matrix / Probability Measures,Regression‐based Measures,1
2024,2010,Transition Matrix / Probability Measures,Decomposition / Structural Approaches,1
2024,2019,Transition Matrix / Probability Measures,Regression‐based Measures,2
2024,2019,Transition Matrix / Probability Measures,Transition Matrix / Probability Measures,1
2024,2024,Transition Matrix / Probability Measures,Regression‐based Measures,1
2024,2017,Others,Absolute Mobility Measures,2
2024,2006,Others,Regression‐based Measures,1
2024,2011,Others,Regression‐based Measures,1
2024,2014,Others,Regression‐based Measures,3
2024,2005,Others,Regression‐based Measures,2
2024,2017,Others,Regression‐based Measures,2
2024,2014,Others,Transition Matrix / Probability Measures,1
2024,2017,Others,Non‐parametric Approaches,1
2024,2019,Others,Regression‐based Measures,2
2024,2009,Others,Regression‐based Measures,2
2024,2019,Others,Rank‐based Measures,1
2024,2022,Others,Transition Matrix / Probability Measures,1
2024,2023,Others,Regression‐based Measures,1
2024,2016,Others,Regression‐based Measures,1
2024,2007,Others,Regression‐based Measures,2
2024,1979,Others,Decomposition / Structural Approaches,1
2024,2010,Others,Regression‐based Measures,1
2024,2002,Others,Regression‐based Measures,2
2024,2018,Others,Regression‐based Measures,2
2024,2018,Others,Decomposition / Structural Approaches,1
2024,2019,Others,Others,1
2024,2020,Others,Rank‐based Measures,1
2024,2020,Others,Regression‐based Measures,1
2024,2006,Regression‐based Measures,Regression‐based Measures,1
2024,1999,Rank‐based Measures,Regression‐based Measures,1
2024,2017,Absolute Mobility Measures,Absolute Mobility Measures,1
2024,2021,Absolute Mobility Measures,Absolute Mobility Measures,2
2024,2016,Absolute Mobility Measures,Regression‐based Measures,2
2024,2005,Absolute Mobility Measures,Regression‐based Measures,1
2024,2014,Absolute Mobility Measures,Rank‐based Measures,2
2024,2014,Absolute Mobility Measures,Transition Matrix / Probability Measures,1
2024,2019,Absolute Mobility Measures,Rank‐based Measures,1
2024,2020,Absolute Mobility Measures,Rank‐based Measures,1
2024,2016,Absolute Mobility Measures,Others,1
2024,2022,Absolute Mobility Measures,Absolute Mobility Measures,2
2024,2023,Absolute Mobility Measures,Rank‐based Measures,2
2024,2024,Absolute Mobility Measures,Absolute Mobility Measures,2
2024,1979,Transition Matrix / Probability Measures,Decomposition / Structural Approaches,1
2024,2014,Transition Matrix / Probability Measures,Rank‐based Measures,2
2024,2014,Decomposition / Structural Approaches,Rank‐based Measures,1
2024,2022,Decomposition / Structural Approaches,Decomposition / Structural Approaches,1
2024,2017,Regression‐based Measures,Absolute Mobility Measures,5
2024,2024,Regression‐based Measures,Absolute Mobility Measures,1
2024,2016,Regression‐based Measures,Regression‐based Measures,7
2024,1979,Regression‐based Measures,Decomposition / Structural Approaches,7
2024,2014,Regression‐based Measures,Rank‐based Measures,19
2024,2018,Regression‐based Measures,Regression‐based Measures,10
2024,2016,Regression‐based Measures,Multigenerational Measures,1
2024,2020,Regression‐based Measures,Regression‐based Measures,5
2024,2009,Regression‐based Measures,Regression‐based Measures,4
2024,2019,Regression‐based Measures,Transition Matrix / Probability Measures,3
2024,2019,Regression‐based Measures,Regression‐based Measures,10
2024,2015,Regression‐based Measures,Regression‐based Measures,3
2024,2018,Regression‐based Measures,Absolute Mobility Measures,1
2024,2021,Regression‐based Measures,Regression‐based Measures,6
2024,2016,Regression‐based Measures,Others,2
2024,2022,Regression‐based Measures,Absolute Mobility Measures,2
2024,2023,Regression‐based Measures,Rank‐based Measures,5
2024,2024,Regression‐based Measures,Regression‐based Measures,4
2024,2014,Regression‐based Measures,Regression‐based Measures,7
2025,2019,Regression‐based Measures,Transition Matrix / Probability Measures,1
2025,2006,Rank‐based Measures,Regression‐based Measures,1
2025,2014,Rank‐based Measures,Rank‐based Measures,3
2025,2018,Rank‐based Measures,Rank‐based Measures,1
2025,2022,Rank‐based Measures,Regression‐based Measures,1
2025,2024,Rank‐based Measures,Regression‐based Measures,1
2025,2010,Rank‐based Measures,Regression‐based Measures,1
2025,2013,Rank‐based Measures,Regression‐based Measures,1
2025,2014,Rank‐based Measures,Regression‐based Measures,1
2025,2017,Regression‐based Measures,Absolute Mobility Measures,1
2025,2022,Regression‐based Measures,Absolute Mobility Measures,2
2025,2020,Regression‐based Measures,Absolute Mobility Measures,1
2025,1979,Regression‐based Measures,Decomposition / Structural Approaches,1
2025,2014,Regression‐based Measures,Rank‐based Measures,1
2025,2018,Regression‐based Measures,Regression‐based Measures,2
2025,2019,Regression‐based Measures,Regression‐based Measures,1
2025,2024,Regression‐based Measures,Regression‐based Measures,1
