year_val,from_type,from_val,to_type,to_val,source,weight
2016,DataType,Others_DataType,RqType,Empirical Estimates and Determinants,within,1
2016,Measure,Others_Measure,RqType,Empirical Estimates and Determinants,within,1
2017,DataType,Panel/Longitudinal Surveys,Measure,Regression‐based Measures,within,9
2017,Measure,Regression‐based Measures,DataType,Panel/Longitudinal Surveys,within,9
2017,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Regression‐based Measures,within,7
2017,Measure,Regression‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,7
2017,DataType,Panel/Longitudinal Surveys,RqType,Intergenerational Wealth Mobility and Inheritance,within,6
2017,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Panel/Longitudinal Surveys,within,6
2017,RqType,Empirical Estimates and Determinants,Measure,Regression‐based Measures,within,6
2017,Measure,Regression‐based Measures,RqType,Empirical Estimates and Determinants,within,6
2017,RqType,Empirical Estimates and Determinants,DataType,Panel/Longitudinal Surveys,within,4
2017,DataType,Panel/Longitudinal Surveys,RqType,Empirical Estimates and Determinants,within,4
2017,Measure,Rank‐based Measures,DataType,Panel/Longitudinal Surveys,within,2
2017,DataType,No dataset,Measure,Regression‐based Measures,within,2
2017,Measure,Rank‐based Measures,Measure,Regression‐based Measures,within,2
2017,RqType,"Policy, Institutional, and Geographic Impacts",DataType,Archival/Historical Data,within,2
2017,Measure,Multigenerational Measures,DataType,Archival/Historical Data,within,2
2017,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Non‐parametric Approaches,within,2
2017,Measure,Non‐parametric Approaches,RqType,Intergenerational Wealth Mobility and Inheritance,within,2
2017,DataType,Linked Administrative Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,2
2017,Measure,Regression‐based Measures,Measure,Rank‐based Measures,within,2
2017,DataType,Panel/Longitudinal Surveys,Measure,Rank‐based Measures,within,2
2017,RqType,"Policy, Institutional, and Geographic Impacts",Measure,Multigenerational Measures,within,2
2017,DataType,Archival/Historical Data,Measure,Multigenerational Measures,within,2
2017,Measure,Regression‐based Measures,DataType,No dataset,within,2
2017,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Linked Administrative Data,within,2
2017,Measure,Multigenerational Measures,RqType,"Policy, Institutional, and Geographic Impacts",within,2
2017,DataType,Archival/Historical Data,RqType,"Policy, Institutional, and Geographic Impacts",within,2
2017,DataType,Natural/Experimental Data,RqType,"Policy, Institutional, and Geographic Impacts",within,1
2017,Measure,Decomposition / Structural Approaches,RqType,"Policy, Institutional, and Geographic Impacts",within,1
2017,RqType,"Policy, Institutional, and Geographic Impacts",DataType,Natural/Experimental Data,within,1
2017,Measure,Decomposition / Structural Approaches,DataType,Natural/Experimental Data,within,1
2017,Measure,Regression‐based Measures,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",within,1
2017,DataType,No dataset,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",within,1
2017,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Rank‐based Measures,within,1
2017,RqType,Empirical Estimates and Determinants,Measure,Rank‐based Measures,within,1
2017,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Archival/Historical Data,within,1
2017,Measure,Regression‐based Measures,DataType,Archival/Historical Data,within,1
2017,DataType,Panel/Longitudinal Surveys,Measure,Non‐parametric Approaches,within,1
2017,DataType,No dataset,Measure,Non‐parametric Approaches,within,1
2017,DataType,National Survey Data,RqType,Empirical Estimates and Determinants,within,1
2017,Measure,Rank‐based Measures,RqType,Empirical Estimates and Determinants,within,1
2017,Measure,Regression‐based Measures,Measure,Absolute Mobility Measures,within,1
2017,DataType,No dataset,Measure,Absolute Mobility Measures,within,1
2017,RqType,Measurement and Methodological Advances,Measure,Absolute Mobility Measures,within,1
2017,DataType,Linked Administrative Data,Measure,Absolute Mobility Measures,within,1
2017,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Absolute Mobility Measures,within,1
2017,Measure,Absolute Mobility Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2017,DataType,Administrative/Registry Data,Measure,Regression‐based Measures,within,1
2017,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Measure,Regression‐based Measures,within,1
2017,DataType,National Survey Data,Measure,Regression‐based Measures,within,1
2017,Measure,Absolute Mobility Measures,Measure,Regression‐based Measures,within,1
2017,RqType,Measurement and Methodological Advances,Measure,Regression‐based Measures,within,1
2017,DataType,Archival/Historical Data,Measure,Regression‐based Measures,within,1
2017,DataType,Linked Administrative Data,Measure,Regression‐based Measures,within,1
2017,Measure,Non‐parametric Approaches,DataType,Panel/Longitudinal Surveys,within,1
2017,DataType,National Survey Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2017,Measure,Decomposition / Structural Approaches,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2017,Measure,Rank‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2017,DataType,Archival/Historical Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2017,DataType,No dataset,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2017,Measure,Absolute Mobility Measures,RqType,Measurement and Methodological Advances,within,1
2017,Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,within,1
2017,DataType,No dataset,RqType,Measurement and Methodological Advances,within,1
2017,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Decomposition / Structural Approaches,within,1
2017,DataType,National Survey Data,Measure,Decomposition / Structural Approaches,within,1
2017,RqType,"Policy, Institutional, and Geographic Impacts",Measure,Decomposition / Structural Approaches,within,1
2017,DataType,Natural/Experimental Data,Measure,Decomposition / Structural Approaches,within,1
2017,Measure,Regression‐based Measures,DataType,Linked Administrative Data,within,1
2017,Measure,Absolute Mobility Measures,DataType,Linked Administrative Data,within,1
2017,Measure,Regression‐based Measures,DataType,Administrative/Registry Data,within,1
2017,RqType,Empirical Estimates and Determinants,DataType,Administrative/Registry Data,within,1
2017,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",DataType,No dataset,within,1
2017,Measure,Absolute Mobility Measures,DataType,No dataset,within,1
2017,RqType,Measurement and Methodological Advances,DataType,No dataset,within,1
2017,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,No dataset,within,1
2017,Measure,Non‐parametric Approaches,DataType,No dataset,within,1
2017,DataType,Administrative/Registry Data,RqType,Empirical Estimates and Determinants,within,1
2017,Measure,Regression‐based Measures,DataType,National Survey Data,within,1
2017,RqType,Empirical Estimates and Determinants,DataType,National Survey Data,within,1
2017,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,National Survey Data,within,1
2017,Measure,Decomposition / Structural Approaches,DataType,National Survey Data,within,1
2018,RqType,Empirical Estimates and Determinants,Measure,Regression‐based Measures,within,9
2018,Measure,Regression‐based Measures,RqType,Empirical Estimates and Determinants,within,9
2018,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Regression‐based Measures,within,7
2018,Measure,Regression‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,7
2018,Measure,Regression‐based Measures,DataType,Panel/Longitudinal Surveys,within,5
2018,RqType,Empirical Estimates and Determinants,DataType,Panel/Longitudinal Surveys,within,5
2018,DataType,Panel/Longitudinal Surveys,Measure,Regression‐based Measures,within,5
2018,DataType,Panel/Longitudinal Surveys,RqType,Empirical Estimates and Determinants,within,5
2018,Measure,Regression‐based Measures,RqType,"Policy, Institutional, and Geographic Impacts",within,4
2018,Measure,Regression‐based Measures,DataType,National Survey Data,within,4
2018,RqType,"Policy, Institutional, and Geographic Impacts",Measure,Regression‐based Measures,within,4
2018,DataType,National Survey Data,Measure,Regression‐based Measures,within,4
2018,DataType,Linked Administrative Data,Measure,Regression‐based Measures,within,3
2018,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,National Survey Data,within,3
2018,Measure,Decomposition / Structural Approaches,RqType,Intergenerational Wealth Mobility and Inheritance,within,3
2018,DataType,National Survey Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,3
2018,Measure,Regression‐based Measures,DataType,Archival/Historical Data,within,3
2018,Measure,Regression‐based Measures,DataType,Linked Administrative Data,within,3
2018,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Decomposition / Structural Approaches,within,3
2018,Measure,Regression‐based Measures,DataType,No dataset,within,3
2018,DataType,Administrative/Registry Data,RqType,Empirical Estimates and Determinants,within,3
2018,DataType,Archival/Historical Data,Measure,Regression‐based Measures,within,3
2018,DataType,Administrative/Registry Data,Measure,Regression‐based Measures,within,3
2018,DataType,No dataset,Measure,Regression‐based Measures,within,3
2018,RqType,Empirical Estimates and Determinants,DataType,Administrative/Registry Data,within,3
2018,Measure,Regression‐based Measures,DataType,Administrative/Registry Data,within,3
2018,Measure,Rank‐based Measures,DataType,Administrative/Registry Data,within,2
2018,Measure,Decomposition / Structural Approaches,DataType,Administrative/Registry Data,within,2
2018,DataType,Linked Administrative Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,2
2018,Measure,Absolute Mobility Measures,DataType,Panel/Longitudinal Surveys,within,2
2018,DataType,No dataset,RqType,Theoretical and Structural Models,within,2
2018,Measure,Regression‐based Measures,RqType,Theoretical and Structural Models,within,2
2018,DataType,No dataset,RqType,Empirical Estimates and Determinants,within,2
2018,Measure,Absolute Mobility Measures,RqType,Empirical Estimates and Determinants,within,2
2018,RqType,Empirical Estimates and Determinants,Measure,Absolute Mobility Measures,within,2
2018,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Absolute Mobility Measures,within,2
2018,Measure,Regression‐based Measures,Measure,Absolute Mobility Measures,within,2
2018,DataType,Panel/Longitudinal Surveys,Measure,Absolute Mobility Measures,within,2
2018,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Linked Administrative Data,within,2
2018,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Archival/Historical Data,within,2
2018,DataType,Archival/Historical Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,2
2018,DataType,No dataset,RqType,Intergenerational Wealth Mobility and Inheritance,within,2
2018,Measure,Absolute Mobility Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,2
2018,Measure,Absolute Mobility Measures,Measure,Regression‐based Measures,within,2
2018,DataType,No dataset,Measure,Decomposition / Structural Approaches,within,2
2018,DataType,Administrative/Registry Data,Measure,Decomposition / Structural Approaches,within,2
2018,RqType,Empirical Estimates and Determinants,Measure,Rank‐based Measures,within,2
2018,DataType,Administrative/Registry Data,Measure,Rank‐based Measures,within,2
2018,RqType,Theoretical and Structural Models,DataType,No dataset,within,2
2018,Measure,Decomposition / Structural Approaches,DataType,No dataset,within,2
2018,RqType,Empirical Estimates and Determinants,DataType,No dataset,within,2
2018,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,No dataset,within,2
2018,Measure,Rank‐based Measures,RqType,Empirical Estimates and Determinants,within,2
2018,RqType,Theoretical and Structural Models,Measure,Regression‐based Measures,within,2
2018,Measure,Others_Measure,RqType,Perceptions of Mobility and Attitudes,within,1
2018,DataType,National Survey Data,RqType,Perceptions of Mobility and Attitudes,within,1
2018,RqType,Empirical Estimates and Determinants,DataType,Archival/Historical Data,within,1
2018,Measure,Regression‐based Measures,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",within,1
2018,DataType,Administrative/Registry Data,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",within,1
2018,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Panel/Longitudinal Surveys,within,1
2018,DataType,No dataset,RqType,Measurement and Methodological Advances,within,1
2018,Measure,Transition Matrix / Probability Measures,RqType,Measurement and Methodological Advances,within,1
2018,DataType,Administrative/Registry Data,RqType,Measurement and Methodological Advances,within,1
2018,Measure,Rank‐based Measures,RqType,Measurement and Methodological Advances,within,1
2018,DataType,Linked Administrative Data,RqType,"Policy, Institutional, and Geographic Impacts",within,1
2018,DataType,Natural/Experimental Data,RqType,"Policy, Institutional, and Geographic Impacts",within,1
2018,DataType,Administrative/Registry Data,RqType,"Policy, Institutional, and Geographic Impacts",within,1
2018,DataType,No dataset,RqType,"Policy, Institutional, and Geographic Impacts",within,1
2018,Measure,Regression‐based Measures,DataType,Natural/Experimental Data,within,1
2018,RqType,"Policy, Institutional, and Geographic Impacts",DataType,Natural/Experimental Data,within,1
2018,DataType,Linked Administrative Data,Measure,Decomposition / Structural Approaches,within,1
2018,Measure,Regression‐based Measures,Measure,Decomposition / Structural Approaches,within,1
2018,Measure,Decomposition / Structural Approaches,Measure,Regression‐based Measures,within,1
2018,DataType,Linked Administrative Data,Measure,Rank‐based Measures,within,1
2018,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Rank‐based Measures,within,1
2018,Measure,Regression‐based Measures,Measure,Rank‐based Measures,within,1
2018,DataType,Panel/Longitudinal Surveys,Measure,Rank‐based Measures,within,1
2018,RqType,Measurement and Methodological Advances,Measure,Rank‐based Measures,within,1
2018,Measure,Rank‐based Measures,DataType,Linked Administrative Data,within,1
2018,RqType,"Policy, Institutional, and Geographic Impacts",DataType,Linked Administrative Data,within,1
2018,RqType,Theoretical and Structural Models,DataType,Linked Administrative Data,within,1
2018,RqType,Empirical Estimates and Determinants,DataType,National Survey Data,within,1
2018,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,Administrative/Registry Data,within,1
2018,RqType,"Policy, Institutional, and Geographic Impacts",DataType,Administrative/Registry Data,within,1
2018,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Administrative/Registry Data,within,1
2018,RqType,Measurement and Methodological Advances,DataType,Administrative/Registry Data,within,1
2018,DataType,No dataset,Measure,Absolute Mobility Measures,within,1
2018,DataType,National Survey Data,Measure,Absolute Mobility Measures,within,1
2018,Measure,Decomposition / Structural Approaches,DataType,Linked Administrative Data,within,1
2018,Measure,Decomposition / Structural Approaches,RqType,Theoretical and Structural Models,within,1
2018,DataType,Linked Administrative Data,RqType,Theoretical and Structural Models,within,1
2018,Measure,Others_Measure,DataType,National Survey Data,within,1
2018,RqType,Perceptions of Mobility and Attitudes,DataType,National Survey Data,within,1
2018,Measure,Absolute Mobility Measures,DataType,National Survey Data,within,1
2018,Measure,Decomposition / Structural Approaches,RqType,Empirical Estimates and Determinants,within,1
2018,DataType,Archival/Historical Data,RqType,Empirical Estimates and Determinants,within,1
2018,DataType,International Panel Data,RqType,Empirical Estimates and Determinants,within,1
2018,DataType,National Survey Data,RqType,Empirical Estimates and Determinants,within,1
2018,Measure,Transition Matrix / Probability Measures,DataType,No dataset,within,1
2018,RqType,Measurement and Methodological Advances,DataType,No dataset,within,1
2018,Measure,Absolute Mobility Measures,DataType,No dataset,within,1
2018,RqType,"Policy, Institutional, and Geographic Impacts",DataType,No dataset,within,1
2018,Measure,Others_Measure,DataType,No dataset,within,1
2018,Measure,Rank‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2018,Measure,Others_Measure,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2018,DataType,Administrative/Registry Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2018,DataType,Panel/Longitudinal Surveys,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2018,DataType,National Survey Data,Measure,Others_Measure,within,1
2018,RqType,Perceptions of Mobility and Attitudes,Measure,Others_Measure,within,1
2018,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Others_Measure,within,1
2018,DataType,No dataset,Measure,Others_Measure,within,1
2018,DataType,No dataset,Measure,Transition Matrix / Probability Measures,within,1
2018,RqType,Measurement and Methodological Advances,Measure,Transition Matrix / Probability Measures,within,1
2018,RqType,Theoretical and Structural Models,Measure,Decomposition / Structural Approaches,within,1
2018,RqType,Empirical Estimates and Determinants,Measure,Decomposition / Structural Approaches,within,1
2018,Measure,Regression‐based Measures,DataType,International Panel Data,within,1
2018,RqType,Empirical Estimates and Determinants,DataType,International Panel Data,within,1
2018,Measure,Rank‐based Measures,Measure,Regression‐based Measures,within,1
2018,DataType,Natural/Experimental Data,Measure,Regression‐based Measures,within,1
2018,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Regression‐based Measures,within,1
2018,DataType,International Panel Data,Measure,Regression‐based Measures,within,1
2018,Measure,Rank‐based Measures,DataType,Panel/Longitudinal Surveys,within,1
2019,RqType,Empirical Estimates and Determinants,Measure,Regression‐based Measures,within,12
2019,Measure,Regression‐based Measures,RqType,Empirical Estimates and Determinants,within,12
2019,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Regression‐based Measures,within,11
2019,Measure,Regression‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,11
2019,Measure,Regression‐based Measures,DataType,Panel/Longitudinal Surveys,within,9
2019,DataType,Panel/Longitudinal Surveys,Measure,Regression‐based Measures,within,9
2019,DataType,National Survey Data,Measure,Regression‐based Measures,within,8
2019,Measure,Regression‐based Measures,DataType,National Survey Data,within,8
2019,DataType,Administrative/Registry Data,Measure,Regression‐based Measures,within,6
2019,Measure,Regression‐based Measures,DataType,Administrative/Registry Data,within,6
2019,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Administrative/Registry Data,within,5
2019,RqType,Empirical Estimates and Determinants,DataType,National Survey Data,within,5
2019,DataType,National Survey Data,RqType,Empirical Estimates and Determinants,within,5
2019,DataType,Administrative/Registry Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,5
2019,DataType,Panel/Longitudinal Surveys,RqType,Intergenerational Wealth Mobility and Inheritance,within,4
2019,RqType,Empirical Estimates and Determinants,DataType,Linked Administrative Data,within,4
2019,Measure,Regression‐based Measures,RqType,"Policy, Institutional, and Geographic Impacts",within,4
2019,RqType,"Policy, Institutional, and Geographic Impacts",Measure,Regression‐based Measures,within,4
2019,Measure,Transition Matrix / Probability Measures,RqType,Empirical Estimates and Determinants,within,4
2019,DataType,Panel/Longitudinal Surveys,RqType,Empirical Estimates and Determinants,within,4
2019,DataType,Linked Administrative Data,RqType,Empirical Estimates and Determinants,within,4
2019,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Panel/Longitudinal Surveys,within,4
2019,RqType,Empirical Estimates and Determinants,DataType,Panel/Longitudinal Surveys,within,4
2019,RqType,Empirical Estimates and Determinants,Measure,Transition Matrix / Probability Measures,within,4
2019,DataType,No dataset,Measure,Decomposition / Structural Approaches,within,3
2019,Measure,Decomposition / Structural Approaches,DataType,No dataset,within,3
2019,RqType,Empirical Estimates and Determinants,Measure,Rank‐based Measures,within,3
2019,Measure,Regression‐based Measures,DataType,Linked Administrative Data,within,3
2019,RqType,Empirical Estimates and Determinants,DataType,Administrative/Registry Data,within,3
2019,DataType,Linked Administrative Data,Measure,Regression‐based Measures,within,3
2019,Measure,Others_Measure,RqType,Empirical Estimates and Determinants,within,3
2019,DataType,Administrative/Registry Data,RqType,Empirical Estimates and Determinants,within,3
2019,Measure,Decomposition / Structural Approaches,RqType,Empirical Estimates and Determinants,within,3
2019,Measure,Rank‐based Measures,RqType,Empirical Estimates and Determinants,within,3
2019,RqType,Empirical Estimates and Determinants,Measure,Others_Measure,within,3
2019,RqType,Empirical Estimates and Determinants,Measure,Decomposition / Structural Approaches,within,3
2019,DataType,Panel/Longitudinal Surveys,Measure,Decomposition / Structural Approaches,within,2
2019,DataType,Linked Administrative Data,Measure,Decomposition / Structural Approaches,within,2
2019,RqType,"Policy, Institutional, and Geographic Impacts",DataType,Linked Administrative Data,within,2
2019,Measure,Transition Matrix / Probability Measures,DataType,Linked Administrative Data,within,2
2019,Measure,Decomposition / Structural Approaches,DataType,Linked Administrative Data,within,2
2019,Measure,Rank‐based Measures,DataType,Linked Administrative Data,within,2
2019,Measure,Absolute Mobility Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,2
2019,DataType,National Survey Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,2
2019,DataType,Linked Administrative Data,RqType,"Policy, Institutional, and Geographic Impacts",within,2
2019,Measure,Regression‐based Measures,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",within,2
2019,RqType,Theoretical and Structural Models,Measure,Decomposition / Structural Approaches,within,2
2019,Measure,Transition Matrix / Probability Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,2
2019,Measure,Absolute Mobility Measures,Measure,Regression‐based Measures,within,2
2019,RqType,Empirical Estimates and Determinants,DataType,University/Institution Data,within,2
2019,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Transition Matrix / Probability Measures,within,2
2019,Measure,Regression‐based Measures,Measure,Transition Matrix / Probability Measures,within,2
2019,DataType,Linked Administrative Data,Measure,Transition Matrix / Probability Measures,within,2
2019,Measure,Decomposition / Structural Approaches,RqType,Theoretical and Structural Models,within,2
2019,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,National Survey Data,within,2
2019,DataType,Linked Administrative Data,Measure,Rank‐based Measures,within,2
2019,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Absolute Mobility Measures,within,2
2019,Measure,Regression‐based Measures,Measure,Absolute Mobility Measures,within,2
2019,RqType,Empirical Estimates and Determinants,DataType,No dataset,within,2
2019,Measure,Others_Measure,DataType,No dataset,within,2
2019,RqType,Theoretical and Structural Models,DataType,No dataset,within,2
2019,DataType,No dataset,Measure,Others_Measure,within,2
2019,DataType,Administrative/Registry Data,Measure,Others_Measure,within,2
2019,DataType,No dataset,RqType,Theoretical and Structural Models,within,2
2019,Measure,Decomposition / Structural Approaches,DataType,Panel/Longitudinal Surveys,within,2
2019,DataType,No dataset,RqType,Measurement and Methodological Advances,within,2
2019,Measure,Regression‐based Measures,DataType,No dataset,within,2
2019,RqType,Measurement and Methodological Advances,DataType,No dataset,within,2
2019,DataType,No dataset,RqType,Empirical Estimates and Determinants,within,2
2019,DataType,University/Institution Data,RqType,Empirical Estimates and Determinants,within,2
2019,Measure,Others_Measure,DataType,Administrative/Registry Data,within,2
2019,DataType,No dataset,Measure,Regression‐based Measures,within,2
2019,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Measure,Regression‐based Measures,within,2
2019,Measure,Transition Matrix / Probability Measures,Measure,Regression‐based Measures,within,2
2019,DataType,International Panel Data,Measure,Regression‐based Measures,within,1
2019,DataType,Archival/Historical Data,Measure,Regression‐based Measures,within,1
2019,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Regression‐based Measures,within,1
2019,DataType,Others_DataType,Measure,Regression‐based Measures,within,1
2019,RqType,Measurement and Methodological Advances,Measure,Regression‐based Measures,within,1
2019,Measure,Decomposition / Structural Approaches,Measure,Regression‐based Measures,within,1
2019,Measure,Others_Measure,Measure,Regression‐based Measures,within,1
2019,DataType,National Survey Data,Measure,Absolute Mobility Measures,within,1
2019,RqType,Empirical Estimates and Determinants,Measure,Absolute Mobility Measures,within,1
2019,Measure,Others_Measure,Measure,Absolute Mobility Measures,within,1
2019,DataType,University/Institution Data,Measure,Absolute Mobility Measures,within,1
2019,DataType,Administrative/Registry Data,Measure,Absolute Mobility Measures,within,1
2019,DataType,Panel/Longitudinal Surveys,Measure,Absolute Mobility Measures,within,1
2019,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Measure,Absolute Mobility Measures,within,1
2019,DataType,National Survey Data,RqType,Perceptions of Mobility and Attitudes,within,1
2019,Measure,Rank‐based Measures,RqType,Perceptions of Mobility and Attitudes,within,1
2019,Measure,Others_Measure,RqType,Perceptions of Mobility and Attitudes,within,1
2019,DataType,Natural/Experimental Data,RqType,Perceptions of Mobility and Attitudes,within,1
2019,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Archival/Historical Data,within,1
2019,Measure,Regression‐based Measures,DataType,Archival/Historical Data,within,1
2019,DataType,No dataset,Measure,Non‐parametric Approaches,within,1
2019,RqType,Measurement and Methodological Advances,Measure,Non‐parametric Approaches,within,1
2019,Measure,Regression‐based Measures,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",within,1
2019,DataType,Administrative/Registry Data,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",within,1
2019,DataType,Linked Administrative Data,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",within,1
2019,Measure,Transition Matrix / Probability Measures,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",within,1
2019,Measure,Absolute Mobility Measures,DataType,University/Institution Data,within,1
2019,Measure,Others_Measure,DataType,University/Institution Data,within,1
2019,Measure,Transition Matrix / Probability Measures,DataType,University/Institution Data,within,1
2019,DataType,Panel/Longitudinal Surveys,RqType,"Policy, Institutional, and Geographic Impacts",within,1
2019,DataType,No dataset,RqType,"Policy, Institutional, and Geographic Impacts",within,1
2019,Measure,Decomposition / Structural Approaches,RqType,"Policy, Institutional, and Geographic Impacts",within,1
2019,DataType,Administrative/Registry Data,RqType,"Policy, Institutional, and Geographic Impacts",within,1
2019,Measure,Others_Measure,DataType,Natural/Experimental Data,within,1
2019,RqType,Perceptions of Mobility and Attitudes,DataType,Natural/Experimental Data,within,1
2019,DataType,National Survey Data,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",within,1
2019,Measure,Absolute Mobility Measures,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",within,1
2019,DataType,Panel/Longitudinal Surveys,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",within,1
2019,Measure,Others_Measure,Measure,Decomposition / Structural Approaches,within,1
2019,RqType,"Policy, Institutional, and Geographic Impacts",Measure,Decomposition / Structural Approaches,within,1
2019,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Decomposition / Structural Approaches,within,1
2019,Measure,Regression‐based Measures,Measure,Decomposition / Structural Approaches,within,1
2019,RqType,Measurement and Methodological Advances,Measure,Decomposition / Structural Approaches,within,1
2019,DataType,Administrative/Registry Data,Measure,Decomposition / Structural Approaches,within,1
2019,Measure,Regression‐based Measures,DataType,International Panel Data,within,1
2019,RqType,Empirical Estimates and Determinants,DataType,International Panel Data,within,1
2019,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Linked Administrative Data,within,1
2019,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,Linked Administrative Data,within,1
2019,DataType,Archival/Historical Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2019,DataType,Others_DataType,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2019,DataType,Linked Administrative Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2019,Measure,Others_Measure,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2019,Measure,Decomposition / Structural Approaches,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2019,DataType,No dataset,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2019,DataType,National Survey Data,Measure,Rank‐based Measures,within,1
2019,RqType,Perceptions of Mobility and Attitudes,Measure,Rank‐based Measures,within,1
2019,Measure,Transition Matrix / Probability Measures,Measure,Rank‐based Measures,within,1
2019,Measure,Regression‐based Measures,Measure,Rank‐based Measures,within,1
2019,DataType,Panel/Longitudinal Surveys,Measure,Rank‐based Measures,within,1
2019,DataType,No dataset,Measure,Transition Matrix / Probability Measures,within,1
2019,DataType,Panel/Longitudinal Surveys,Measure,Transition Matrix / Probability Measures,within,1
2019,DataType,Others_DataType,Measure,Transition Matrix / Probability Measures,within,1
2019,DataType,University/Institution Data,Measure,Transition Matrix / Probability Measures,within,1
2019,DataType,National Survey Data,Measure,Transition Matrix / Probability Measures,within,1
2019,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Transition Matrix / Probability Measures,within,1
2019,Measure,Rank‐based Measures,Measure,Transition Matrix / Probability Measures,within,1
2019,Measure,Others_Measure,RqType,Theoretical and Structural Models,within,1
2019,Measure,Absolute Mobility Measures,DataType,National Survey Data,within,1
