from_type,from_val,to_type,to_val,source,weight
RqType,"Policy, Institutional, and Geographic Impacts",Measure,Regression‐based Measures,citation,2
RqType,"Policy, Institutional, and Geographic Impacts",DataType,No dataset,citation,2
RqType,"Policy, Institutional, and Geographic Impacts",RqType,Theoretical and Structural Models,citation,2
RqType,"Policy, Institutional, and Geographic Impacts",Measure,Decomposition / Structural Approaches,citation,2
RqType,"Policy, Institutional, and Geographic Impacts",RqType,"Policy, Institutional, and Geographic Impacts",citation,2
RqType,"Policy, Institutional, and Geographic Impacts",RqType,Empirical Estimates and Determinants,citation,2
RqType,"Policy, Institutional, and Geographic Impacts",DataType,Panel/Longitudinal Surveys,citation,2
DataType,No dataset,DataType,No dataset,citation,2
DataType,No dataset,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",citation,2
DataType,No dataset,RqType,"Policy, Institutional, and Geographic Impacts",citation,2
DataType,No dataset,Measure,Transition Matrix / Probability Measures,citation,2
DataType,No dataset,Measure,Decomposition / Structural Approaches,citation,2
DataType,No dataset,DataType,Panel/Longitudinal Surveys,citation,2
DataType,No dataset,RqType,Empirical Estimates and Determinants,citation,2
DataType,No dataset,RqType,Empirical Estimates and Determinants,citation,2
DataType,No dataset,DataType,Panel/Longitudinal Surveys,citation,2
DataType,No dataset,DataType,Archival/Historical Data,citation,2
DataType,No dataset,DataType,National Survey Data,citation,2
DataType,No dataset,Measure,Rank‐based Measures,citation,2
DataType,No dataset,DataType,Panel/Longitudinal Surveys,citation,2
DataType,No dataset,RqType,Empirical Estimates and Determinants,citation,2
DataType,No dataset,DataType,Linked Administrative Data,citation,2
DataType,No dataset,Measure,Regression‐based Measures,citation,2
DataType,No dataset,DataType,No dataset,citation,2
DataType,No dataset,RqType,Empirical Estimates and Determinants,citation,2
DataType,No dataset,RqType,Empirical Estimates and Determinants,citation,2
DataType,No dataset,Measure,Transition Matrix / Probability Measures,citation,2
DataType,No dataset,DataType,Administrative/Registry Data,citation,2
DataType,No dataset,DataType,Linked Administrative Data,citation,2
DataType,No dataset,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
DataType,No dataset,Measure,Regression‐based Measures,citation,2
DataType,No dataset,DataType,No dataset,citation,2
DataType,No dataset,Measure,Non‐parametric Approaches,citation,2
DataType,No dataset,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
DataType,No dataset,DataType,Panel/Longitudinal Surveys,citation,2
DataType,No dataset,Measure,Decomposition / Structural Approaches,citation,2
DataType,No dataset,DataType,No dataset,citation,2
DataType,No dataset,RqType,Theoretical and Structural Models,citation,2
DataType,No dataset,DataType,No dataset,citation,2
DataType,No dataset,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
DataType,No dataset,RqType,Measurement and Methodological Advances,citation,2
DataType,No dataset,RqType,Measurement and Methodological Advances,citation,2
DataType,No dataset,Measure,Non‐parametric Approaches,citation,2
DataType,No dataset,RqType,"Policy, Institutional, and Geographic Impacts",citation,2
DataType,No dataset,DataType,International Panel Data,citation,2
DataType,No dataset,DataType,Archival/Historical Data,citation,2
DataType,No dataset,Measure,Absolute Mobility Measures,citation,2
DataType,No dataset,RqType,Empirical Estimates and Determinants,citation,2
DataType,No dataset,DataType,Panel/Longitudinal Surveys,citation,2
DataType,No dataset,Measure,Decomposition / Structural Approaches,citation,2
RqType,Empirical Estimates and Determinants,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
RqType,Empirical Estimates and Determinants,Measure,Regression‐based Measures,citation,2
RqType,Empirical Estimates and Determinants,Measure,Rank‐based Measures,citation,2
RqType,Empirical Estimates and Determinants,DataType,International Panel Data,citation,2
RqType,Empirical Estimates and Determinants,DataType,Linked Administrative Data,citation,2
RqType,Empirical Estimates and Determinants,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",citation,2
RqType,Empirical Estimates and Determinants,DataType,Administrative/Registry Data,citation,2
RqType,Empirical Estimates and Determinants,DataType,Archival/Historical Data,citation,2
RqType,Empirical Estimates and Determinants,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,citation,2
RqType,Empirical Estimates and Determinants,Measure,Others_Measure,citation,2
RqType,Empirical Estimates and Determinants,DataType,Administrative/Registry Data,citation,2
RqType,Empirical Estimates and Determinants,DataType,Linked Administrative Data,citation,2
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,citation,2
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,citation,2
RqType,Empirical Estimates and Determinants,Measure,Non‐parametric Approaches,citation,2
RqType,Empirical Estimates and Determinants,Measure,Absolute Mobility Measures,citation,2
RqType,Empirical Estimates and Determinants,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
RqType,Empirical Estimates and Determinants,DataType,Others_DataType,citation,2
RqType,Empirical Estimates and Determinants,DataType,Archival/Historical Data,citation,2
RqType,Empirical Estimates and Determinants,DataType,National Survey Data,citation,2
RqType,Empirical Estimates and Determinants,Measure,Decomposition / Structural Approaches,citation,2
RqType,Empirical Estimates and Determinants,Measure,Transition Matrix / Probability Measures,citation,2
RqType,Empirical Estimates and Determinants,Measure,Absolute Mobility Measures,citation,2
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,citation,2
RqType,Empirical Estimates and Determinants,DataType,Archival/Historical Data,citation,2
RqType,Empirical Estimates and Determinants,DataType,National Survey Data,citation,2
RqType,Empirical Estimates and Determinants,DataType,Archival/Historical Data,citation,2
RqType,Empirical Estimates and Determinants,DataType,No dataset,citation,2
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,citation,2
RqType,Empirical Estimates and Determinants,Measure,Absolute Mobility Measures,citation,2
RqType,Empirical Estimates and Determinants,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,citation,2
RqType,Empirical Estimates and Determinants,Measure,Transition Matrix / Probability Measures,citation,2
RqType,Empirical Estimates and Determinants,Measure,Regression‐based Measures,citation,2
RqType,Empirical Estimates and Determinants,RqType,Empirical Estimates and Determinants,citation,2
Measure,Transition Matrix / Probability Measures,Measure,Regression‐based Measures,citation,2
Measure,Transition Matrix / Probability Measures,DataType,Administrative/Registry Data,citation,2
Measure,Transition Matrix / Probability Measures,Measure,Regression‐based Measures,citation,2
Measure,Transition Matrix / Probability Measures,RqType,Empirical Estimates and Determinants,citation,2
Measure,Transition Matrix / Probability Measures,DataType,Panel/Longitudinal Surveys,citation,2
Measure,Transition Matrix / Probability Measures,DataType,National Survey Data,citation,2
Measure,Transition Matrix / Probability Measures,Measure,Rank‐based Measures,citation,2
Measure,Transition Matrix / Probability Measures,RqType,Empirical Estimates and Determinants,citation,2
Measure,Transition Matrix / Probability Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
Measure,Transition Matrix / Probability Measures,DataType,No dataset,citation,2
Measure,Transition Matrix / Probability Measures,RqType,Empirical Estimates and Determinants,citation,2
Measure,Transition Matrix / Probability Measures,RqType,"Policy, Institutional, and Geographic Impacts",citation,2
Measure,Transition Matrix / Probability Measures,Measure,Rank‐based Measures,citation,2
Measure,Transition Matrix / Probability Measures,Measure,Decomposition / Structural Approaches,citation,2
Measure,Transition Matrix / Probability Measures,Measure,Regression‐based Measures,citation,2
Measure,Transition Matrix / Probability Measures,RqType,Measurement and Methodological Advances,citation,2
Measure,Transition Matrix / Probability Measures,Measure,Decomposition / Structural Approaches,citation,2
Measure,Transition Matrix / Probability Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
Measure,Transition Matrix / Probability Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
Measure,Transition Matrix / Probability Measures,Measure,Transition Matrix / Probability Measures,citation,2
Measure,Transition Matrix / Probability Measures,RqType,"Policy, Institutional, and Geographic Impacts",citation,2
Measure,Transition Matrix / Probability Measures,Measure,Regression‐based Measures,citation,2
DataType,Panel/Longitudinal Surveys,Measure,Absolute Mobility Measures,citation,2
DataType,Panel/Longitudinal Surveys,DataType,National Survey Data,citation,2
DataType,Panel/Longitudinal Surveys,DataType,Others_DataType,citation,2
DataType,Panel/Longitudinal Surveys,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
DataType,Panel/Longitudinal Surveys,Measure,Regression‐based Measures,citation,2
DataType,Panel/Longitudinal Surveys,DataType,Administrative/Registry Data,citation,2
DataType,Panel/Longitudinal Surveys,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
DataType,Panel/Longitudinal Surveys,RqType,Measurement and Methodological Advances,citation,2
DataType,Panel/Longitudinal Surveys,DataType,No dataset,citation,2
DataType,Panel/Longitudinal Surveys,DataType,Linked Administrative Data,citation,2
DataType,Panel/Longitudinal Surveys,RqType,"Policy, Institutional, and Geographic Impacts",citation,2
DataType,Panel/Longitudinal Surveys,Measure,Regression‐based Measures,citation,2
DataType,Panel/Longitudinal Surveys,RqType,Measurement and Methodological Advances,citation,2
DataType,Panel/Longitudinal Surveys,DataType,Panel/Longitudinal Surveys,citation,2
DataType,Panel/Longitudinal Surveys,Measure,Transition Matrix / Probability Measures,citation,2
DataType,Panel/Longitudinal Surveys,DataType,Administrative/Registry Data,citation,2
DataType,Panel/Longitudinal Surveys,DataType,Administrative/Registry Data,citation,2
DataType,Panel/Longitudinal Surveys,DataType,Panel/Longitudinal Surveys,citation,2
DataType,Panel/Longitudinal Surveys,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",citation,2
DataType,Panel/Longitudinal Surveys,RqType,Empirical Estimates and Determinants,citation,2
DataType,Panel/Longitudinal Surveys,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
DataType,Panel/Longitudinal Surveys,Measure,Transition Matrix / Probability Measures,citation,2
DataType,Panel/Longitudinal Surveys,RqType,"Policy, Institutional, and Geographic Impacts",citation,2
DataType,Panel/Longitudinal Surveys,Measure,Rank‐based Measures,citation,2
DataType,Panel/Longitudinal Surveys,DataType,Panel/Longitudinal Surveys,citation,2
DataType,Panel/Longitudinal Surveys,Measure,Rank‐based Measures,citation,2
DataType,Panel/Longitudinal Surveys,DataType,Administrative/Registry Data,citation,2
RqType,Measurement and Methodological Advances,DataType,Linked Administrative Data,citation,2
RqType,Measurement and Methodological Advances,RqType,Empirical Estimates and Determinants,citation,2
RqType,Measurement and Methodological Advances,DataType,Linked Administrative Data,citation,2
RqType,Measurement and Methodological Advances,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
RqType,Measurement and Methodological Advances,Measure,Rank‐based Measures,citation,2
RqType,Measurement and Methodological Advances,DataType,Panel/Longitudinal Surveys,citation,2
RqType,Measurement and Methodological Advances,DataType,Linked Administrative Data,citation,2
RqType,Measurement and Methodological Advances,Measure,Absolute Mobility Measures,citation,2
RqType,Measurement and Methodological Advances,RqType,Measurement and Methodological Advances,citation,2
RqType,Measurement and Methodological Advances,Measure,Rank‐based Measures,citation,2
RqType,Measurement and Methodological Advances,DataType,Linked Administrative Data,citation,2
RqType,Measurement and Methodological Advances,Measure,Regression‐based Measures,citation,2
RqType,Measurement and Methodological Advances,DataType,No dataset,citation,2
RqType,Measurement and Methodological Advances,RqType,Empirical Estimates and Determinants,citation,2
RqType,Measurement and Methodological Advances,RqType,Measurement and Methodological Advances,citation,2
RqType,Measurement and Methodological Advances,Measure,Others_Measure,citation,2
RqType,Measurement and Methodological Advances,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
RqType,Measurement and Methodological Advances,Measure,Regression‐based Measures,citation,2
RqType,Measurement and Methodological Advances,Measure,Transition Matrix / Probability Measures,citation,2
RqType,Measurement and Methodological Advances,DataType,Administrative/Registry Data,citation,2
RqType,Measurement and Methodological Advances,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
RqType,Measurement and Methodological Advances,DataType,Panel/Longitudinal Surveys,citation,2
RqType,Measurement and Methodological Advances,Measure,Decomposition / Structural Approaches,citation,2
RqType,Measurement and Methodological Advances,DataType,Linked Administrative Data,citation,2
RqType,Measurement and Methodological Advances,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
RqType,Measurement and Methodological Advances,Measure,Regression‐based Measures,citation,2
RqType,Measurement and Methodological Advances,DataType,Panel/Longitudinal Surveys,citation,2
RqType,Measurement and Methodological Advances,Measure,Regression‐based Measures,citation,2
RqType,Measurement and Methodological Advances,RqType,Empirical Estimates and Determinants,citation,2
RqType,Measurement and Methodological Advances,DataType,Panel/Longitudinal Surveys,citation,2
RqType,Measurement and Methodological Advances,DataType,National Survey Data,citation,2
RqType,Measurement and Methodological Advances,Measure,Non‐parametric Approaches,citation,2
RqType,Measurement and Methodological Advances,RqType,Measurement and Methodological Advances,citation,2
RqType,Measurement and Methodological Advances,DataType,Linked Administrative Data,citation,2
RqType,Measurement and Methodological Advances,Measure,Non‐parametric Approaches,citation,2
RqType,Measurement and Methodological Advances,Measure,Decomposition / Structural Approaches,citation,2
RqType,Measurement and Methodological Advances,DataType,No dataset,citation,2
RqType,Measurement and Methodological Advances,RqType,Theoretical and Structural Models,citation,2
RqType,Measurement and Methodological Advances,Measure,Decomposition / Structural Approaches,citation,2
RqType,Measurement and Methodological Advances,Measure,Transition Matrix / Probability Measures,citation,2
RqType,Measurement and Methodological Advances,RqType,Empirical Estimates and Determinants,citation,2
RqType,Measurement and Methodological Advances,DataType,Panel/Longitudinal Surveys,citation,2
RqType,Measurement and Methodological Advances,DataType,Panel/Longitudinal Surveys,citation,2
RqType,Measurement and Methodological Advances,DataType,Linked Administrative Data,citation,2
RqType,Measurement and Methodological Advances,Measure,Regression‐based Measures,citation,2
RqType,Measurement and Methodological Advances,RqType,Empirical Estimates and Determinants,citation,2
RqType,Measurement and Methodological Advances,DataType,No dataset,citation,2
RqType,Measurement and Methodological Advances,RqType,"Policy, Institutional, and Geographic Impacts",citation,2
RqType,Measurement and Methodological Advances,Measure,Others_Measure,citation,2
Measure,Absolute Mobility Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
Measure,Absolute Mobility Measures,DataType,Panel/Longitudinal Surveys,citation,2
Measure,Absolute Mobility Measures,Measure,Absolute Mobility Measures,citation,2
Measure,Absolute Mobility Measures,RqType,Measurement and Methodological Advances,citation,2
Measure,Absolute Mobility Measures,RqType,Measurement and Methodological Advances,citation,2
Measure,Absolute Mobility Measures,Measure,Absolute Mobility Measures,citation,2
Measure,Absolute Mobility Measures,RqType,Measurement and Methodological Advances,citation,2
Measure,Absolute Mobility Measures,RqType,Perceptions of Mobility and Attitudes,citation,2
Measure,Absolute Mobility Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
Measure,Absolute Mobility Measures,Measure,Regression‐based Measures,citation,2
Measure,Absolute Mobility Measures,DataType,Panel/Longitudinal Surveys,citation,2
Measure,Absolute Mobility Measures,DataType,No dataset,citation,2
Measure,Absolute Mobility Measures,RqType,Empirical Estimates and Determinants,citation,2
Measure,Absolute Mobility Measures,Measure,Decomposition / Structural Approaches,citation,2
Measure,Absolute Mobility Measures,DataType,No dataset,citation,2
Measure,Absolute Mobility Measures,DataType,No dataset,citation,2
Measure,Absolute Mobility Measures,Measure,Non‐parametric Approaches,citation,2
Measure,Absolute Mobility Measures,Measure,Others_Measure,citation,2
Measure,Absolute Mobility Measures,RqType,"Policy, Institutional, and Geographic Impacts",citation,2
Measure,Absolute Mobility Measures,RqType,"Policy, Institutional, and Geographic Impacts",citation,2
Measure,Absolute Mobility Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
Measure,Absolute Mobility Measures,DataType,Panel/Longitudinal Surveys,citation,2
Measure,Absolute Mobility Measures,Measure,Regression‐based Measures,citation,2
Measure,Absolute Mobility Measures,Measure,Others_Measure,citation,2
Measure,Absolute Mobility Measures,Measure,Regression‐based Measures,citation,2
Measure,Absolute Mobility Measures,Measure,Transition Matrix / Probability Measures,citation,2
Measure,Absolute Mobility Measures,Measure,Rank‐based Measures,citation,2
DataType,Linked Administrative Data,DataType,Panel/Longitudinal Surveys,citation,2
DataType,Linked Administrative Data,DataType,Panel/Longitudinal Surveys,citation,2
DataType,Linked Administrative Data,DataType,Linked Administrative Data,citation,2
DataType,Linked Administrative Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
DataType,Linked Administrative Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
DataType,Linked Administrative Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
DataType,Linked Administrative Data,DataType,Administrative/Registry Data,citation,2
DataType,Linked Administrative Data,Measure,Regression‐based Measures,citation,2
DataType,Linked Administrative Data,DataType,No dataset,citation,2
DataType,Linked Administrative Data,RqType,Measurement and Methodological Advances,citation,2
DataType,Linked Administrative Data,Measure,Others_Measure,citation,2
DataType,Linked Administrative Data,DataType,Panel/Longitudinal Surveys,citation,2
DataType,Linked Administrative Data,Measure,Decomposition / Structural Approaches,citation,2
DataType,Linked Administrative Data,DataType,Archival/Historical Data,citation,2
DataType,Linked Administrative Data,Measure,Transition Matrix / Probability Measures,citation,2
DataType,Linked Administrative Data,DataType,Panel/Longitudinal Surveys,citation,2
DataType,Linked Administrative Data,RqType,Measurement and Methodological Advances,citation,2
DataType,Linked Administrative Data,Measure,Rank‐based Measures,citation,2
DataType,Linked Administrative Data,RqType,"Policy, Institutional, and Geographic Impacts",citation,2
DataType,Linked Administrative Data,DataType,National Survey Data,citation,2
DataType,Linked Administrative Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
DataType,Linked Administrative Data,Measure,Rank‐based Measures,citation,2
DataType,Linked Administrative Data,RqType,Theoretical and Structural Models,citation,2
DataType,Linked Administrative Data,Measure,Decomposition / Structural Approaches,citation,2
DataType,Linked Administrative Data,Measure,Decomposition / Structural Approaches,citation,2
DataType,Linked Administrative Data,DataType,Panel/Longitudinal Surveys,citation,2
DataType,Linked Administrative Data,DataType,Panel/Longitudinal Surveys,citation,2
DataType,Linked Administrative Data,Measure,Transition Matrix / Probability Measures,citation,2
DataType,Linked Administrative Data,DataType,Administrative/Registry Data,citation,2
DataType,Linked Administrative Data,Measure,Rank‐based Measures,citation,2
DataType,Linked Administrative Data,Measure,Regression‐based Measures,citation,2
DataType,Linked Administrative Data,RqType,Empirical Estimates and Determinants,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Linked Administrative Data,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Measurement and Methodological Advances,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Administrative/Registry Data,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,No dataset,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Administrative/Registry Data,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Non‐parametric Approaches,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Non‐parametric Approaches,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Rank‐based Measures,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,No dataset,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Theoretical and Structural Models,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Transition Matrix / Probability Measures,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Non‐parametric Approaches,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,No dataset,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,No dataset,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Decomposition / Structural Approaches,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Administrative/Registry Data,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,"Policy, Institutional, and Geographic Impacts",citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Rank‐based Measures,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Regression‐based Measures,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Empirical Estimates and Determinants,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Regression‐based Measures,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Empirical Estimates and Determinants,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Measurement and Methodological Advances,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Decomposition / Structural Approaches,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Administrative/Registry Data,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Absolute Mobility Measures,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Regression‐based Measures,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,National Survey Data,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Rank‐based Measures,citation,2
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Archival/Historical Data,citation,2
Measure,Regression‐based Measures,DataType,Administrative/Registry Data,citation,2
Measure,Regression‐based Measures,Measure,Non‐parametric Approaches,citation,2
Measure,Regression‐based Measures,DataType,No dataset,citation,2
Measure,Regression‐based Measures,Measure,Decomposition / Structural Approaches,citation,2
Measure,Regression‐based Measures,DataType,Others_DataType,citation,2
Measure,Regression‐based Measures,Measure,Rank‐based Measures,citation,2
Measure,Regression‐based Measures,Measure,Transition Matrix / Probability Measures,citation,2
Measure,Regression‐based Measures,DataType,Panel/Longitudinal Surveys,citation,2
Measure,Regression‐based Measures,Measure,Non‐parametric Approaches,citation,2
Measure,Regression‐based Measures,DataType,Linked Administrative Data,citation,2
Measure,Regression‐based Measures,Measure,Rank‐based Measures,citation,2
Measure,Regression‐based Measures,DataType,No dataset,citation,2
Measure,Regression‐based Measures,DataType,National Survey Data,citation,2
Measure,Regression‐based Measures,DataType,Administrative/Registry Data,citation,2
Measure,Regression‐based Measures,RqType,"Policy, Institutional, and Geographic Impacts",citation,2
Measure,Regression‐based Measures,Measure,Others_Measure,citation,2
Measure,Regression‐based Measures,RqType,Empirical Estimates and Determinants,citation,2
Measure,Regression‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
Measure,Regression‐based Measures,Measure,Others_Measure,citation,2
Measure,Regression‐based Measures,Measure,Rank‐based Measures,citation,2
Measure,Regression‐based Measures,DataType,National Survey Data,citation,2
Measure,Regression‐based Measures,RqType,Empirical Estimates and Determinants,citation,2
Measure,Regression‐based Measures,Measure,Decomposition / Structural Approaches,citation,2
Measure,Regression‐based Measures,RqType,Theoretical and Structural Models,citation,2
DataType,No dataset,DataType,No dataset,citation,2
DataType,No dataset,RqType,Measurement and Methodological Advances,citation,2
DataType,No dataset,Measure,Others_Measure,citation,2
Measure,Absolute Mobility Measures,DataType,Linked Administrative Data,citation,1
Measure,Absolute Mobility Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
Measure,Absolute Mobility Measures,Measure,Rank‐based Measures,citation,1
Measure,Absolute Mobility Measures,DataType,Linked Administrative Data,citation,1
Measure,Absolute Mobility Measures,Measure,Decomposition / Structural Approaches,citation,1
Measure,Absolute Mobility Measures,RqType,Empirical Estimates and Determinants,citation,1
Measure,Absolute Mobility Measures,DataType,Panel/Longitudinal Surveys,citation,1
Measure,Absolute Mobility Measures,Measure,Rank‐based Measures,citation,1
Measure,Absolute Mobility Measures,Measure,Transition Matrix / Probability Measures,citation,1
Measure,Absolute Mobility Measures,DataType,International Panel Data,citation,1
Measure,Absolute Mobility Measures,Measure,Regression‐based Measures,citation,1
Measure,Absolute Mobility Measures,RqType,Empirical Estimates and Determinants,citation,1
Measure,Absolute Mobility Measures,DataType,Panel/Longitudinal Surveys,citation,1
Measure,Absolute Mobility Measures,Measure,Regression‐based Measures,citation,1
Measure,Absolute Mobility Measures,RqType,Empirical Estimates and Determinants,citation,1
Measure,Absolute Mobility Measures,DataType,Panel/Longitudinal Surveys,citation,1
Measure,Absolute Mobility Measures,Measure,Absolute Mobility Measures,citation,1
Measure,Absolute Mobility Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
Measure,Absolute Mobility Measures,Measure,Transition Matrix / Probability Measures,citation,1
Measure,Absolute Mobility Measures,DataType,Administrative/Registry Data,citation,1
Measure,Absolute Mobility Measures,DataType,Linked Administrative Data,citation,1
Measure,Absolute Mobility Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
Measure,Absolute Mobility Measures,Measure,Regression‐based Measures,citation,1
Measure,Absolute Mobility Measures,DataType,Linked Administrative Data,citation,1
Measure,Absolute Mobility Measures,Measure,Regression‐based Measures,citation,1
Measure,Absolute Mobility Measures,RqType,Empirical Estimates and Determinants,citation,1
Measure,Absolute Mobility Measures,DataType,Linked Administrative Data,citation,1
Measure,Absolute Mobility Measures,RqType,Empirical Estimates and Determinants,citation,1
Measure,Absolute Mobility Measures,Measure,Rank‐based Measures,citation,1
Measure,Absolute Mobility Measures,Measure,Absolute Mobility Measures,citation,1
Measure,Absolute Mobility Measures,RqType,Empirical Estimates and Determinants,citation,1
Measure,Absolute Mobility Measures,Measure,Transition Matrix / Probability Measures,citation,1
Measure,Absolute Mobility Measures,DataType,Panel/Longitudinal Surveys,citation,1
Measure,Absolute Mobility Measures,RqType,Empirical Estimates and Determinants,citation,1
Measure,Absolute Mobility Measures,DataType,Administrative/Registry Data,citation,1
Measure,Absolute Mobility Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
Measure,Absolute Mobility Measures,RqType,Empirical Estimates and Determinants,citation,1
Measure,Absolute Mobility Measures,DataType,National Survey Data,citation,1
Measure,Absolute Mobility Measures,DataType,Panel/Longitudinal Surveys,citation,1
Measure,Absolute Mobility Measures,Measure,Rank‐based Measures,citation,1
Measure,Absolute Mobility Measures,DataType,Linked Administrative Data,citation,1
Measure,Absolute Mobility Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
Measure,Absolute Mobility Measures,Measure,Transition Matrix / Probability Measures,citation,1
Measure,Absolute Mobility Measures,DataType,National Survey Data,citation,1
Measure,Absolute Mobility Measures,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",citation,1
Measure,Absolute Mobility Measures,DataType,Panel/Longitudinal Surveys,citation,1
Measure,Absolute Mobility Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
Measure,Absolute Mobility Measures,DataType,Panel/Longitudinal Surveys,citation,1
Measure,Absolute Mobility Measures,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",citation,1
Measure,Absolute Mobility Measures,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",citation,1
Measure,Absolute Mobility Measures,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",citation,1
Measure,Absolute Mobility Measures,DataType,National Survey Data,citation,1
Measure,Absolute Mobility Measures,RqType,"Policy, Institutional, and Geographic Impacts",citation,1
Measure,Absolute Mobility Measures,Measure,Decomposition / Structural Approaches,citation,1
Measure,Absolute Mobility Measures,DataType,No dataset,citation,1
Measure,Absolute Mobility Measures,DataType,No dataset,citation,1
Measure,Absolute Mobility Measures,Measure,Transition Matrix / Probability Measures,citation,1
Measure,Absolute Mobility Measures,DataType,No dataset,citation,1
Measure,Absolute Mobility Measures,RqType,Theoretical and Structural Models,citation,1
Measure,Absolute Mobility Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
Measure,Absolute Mobility Measures,RqType,Theoretical and Structural Models,citation,1
Measure,Absolute Mobility Measures,DataType,Administrative/Registry Data,citation,1
Measure,Absolute Mobility Measures,Measure,Decomposition / Structural Approaches,citation,1
Measure,Absolute Mobility Measures,RqType,Empirical Estimates and Determinants,citation,1
Measure,Absolute Mobility Measures,DataType,National Survey Data,citation,1
